curp,nombre,metadata.institucion,nivelOrdenGobierno,declaracion.situacionPatrimonial.datosEmpleoCargoComision.areaAdscripcion,declaracion.situacionPatrimonial.datosEmpleoCargoComision.contratadoPorHonorarios,declaracion.situacionPatrimonial.datosEmpleoCargoComision.nivelEmpleoCargoComision,edu_nivel,exp_privado,exp_publico,exp_total,n_vehiculos,n_vehiculos_lujo,valor_vehiculos,n_bienes,valor_bienes,valor_inversiones,patrimonio_total,ingreso_total_neto_2015,ingreso_total_neto_2016,ingreso_total_neto_2017,ingreso_total_neto_2018,ingreso_total_neto_2019,ingreso_total_neto_2020
LUMM770612MSNCNR03,María Lucero Mendoza,CFE CORPORATIVO,ESTATAL,Unidad de Asuntos Jurídicos,False,17,MAESTRÍA,5.7,4.2,9.9,6.0,3.0,6591479.0,3.0,115744534.0,96697578.0,219033591.0,1494475.0,5350380.0,5003940.0,4307592.0,4924740.0,4987848.0
LUMR741005HDFVRN08,Reina Luevano Martínez,INSTITUTO DE CAPACITACION Y PROFESIONALIZACION EN PROCURACION DE JUSTICIA FEDERAL,MUNICIPAL,Unidad de Transparencia,False,N34,LICENCIATURA,10.8,0.0,10.8,7.0,2.0,3341457.0,1.0,3032237.0,962070.0,7335764.0,261365.0,1110912.0,1154280.0,1377696.0,1163556.0,1414824.0
LUNB770206MVZCVR08,Barbara Lucio Nevárez,SERVICIOS DE ALMACENAMIENTO DEL NORTE S.A.,ESTATAL,Unidad de Transparencia,False,N34,ESPECIALIDAD,11.5,0.0,11.5,4.0,1.0,2107596.0,1.0,4587622.0,672795.0,7368013.0,276915.0,1372296.0,1227228.0,1227876.0,1286196.0,1345104.0
LUOM780925MPUVZR07,Miranda Luevano Orozco,SERVICIO POSTAL MEXICANO,MUNICIPAL,Dirección General de Administración,False,22,ESPECIALIDAD,6.1,5.0,11.1,5.0,2.0,3803730.0,3.0,230633235.0,114212022.0,348648987.0,1879640.0,6070200.0,6168288.0,6934692.0,6874416.0,6705132.0
LUPJ750305HVZVLS03,José Eduardo Luevano Palomino,SERVICIO DE PROTECCIÓN FEDERAL,MUNICIPAL,Unidad de Servicios Tecnológicos,False,A33,LICENCIATURA,9.4,0.0,9.4,5.0,0.0,761455.0,0.0,0.0,21722.0,783177.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
LUPL870317MDFVRS01,Luis Fernando Luevano Perea,EL COLEGIO DE SAN LUIS A.C,MUNICIPAL,Dirección General de Inteligencia,False,N33,LICENCIATURA,10.8,0.0,10.8,4.0,0.0,1695531.0,1.0,2483549.0,1594550.0,5773630.0,215160.0,1111728.0,1104996.0,1090836.0,1103016.0,1176108.0
LUPM870902MDFVRG04,Miguel Luevano Perea,SERVICIO GEOLOGICO MEXICANO,FEDERAL,Dirección General de Administración,False,19,MAESTRÍA,5.4,4.2,9.600000000000001,6.0,3.0,5798339.0,3.0,164973039.0,44500195.0,215271573.0,1856340.0,5996796.0,4955916.0,5879940.0,4976796.0,4813236.0
LUPS820811MVZVZS08,Susana Luevano Paz,LOTERIA NACIONAL PARA LA ASISTENCIA PUBLICA,FEDERAL,Dirección General de Administración,False,22,MAESTRÍA,12.1,0.0,12.1,5.0,1.0,3476901.0,3.0,168426401.0,128209929.0,300113231.0,1877880.0,6172932.0,5730108.0,5559432.0,6840156.0,6474192.0
LUPY800026MDFVRM04,Yamileth Luevano Partida,AGENCIA MEXICANA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,ESTATAL,Dirección General de Inteligencia,False,19,ESPECIALIDAD,12.0,0.0,12.0,6.0,4.0,6342632.0,3.0,250964777.0,54149001.0,311456410.0,1759285.0,5015088.0,5283396.0,5906400.0,5352336.0,4962852.0
LURE860006HDFCLT01,Esteban Lucio Rael,PEMEX-GAS Y PETROQUIMICA BASICA,FEDERAL,Dirección General de Inteligencia,False,M34,LICENCIATURA,12.4,0.0,12.4,4.0,0.0,1599344.0,1.0,2481284.0,1565201.0,5645829.0,320215.0,1601124.0,1622988.0,1653024.0,1584660.0,1671432.0
LURJ880820HAGNJN09,Juan Carlos Luna Rojas,CFE GENERACIÓN V,ESTATAL,Dirección General de Innovacion,False,M34,LICENCIATURA,6.0,5.0,11.0,5.0,0.0,2347201.0,1.0,6856562.0,907325.0,10111088.0,325750.0,1493520.0,1796748.0,1637028.0,1623540.0,1667136.0
LUTS770722HAGCJL01,Soledad Lucero Tejeda,LOTERIA NACIONAL PARA LA ASISTENCIA PUBLICA,ESTATAL,Unidad de Asuntos Jurídicos,False,M34,MAESTRÍA,9.7,0.0,9.7,6.0,1.0,2746669.0,1.0,8107732.0,727192.0,11581593.0,399420.0,1588476.0,1561236.0,1790424.0,1619520.0,1692372.0
LUUA881125MSNVBR09,Adriana Luevano Ulibarri,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE CIUDAD VICTORIA BICENTENARIO 2010,MUNICIPAL,Dirección General de Vinculación,False,O33,LICENCIATURA,5.9,4.2,10.100000000000001,0.0,0.0,0.0,1.0,1352760.0,26986.0,1379746.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
LUVA701109MDFNLF05,Alfonso Luna Valverde,LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO S.A. DE C.V.,MUNICIPAL,Unidad de Asuntos Jurídicos,False,J32,MAESTRÍA,6.4,5.3,11.7,9.0,5.0,7427542.0,3.0,126421398.0,50985241.0,184834181.0,1808860.0,5135292.0,5186808.0,4540476.0,4511028.0,6365844.0
LUVE750715HVZGLT07,Esteban Lugo Valles,RADIO EDUCACION,MUNICIPAL,Dirección General de Administración,False,22,MAESTRÍA,11.7,0.0,11.7,8.0,3.0,8001660.0,3.0,167894741.0,104866841.0,280763242.0,1734475.0,6438912.0,5916936.0,5765376.0,5748564.0,6060540.0
LUYA730910HPUVNN01,Alondra Romina Luevano Yanes,I.I.I. SERVICIOS S.A. DE C.V.,MUNICIPAL,Unidad de Transparencia,False,A33,LICENCIATURA,10.4,0.0,10.4,5.0,0.0,942264.0,1.0,423024.0,10654.0,1375942.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
LUZN781106HSNNVM03,Naomi Luna Zavala,INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES AGRICOLAS Y PECUARIAS,FEDERAL,Dirección General de Administración,False,18,ESPECIALIDAD,10.8,0.0,10.8,7.0,4.0,7580155.0,3.0,190403016.0,94733314.0,292716485.0,1807835.0,4805196.0,5648232.0,5079576.0,4363164.0,4644348.0
LÓBX740807HSNPRM06,Ximena Guadalupe López Bermúdez,"FONATUR OPERADORA PORTUARIA, S.A. DE C.V.",ESTATAL,Dirección General de Innovacion,False,N22,LICENCIATURA,6.1,4.9,11.0,4.0,0.0,747046.0,0.0,0.0,12520.0,759566.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
LÓCL740816HPUPHS03,Luisa López Chavarría,COLEGIO SUPERIOR AGROPECUARIO DEL ESTADO DE GUERRERO,MUNICIPAL,Dirección General de Administración,False,N33,LICENCIATURA,5.6,5.7,11.3,3.0,0.0,1219602.0,1.0,8462737.0,378632.0,10060971.0,294150.0,1159836.0,1046112.0,987804.0,1233576.0,1114680.0
LÓFD841024HPUPRN05,Diana López Fernández,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN (INV),MUNICIPAL,Unidad de Servicios Tecnológicos,False,17,MAESTRÍA,11.8,0.0,11.8,7.0,4.0,3357226.0,3.0,245851016.0,128480299.0,377688541.0,1545770.0,4592604.0,5054196.0,5328432.0,5647224.0,4779000.0
LÓFV820426HPUPJC01,Victoria López Fajardo,INSTITUTO NACIONAL DE PEDIATRIA,ESTATAL,Unidad de Transparencia,False,19,MAESTRÍA,5.8,5.1,10.899999999999999,6.0,2.0,4818642.0,2.0,232696960.0,81138767.0,318654369.0,1483535.0,5027652.0,5416344.0,5608608.0,5313348.0,5105700.0
LÓGI770722HAGPRN02,Ivan López Guerra,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,FEDERAL,Dirección General de Inteligencia,False,19,MAESTRÍA,6.5,4.5,11.0,9.0,2.0,4873730.0,3.0,304189195.0,90527182.0,399590107.0,1746315.0,5683884.0,5641728.0,4988760.0,4986276.0,5929788.0
LÓRE860323MDFPDP05,Esperanza López Rodríguez,FONDO DE INFORMACION Y DOCUMENTACION PARA LA INDUSTRIA,FEDERAL,Unidad de Administración,False,22,MAESTRÍA,6.2,6.4,12.600000000000001,8.0,3.0,7428253.0,2.0,132156681.0,19101337.0,158686271.0,1947960.0,6296460.0,7102776.0,6284268.0,6084336.0,6897612.0
LÓSC880311MVZPTT06,Catalina López Sotelo,SECCION MEXICANA DE LA COMISION INTERNACIONAL DE LIMITES Y AGUAS MEXICO-ESTADOS UNIDOS DE AMERICA,FEDERAL,Dirección General de Innovacion,False,J32,ESPECIALIDAD,12.2,0.0,12.2,8.0,3.0,5615516.0,3.0,277244157.0,64408437.0,347268110.0,1865655.0,5012124.0,4940388.0,4493448.0,6070080.0,4877076.0
LÓVG731004MDFPRL03,Guillermo López Vera,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACION,FEDERAL,Dirección General de Administración,False,N34,LICENCIATURA,11.8,0.0,11.8,6.0,1.0,2761527.0,1.0,7279446.0,411382.0,10452355.0,346665.0,1269276.0,1285368.0,1181004.0,1208328.0,1288800.0
MAAA750320MSNTLD06,Ariadna Matías Ayala,PROCURADURIA FEDERAL DE LA DEFENSA DEL TRABAJO,FEDERAL,Unidad de Transparencia,False,O32,LICENCIATURA,10.9,0.0,10.9,0.0,0.0,0.0,0.0,0.0,10933.0,10933.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MAAA791007HSNYRF08,Alfonso Mayorga Aguirre,INSTITUTO NACIONAL DE ECOLOGIA,MUNICIPAL,Dirección General de Innovacion,False,22,DOCTORADO,12.4,0.0,12.4,7.0,3.0,3639330.0,3.0,304015526.0,60094214.0,367749070.0,1927210.0,5061432.0,6065364.0,5599092.0,5465736.0,5849388.0
MAAD820501MVZTVN05,Daniel Matías Alvarado,HOSPITAL GENERAL DE MEXICO,FEDERAL,Dirección General de Inteligencia,False,17,MAESTRÍA,6.2,4.3,10.5,4.0,1.0,2535958.0,3.0,241198013.0,56693270.0,300427241.0,1682930.0,4986816.0,5100840.0,4457736.0,4492272.0,5065284.0
MAAD821017MSNRRL08,Dulce María Marrero Arredondo,GRUPO AEROPORTUARIO DE LA CIUDAD DE MEXICO S.A. DE C.V.,MUNICIPAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,10.8,0.0,10.8,0.0,0.0,0.0,0.0,0.0,22578.0,22578.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAAE810819HVZDNM03,Emmanuel Madrigal Alanis,ARCHIVO GENERAL DE LA NACION,ESTATAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,10.1,0.0,10.1,0.0,0.0,0.0,0.0,0.0,25582.0,25582.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MAAJ810120HDFRGN09,Juana Marroquín Angulo,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN (INV),FEDERAL,Dirección General de Innovacion,False,O33,LICENCIATURA,10.6,0.0,10.6,0.0,0.0,0.0,0.0,0.0,13284.0,13284.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MAAM770920HDFDVG01,Miguel Ángel Madrigal Alvarado,SERVICIO POSTAL MEXICANO,ESTATAL,Dirección General de Administración,False,18,MAESTRÍA,12.9,0.0,12.9,7.0,5.0,5498158.0,3.0,216140487.0,38334391.0,259973036.0,1514780.0,5219124.0,5376840.0,4407696.0,4645908.0,5208480.0
MAAN800526HDFGYC01,Nicolás Magaña Anaya,ADMINISTRACION PORTUARIA INTEGRAL DE COATZACOALCOS S.A. DE C.V.,MUNICIPAL,Unidad de Vinculación,False,M34,LICENCIATURA,6.3,6.1,12.399999999999999,3.0,1.0,1485542.0,1.0,4168786.0,1618672.0,7273000.0,424540.0,1678944.0,1668156.0,1636656.0,1550736.0,1698156.0
MAAR750426HPUDCM01,Ramiro Madrigal Alcántar,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN (INV),ESTATAL,Unidad de Vinculación,False,N22,LICENCIATURA,10.9,0.0,10.9,4.0,1.0,810893.0,0.0,0.0,14273.0,825166.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MABC710827MPUSNN08,Concepción Maestas Banda,"NOTIMEX, AGENCIA DE NOTICIAS DEL ESTADO MEXICANO",FEDERAL,Unidad de Vinculación,False,A33,LICENCIATURA,11.3,0.0,11.3,0.0,0.0,0.0,0.0,0.0,11088.0,11088.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MABC820808HSNRNR06,Cristian Marroquín Benítez,LABORATORIOS DE BIOLOGICOS Y REACTIVOS DE MEXICO S.A. DE C.V.,FEDERAL,Unidad de Servicios Tecnológicos,False,N22,LICENCIATURA,12.1,0.0,12.1,0.0,0.0,0.0,1.0,686992.0,26017.0,713009.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MABG880226MHGRLR03,Georgina Márquez Balderas,Lotería Nacional,FEDERAL,Dirección de Mercadotecnia y Publicidad,False,OA1,LICENCIATURA,3.0,1.4,4.4,1.0,0.0,885000.0,0.0,0.0,0.0,885000.0,,,,,,
MABH810314HAGRRG06,Hugo Marroquín Borrego,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE OAXACA,ESTATAL,Dirección General de Inteligencia,False,A33,LICENCIATURA,6.4,4.4,10.8,5.0,2.0,1074913.0,1.0,1328435.0,34546.0,2437894.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MABL830503MPUDLR07,Laura Madrid Ballesteros,COMISION NACIONAL DE AREAS NATURALES PROTEGIDAS,MUNICIPAL,Dirección General de Tecnologías de Información,False,N34,ESPECIALIDAD,5.6,4.2,9.8,5.0,0.0,2027265.0,1.0,3742318.0,2283009.0,8052592.0,266055.0,1301280.0,1378152.0,1133724.0,1398828.0,1327416.0
MABM720702HPUNÑR08,María de los Ángeles Manzanares Bañuelos,HOSPITAL GENERAL DE MEXICO,FEDERAL,Dirección General de Innovacion,False,18,ESPECIALIDAD,6.1,5.0,11.1,5.0,4.0,6319969.0,3.0,117929690.0,50311542.0,174561201.0,1485190.0,4367616.0,4978392.0,4681164.0,5101416.0,5003520.0
MABM740126MDFDRL01,Melissa Madera Bravo,RADIO EDUCACION,MUNICIPAL,Dirección General de Vinculación,False,N22,LICENCIATURA,6.4,5.1,11.5,0.0,0.0,0.0,0.0,0.0,8547.0,8547.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MABM741124MVZYNL07,Melany Maya Benavídez,IMPRESORA Y ENCUADERNADORA PROGRESO S.A. DE C.V.,FEDERAL,Unidad de Vinculación,False,N33,MAESTRÍA,6.3,4.7,11.0,5.0,1.0,2463524.0,1.0,8529610.0,450727.0,11443861.0,301215.0,1154676.0,1053036.0,1142580.0,1077288.0,1040940.0
MABM810809HAGLRR04,Marcela Maldonado Barraza,CASA DE MONEDA DE MEXICO,FEDERAL,Unidad de Servicios Tecnológicos,False,J32,MAESTRÍA,6.8,5.6,12.399999999999999,6.0,3.0,4869685.0,3.0,129017787.0,102018383.0,235905855.0,1497735.0,4660692.0,6068580.0,4474152.0,5310672.0,4880412.0
MABM890607MAGNNN07,Monserrat Manzanares Benavídez,INSTITUTO NACIONAL DE PSIQUIATRIA RAMON DE LA FUENTE MUÑIZ,MUNICIPAL,Unidad de Asuntos Jurídicos,False,19,MAESTRÍA,11.3,0.0,11.3,6.0,3.0,4439150.0,2.0,196654228.0,98640113.0,299733491.0,1890510.0,5469804.0,6194592.0,4997040.0,4653084.0,6399804.0
MABN820125MAGTTM08,Naomi Mata Bétancourt,BANCO NACIONAL DE CREDITO RURAL S.N.C.,ESTATAL,Unidad de Asuntos Jurídicos,False,J32,MAESTRÍA,5.6,4.9,10.5,7.0,4.0,7971677.0,3.0,299527925.0,94910619.0,402410221.0,1817700.0,3878568.0,4844124.0,5119932.0,5197608.0,5392884.0
MABN870501MPUTSR04,Norma Matías Bustos,CENTRO NACIONAL DE CONTROL DE ENERGÍA,FEDERAL,Dirección General de Administración,False,A33,LICENCIATURA,5.8,5.5,11.3,3.0,1.0,566199.0,0.0,0.0,25575.0,591774.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MACA700503HAGTVX08,Alexa Matos Cavazos,COMISION NACIONAL DE CULTURA FISICA Y DEPORTE,MUNICIPAL,Dirección General de Innovacion,False,O32,LICENCIATURA,6.3,4.8,11.1,0.0,0.0,0.0,0.0,0.0,7359.0,7359.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MACA700925HPUTPL08,Adela Mata Cepeda,COMISION REGULADORA DE ENERGIA,ESTATAL,Dirección General de Tecnologías de Información,False,N33,LICENCIATURA,6.1,4.1,10.2,6.0,1.0,2795120.0,1.0,3443494.0,668285.0,6906899.0,305695.0,1212444.0,1239264.0,1186440.0,1062588.0,1079808.0
MACA750520MSNGNN09,Adán Magaña Concepción,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,MUNICIPAL,Unidad de Administración,False,N22,LICENCIATURA,11.7,0.0,11.7,4.0,0.0,716328.0,1.0,398638.0,18670.0,1133636.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MACA771018MSNNLT06,Antonio Manzanares Calderón,FIDEICOMISO PARA LA CINETECA NACIONAL,MUNICIPAL,Unidad de Transparencia,False,N22,LICENCIATURA,6.0,4.6,10.6,4.0,0.0,1024027.0,1.0,1329531.0,16111.0,2369669.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MACA860808HPURRX03,Alexis Marín Cervantes,SECRETARIA DE GOBERNACION,FEDERAL,Unidad de Administración,False,M34,ESPECIALIDAD,6.0,6.5,12.5,3.0,1.0,1291464.0,1.0,9424386.0,619089.0,11334939.0,384460.0,1689108.0,1734000.0,1655916.0,1685808.0,1773024.0
MACB880911MVZYLR02,Brandon Mayorga Collado,ADMINISTRACION PORTUARIA INTEGRAL DE TAMPICO S.A. DE C.V.,ESTATAL,Dirección General de Innovacion,False,N22,LICENCIATURA,6.1,6.3,12.399999999999999,0.0,0.0,0.0,0.0,0.0,24021.0,24021.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MACD880902MPUTBN01,Daniel Mata Caballero,COMISION NACIONAL DE ACUACULTURA Y PESCA,FEDERAL,Unidad de Transparencia,False,M34,LICENCIATURA,6.2,4.4,10.600000000000001,5.0,0.0,2306092.0,0.0,0.0,495869.0,2801961.0,399135.0,1714584.0,1751820.0,1812816.0,1792716.0,1660824.0
MACE830120HDFLRL04,Emilio Malave Curiel,INSTITUTO DE INVESTIGACIONES ELECTRICAS,ESTATAL,Dirección General de Administración,False,M34,LICENCIATURA,9.9,0.0,9.9,5.0,1.0,2472097.0,1.0,4462214.0,577469.0,7511780.0,369350.0,1580472.0,1586088.0,1590780.0,1628352.0,1512228.0
MACE830512MAGRLS01,Elsa Marín Calvillo,COMISIÓN EJECUTIVA DE ATENCIÓN A VÍCTIMAS,MUNICIPAL,Unidad de Transparencia,False,22,ESPECIALIDAD,6.0,4.9,10.9,6.0,3.0,7144170.0,3.0,179223083.0,103618429.0,289985682.0,1912020.0,6439212.0,6448440.0,7341600.0,6048888.0,6617964.0
MACE880312HSNLRC08,Erick Malave Cardona,COMISION NACIONAL DEL SISTEMA DE AHORRO PARA EL RETIRO,ESTATAL,Unidad de Asuntos Jurídicos,False,17,MAESTRÍA,11.4,0.0,11.4,6.0,2.0,6018600.0,2.0,115803963.0,92384525.0,214207088.0,1601230.0,4236168.0,5140320.0,5405904.0,4724928.0,3981180.0
MACG870809MPUTRB04,Gabriela Mateo Crespo,COORDINACION GENERAL DE LA COMISION MEXICANA DE AYUDA A REFUGIADOS,MUNICIPAL,Dirección General de Inteligencia,False,M34,ESPECIALIDAD,10.7,0.0,10.7,1.0,0.0,496205.0,1.0,3401347.0,475482.0,4373034.0,362560.0,1614048.0,1659024.0,1665768.0,1575696.0,1765152.0
MACH860026HAGRHG04,Hugo Marroquín Chacón,FIDEICOMISO FONDO DE CAPITALIZACION E INVERSION DEL SECTOR RURAL,FEDERAL,Dirección General de Innovacion,False,22,ESPECIALIDAD,11.2,0.0,11.2,7.0,4.0,7601052.0,3.0,185515686.0,150074763.0,343191501.0,1742285.0,7081152.0,6367044.0,7340952.0,6597816.0,5812680.0
MACI830705HAGCSR02,Iker Macías Castro,INSTITUTO DE ECOLOGIA A.C. (INV),ESTATAL,Dirección General de Vinculación,False,19,MAESTRÍA,9.4,0.0,9.4,5.0,4.0,5442019.0,2.0,168648522.0,45575411.0,219665952.0,1951685.0,5002608.0,6191892.0,5837340.0,5394048.0,5127744.0
MACL790804MPUNRS02,Luisa Manzanares Carranza,EL COLEGIO DE LA FRONTERA SUR,ESTATAL,Dirección General de Tecnologías de Información,False,18,ESPECIALIDAD,13.4,0.0,13.4,8.0,6.0,5448531.0,2.0,129669266.0,68594318.0,203712115.0,1423110.0,4472064.0,5130852.0,5233380.0,4825044.0,4655796.0
MACL851127MAGGRC06,Lucas Magaña Corona,INSTITUTO NACIONAL DE CANCEROLOGIA,ESTATAL,Dirección General de Innovacion,False,N33,ESPECIALIDAD,6.4,3.7,10.100000000000001,7.0,1.0,2804542.0,1.0,6168763.0,941607.0,9914912.0,268755.0,1017168.0,1146732.0,1136652.0,1175748.0,1254984.0
MACL860220HDFYHC08,Lucia Maya Chacón,"SECRETARIA DE DESARROLLO AGRARIO, TERRITORIAL Y URBANO",MUNICIPAL,Dirección General de Administración,False,J32,MAESTRÍA,10.2,0.0,10.2,7.0,4.0,4762975.0,3.0,172389750.0,144345334.0,321498059.0,1469600.0,4694880.0,5124804.0,5145804.0,5071308.0,4760436.0
MACM740904MAGYNR04,María Soledad Maya Contreras,"CIATEQ, A.C. CENTRO DE TECNOLOGIA AVANZADA",FEDERAL,Unidad de Asuntos Jurídicos,False,22,ESPECIALIDAD,10.3,0.0,10.3,8.0,5.0,5954429.0,3.0,128093218.0,40596389.0,174644036.0,2062905.0,5287704.0,5607180.0,6027540.0,6252720.0,6311868.0
MACM760410MAGDJN05,Manuel Madrid Ceja,INSTITUTO NACIONAL DE LAS MUJERES,FEDERAL,Unidad de Vinculación,False,18,MAESTRÍA,6.3,5.4,11.7,6.0,3.0,3933880.0,3.0,288162872.0,89654829.0,381751581.0,1311445.0,5070096.0,5019912.0,5136012.0,4814064.0,5866068.0
MACM780321HAGTDR09,Maricarmen Mateo Cedillo,INSTITUTO DEL FONDO NACIONAL PARA EL CONSUMO DE LOS TRABAJADORES,FEDERAL,Dirección General de Innovacion,False,22,ESPECIALIDAD,11.3,0.0,11.3,6.0,2.0,5812810.0,3.0,147392081.0,116314319.0,269519210.0,1779190.0,6008436.0,6451836.0,4875924.0,6427512.0,4880064.0
MACM840820HVZDRR05,María José Madera Cerda,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL ESTADO DE JALISCO A.C.,ESTATAL,Dirección General de Vinculación,False,18,MAESTRÍA,5.9,4.1,10.0,7.0,6.0,7938182.0,2.0,43970830.0,67546980.0,119455992.0,1664200.0,5254872.0,6233856.0,5186112.0,4981248.0,5175504.0
MACP801127MPUDSD03,Pedro Madrid Casas,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,ESTATAL,Unidad de Transparencia,False,M34,LICENCIATURA,5.6,4.5,10.1,7.0,1.0,3454818.0,1.0,9812807.0,684433.0,13952058.0,397750.0,1694724.0,1756548.0,1665444.0,1696140.0,1487772.0
MACR820324HDFNRM06,Ramona Manzanares Cardenas,SECRETARIA DE EDUCACION PUBLICA,FEDERAL,Unidad de Asuntos Jurídicos,False,A33,LICENCIATURA,6.4,5.5,11.9,4.0,1.0,432951.0,0.0,0.0,19038.0,451989.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
MACS870309HDFLRN01,Santiago Maldonado Carrion,PROCURADURIA GENERAL DE LA REPUBLICA,FEDERAL,Dirección General de Administración,False,O32,LICENCIATURA,5.7,6.2,11.9,0.0,0.0,0.0,0.0,0.0,24904.0,24904.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MACT880014HPUTSD08,Teodoro Mata Castro,NOTIMEX S.A. DE C.V.,ESTATAL,Dirección General de Innovacion,False,O33,LICENCIATURA,12.9,0.0,12.9,0.0,0.0,0.0,0.0,0.0,13605.0,13605.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MACX741118HVZDRM09,Ximena Guadalupe Madrid Cervántez,COMISION NACIONAL FORESTAL,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,O32,LICENCIATURA,5.9,5.0,10.9,5.0,1.0,684495.0,0.0,0.0,13347.0,697842.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
MACX780203MSNNRM07,Ximena Manzanares Caraballo,TELECOMUNICACIONES DE MEXICO,FEDERAL,Unidad de Transparencia,False,N22,LICENCIATURA,6.7,4.7,11.4,0.0,0.0,0.0,0.0,0.0,17544.0,17544.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
MACÁ791127MVZTRG04,Ángel Daniel Matías Crespo,CENTRO DE INVESTIGACIONES EN OPTICA A.C.,MUNICIPAL,Dirección General de Tecnologías de Información,False,L32,MAESTRÍA,6.0,4.6,10.6,6.0,2.0,4715759.0,2.0,147816068.0,122452435.0,274984262.0,1546015.0,5500488.0,4705872.0,5094636.0,4856832.0,4482612.0
MADA810118HPUSÑX02,Alexander Mascareñas Dueñas,INSTITUTO NACIONAL DE LENGUAS INDIGENAS,MUNICIPAL,Unidad de Servicios Tecnológicos,False,N34,MAESTRÍA,5.8,5.1,10.899999999999999,3.0,0.0,1556178.0,1.0,6233103.0,1118349.0,8907630.0,302390.0,1173504.0,1143048.0,1283796.0,1372080.0,1275960.0
MADM760313HSNGLT02,Matías Magaña Delacrúz,XE-IPN CANAL 11,ESTATAL,Dirección General de Tecnologías de Información,False,N33,LICENCIATURA,9.7,0.0,9.7,4.0,0.0,1925986.0,1.0,7592485.0,538157.0,10056628.0,273940.0,1238016.0,987612.0,1010112.0,1062036.0,1165980.0
MADR751103HSNRVS03,Rosalia Mares Dávila,CENTRO DE INVESTIGACION Y ASISTENCIA EN TECNOLOGIA Y DISEÑO DEL ESTADO DE JALISCO A.C.,ESTATAL,Unidad de Vinculación,False,N34,ESPECIALIDAD,10.5,0.0,10.5,4.0,0.0,1520337.0,1.0,5657183.0,957524.0,8135044.0,312710.0,1335648.0,1270176.0,1199016.0,1166748.0,1313028.0
MADS860409HDFTLN07,Sonia Matos Delvalle,ADMINISTRACION FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,MUNICIPAL,Dirección General de Inteligencia,False,O33,LICENCIATURA,6.6,4.9,11.5,8.0,2.0,2201902.0,0.0,0.0,5817.0,2207719.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
MAFE780222MDFSGM01,Esmeralda Maestas Figueroa,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,MUNICIPAL,Unidad de Administración,False,N22,LICENCIATURA,5.5,5.5,11.0,0.0,0.0,0.0,1.0,497903.0,20236.0,518139.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
