id,fechaCaptura,expediente,autoridadSancionadora,tipoSancion,causaMotivoHechos,observaciones,institucionDependencia.nombre,servidorPublicoSancionado.rfc.rfc,servidorPublicoSancionado.rfc.homoClave,servidorPublicoSancionado.curp,servidorPublicoSancionado.nombres,servidorPublicoSancionado.primerApellido,servidorPublicoSancionado.segundoApellido,servidorPublicoSancionado.genero.clave,servidorPublicoSancionado.genero.valor,servidorPublicoSancionado.puesto,tipoFalta.clave,tipoFalta.valor,tipoFalta.descripcion,resolucion.fechaResolucion,multa.moneda.clave,multa.moneda.valor,multa.monto,inhabilitacion.plazo,inhabilitacion.fechaInicial,inhabilitacion.fechaFinal,servidorPublicoSancionado.rfc,institucion_merge
6b99a36b-1310-4083-bcb5-cc7ab0832cdd,2007-02-03,GCPD/d14e6242,Tribunal,"[{'clave': 'D', 'valor': 'DESTITUCION DEL EMPLEO CARGO O COMISION', 'descripcion': 'DESPIDO'}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Sanción impuesta conforme a la ley,INSTITUTO NACIONAL DE LA ECONOMÍA SOCIAL,GIRE730008,D47,GIRE730008MAGLVL03,Emiliano,Gil,Rivero,F,MASCULINO,Subdirector de Area,AC,ACTO DE CORRUPCIÓN,RECIBIR SOBORNO POR UN TRÁMITE,2006-11-03T11:46:55.269Z,,,,4 años,2006-11-03T11:46:55.269Z,2010-10-03,,hospitalregionaldealtaespecialidaddeixtapaluca
474595d3-6080-49ed-a29d-536a12a5aec5,2006-06-26,EXP/a2e7595d,Organo de Control Interno,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS","Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo","FONATUR CONSTRUCTORA, S.A. DE C.V.",RAPC830118,A12,RAPC830118MSNMGN02,Conchita,Ramírez,Puga,F,MASCULINO,Titular de Unidad,VLNP,VIOLACION LEYES Y NORMATIVIDAD PRESUPUESTAL,COLUSIÓN,2006-06-26T01:56:16.132Z,,,,,,,,pemexgasypetroquimicabasica
d767fd44-989d-4ee5-8202-1936935e14d8,2007-03-16,ARCHIVO/44d23bb8,OIC,"[{'clave': 'D', 'valor': 'DESTITUCION DEL EMPLEO CARGO O COMISION', 'descripcion': 'DESPIDO'}]",ENRIQUECIMIENTO OCULTO,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",COLEGIO DE POSTGRADUADOS,ROEL780501,A36,ROEL780501MAGSCS02,Luis Gabino,Rosario,Escamilla,F,MASCULINO,Analista,DRP,DESVÍO DE RECURSOS PÚBLICOS,DESVÍO DE RECURSOS PÚBLICOS,2006-11-16T15:29:08.113Z,,,,7 años,2006-11-16T15:29:08.113Z,2013-10-16,,institutodeadministracionyavaluosdebienesnacionales
a4e49163-318b-45b3-b748-486ff53ec7d0,2006-09-13,EXPEDIENTE/a277d44d,Contraloría Interna,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Sanción impuesta conforme a la ley,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE CIUDAD VICTORIA BICENTENARIO 2010,SACM840510,E62,SACM840510HSNNVR03,María Fernanda,Sanches,Covarrubias,M,FEMENINO,Subadministrador,ABCI,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,2006-07-13T03:37:48.552Z,,,,7 años,2006-07-13T03:37:48.552Z,2013-06-13,,procuraduriaagraria
7bdd6a63-dee6-4b43-85f2-c0d893a7afd8,2007-00-01,GCPD/de5cba07,OIC,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",NEPOTISMO,Sanción impuesta conforme a la ley,COMISION NACIONAL PARA EL DESARROLLO DE LOS PUEBLOS INDIGENAS,ROJE720907,C51,ROJE720907MAGMRL05,Emilia,Romero,Juárez,F,MASCULINO,Administrador,CEX,COHECHO O EXTORSION,COHECHO O EXTORSION,2006-11-01T23:04:25.925Z,,,,,,,,centrodeinvestigacionenalimentacionydesarrolloac
9f611370-3039-4209-bc75-5a8ca6354e3b,2006-10-30,EXP/194d12b7,OIC,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,FONDO ESPECIAL DE ASISTENCIA TECNICA Y GARANTIA PARA LOS CREDITOS AGROPECUARIOS,DEPJ881003,D31,DEPJ881003HDFLNL01,Julieta,Delrío,Pineda,M,FEMENINO,Subadministrador,ABCI,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,2006-06-30T15:04:31.081Z,MXN,Peso Mexicano,12329.0,,,,,comisionnacionaldeculturafisicaydeporte
0b1aa724-f819-4961-b6b9-243587d2ec0f,2006-07-09,GCPD/c4f91523,OIC,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]",ENRIQUECIMIENTO OCULTO,Sanción impuesta conforme a la ley,INSTITUTO NACIONAL DE MIGRACION,PIVL881020,D78,PIVL881020MSNÑLS09,Luis Fernando,Piña,Villanueva,F,MASCULINO,Subdirector de Area,AC,ACTO DE CORRUPCIÓN,RECIBIR SOBORNO POR UN TRÁMITE,2006-07-09T00:23:27.449Z,MXN,Peso Mexicano,19009.0,,,,,fondodegarantiayfomentoparalaagriculturaganaderiayavicultura
919d0afc-9ca3-4fcc-a6d0-8e8c55d0e837,2006-10-03,GCPD/076bffac,Contraloría Interna,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",DESVÍO DE RECURSOS PÚBLICOS,Sanción impuesta conforme a la ley,ADMINISTRACION DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA,GUUR870407,D97,GUUR870407MDFTÑS05,Rosalia,Gutiérrez,Ureña,F,MASCULINO,Director de Area,DRP,DESVÍO DE RECURSOS PÚBLICOS,DESVÍO DE RECURSOS PÚBLICOS,2006-07-03T13:29:51.699Z,,,,,,,,fondoespecialparafinanciamientosagropecuarios
b823d71d-a8b0-461a-a91b-0c6ac90dcda2,2006-09-03,EXPEDIENTE/f57c1b6a,Contraloría Interna,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Sanción impuesta conforme a la ley,TRIBUNAL SUPERIOR AGRARIO.,MIQG751116,B18,MIQG751116MAGRNL01,Gilberto,Miranda,Quintero cruz,F,MASCULINO,Subdirector de Area,AC,ACTO DE CORRUPCIÓN,RECIBIR SOBORNO POR UN TRÁMITE,2006-09-03T03:41:08.193Z,MXN,Peso Mexicano,29746.0,,,,,administracionportuariaintegraldetopolobamposadecv
3e77875b-96fb-4d51-88da-034185fb4dc3,2007-02-03,CARPETA/5d29241c,Tribunal,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",FIDEICOMISO FONDO NACIONAL DE HABITACIONES POPULARES,RABJ850112,E78,RABJ850112HDFMZM09,Jimena,Ramírez,Baeza,M,FEMENINO,Director de Area,EOCI,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,2006-10-03T11:29:04.525Z,MXN,Peso Mexicano,27284.0,,,,,comisionnacionaldeareasnaturalesprotegidas
0b7d069e-7291-4b31-b0c8-a16f02b79182,2006-11-09,ARCHIVO/d90d8853,Contraloría Interna,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS","Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",TRIBUNALES UNITARIOS AGRARIOS,NAAR870926,A54,NAAR870926HDFVRM04,Ramón,Navarrete,Adorno,M,FEMENINO,Analista,HSEX,COMETER O TOLERAR CONDUCTAS DE HOSTIGAMIENTO SEXUAL,COMETER O TOLERAR CONDUCTAS DE HOSTIGAMIENTO SEXUAL,2006-11-09T07:43:07.454Z,MXN,Peso Mexicano,23060.0,,,,,hospitalregionaldealtaespecialidaddeixtapaluca
82b98c30-f1cb-475b-8940-c266f00917ea,2007-00-27,EXP/29b41334,OIC,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO DE CAPACITACION Y PROFESIONALIZACION EN PROCURACION DE JUSTICIA FEDERAL,VEED750920,D92,VEED750920HAGGQR08,Dorotea,Vega,Esquibel,M,FEMENINO,Administrador,EOCI,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,2006-11-27T08:39:54.933Z,MXN,Peso Mexicano,26851.0,,,,,institutomexicanodelapropiedadindustrial
ff1a938a-6e27-4bfa-8cf6-f57538c50d8c,2006-07-03,EXPEDIENTE/a4a41ba5,Tribunal,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]",DESVÍO DE RECURSOS PÚBLICOS,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,SECRETARÍA EJECUTIVA DEL SISTEMA NACIONAL ANTICORRUPCIÓN,RIAS810016,B93,RIAS810016MDFVVL08,Soledad,Rivas,Alva,F,MASCULINO,Subdirector de Area,AG,ADMINISTRATIVA GRAVE,ADMINISTRATIVA GRAVE,2006-06-03T18:18:56.122Z,MXN,Peso Mexicano,26850.0,,,,,pemexpetroquimica
f48a9a31-4aaf-4b41-ac14-a499846f21b2,2006-11-14,EXPEDIENTE/5cfca881,OIC,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,SECRETARIA GENERAL DEL CONSEJO NACIONAL DE POBLACION,TÓSA780604,B75,TÓSA780604MDFRRL05,Amalia,Tórrez,Serrato,F,MASCULINO,Director General Paraestatal A,DSCT,DESACATO,DESACATO,2006-07-14T10:44:20.458Z,,,,8 años,2006-07-14T10:44:20.458Z,2014-06-14,,secretariademarina
b7e14afc-b951-465e-8ed9-4c5375343e6e,2006-09-18,EXPEDIENTE/e36e8bfb,Organo de Control Interno,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",DESVÍO DE RECURSOS PÚBLICOS,Sanción impuesta conforme a la ley,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,APPH730116,B90,APPH730116HDFDZR02,Hernán,Apodaca,Paz,M,FEMENINO,Director General Paraestatal C,AFN,ABUSO DE FUNCIONES,ABUSO DE FUNCIONES,2006-08-18T00:31:44.125Z,,,,,,,,serviciodeadministracionyenajenaciondebienes
f6bae326-19ea-4cbf-a68a-5c671c143698,2007-01-05,SANC/e3ca3dc3,Tribunal,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA",Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO NACIONAL PARA LA EDUCACION DE LOS ADULTOS,ALKE700221,E57,ALKE700221MSNCRM08,Esmeralda,Alicea,Karan,F,MASCULINO,Jefe de Departamento,VDH,VIOLACIÓN A LOS DERECHOS HUMANOS,DESALOJO FORZOSO DE PERSONAS DE SUS HOGARES,2006-10-05T19:52:31.356Z,MXN,Peso Mexicano,18105.0,,,,,institutonacionalparaelfederalismoyeldesarrollomunicipal
d47441ed-29c7-4f7e-9cf0-d626e44552b6,2006-09-17,CARPETA/2f5d6e60,OIC,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",ABUSO DE FUNCIONES,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO NACIONAL DE LA PESCA,DEYC890715,A16,DEYC890715HVZLNS08,César,Delagarza,Yunta,M,FEMENINO,Director de Area,UII,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,2006-06-17T00:26:51.385Z,,,,5 años,2006-06-17T00:26:51.385Z,2011-05-17,,colegionacionaldeeducacionprofesionaltecnica
45e0c800-f6e4-4b24-9216-4c34db55c72e,2007-02-16,SANC/4b10f6b3,OIC,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA",Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,"EL COLEGIO DE MEXICO, A.C.",TÓGN720501,B22,TÓGN720501MSNRVT09,Natalia,Tórrez,Guevara,F,MASCULINO,Director General Paraestatal B,CIND,CONTRATACIÓN INDEBIDA,CONTRATACIÓN INDEBIDA,2006-11-16T17:21:35.341Z,MXN,Peso Mexicano,14852.0,,,,,banconacionaldecreditoruralsnc
1190b0b7-fe8e-426b-8008-2a4f2ecfbd95,2006-10-25,EXPEDIENTE/dc46ba48,Tribunal,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",NEPOTISMO,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,CFE DISTRIBUCIÓN,JÁXD740123,D49,JÁXD740123MSNQNL05,Dolores,Jáquez,Xenia,F,MASCULINO,Jefe de Departamento,CIND,CONTRATACIÓN INDEBIDA,CONTRATACIÓN INDEBIDA,2006-09-25T11:27:43.484Z,,,,,,,,corporacionmexicanadeinvestigacionenmaterialessadecv
45bd29c5-e932-45b2-bb77-5a675fd15702,2007-02-07,ARCHIVO/9c156236,Organo de Control Interno,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",ENRIQUECIMIENTO OCULTO,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,SERVICIO DE ADMINISTRACION Y ENAJENACION DE BIENES,CAAM821126,E59,CAAM821126HPURSR06,Mariana,Carrasquillo,Agosto,M,FEMENINO,Titular de Unidad,AG,ADMINISTRATIVA GRAVE,ADMINISTRATIVA GRAVE,2006-10-07T04:06:24.319Z,,,,4 años,2006-10-07T04:06:24.319Z,2010-09-07,,institutodecapacitacionyprofesionalizacionenprocuraciondejusticiafederal
95f45f3f-9b7e-441d-b6eb-01be3b1b5526,2007-01-04,EXPEDIENTE/078d0d3d,Organo de Control Interno,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS","Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",NOTIMEX S.A. DE C.V.,CAAM791018,D16,CAAM791018HAGRTT02,Mateo,Carrion,Arteaga,M,FEMENINO,Gobernador/a del Estado,UII,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,2006-10-04T06:12:52.238Z,MXN,Peso Mexicano,29893.0,,,,,universidadpedagogicanacional
11bac728-e07f-4ee3-ab2a-88597009f5b8,2006-10-03,GCPD/43e8a3b1,Organo de Control Interno,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA",Sanción impuesta conforme a la ley,ADMINISTRACION PORTUARIA INTEGRAL DE DOS BOCAS S.A. DE C.V.,XEMY700215,C12,XEMY700215MAGNYR08,Yaretzi,Xenia,Mayorga,F,MASCULINO,Secretario/a de Estado A,AFN,ABUSO DE FUNCIONES,ABUSO DE FUNCIONES,2006-10-03T12:31:31.363Z,MXN,Peso Mexicano,11774.0,,,,,comisionfederaldetelecomunicaciones
bb1453ad-e661-4ca5-a18c-2a90bd63ead9,2006-08-26,ARCHIVO/260bffeb,Contraloría Interna,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",ENRIQUECIMIENTO OCULTO,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,COMISION FEDERAL DE ELECTRICIDAD,GIDJ860713,E94,GIDJ860713HPULLN08,Juan Carlos,Gil,Delvalle,M,FEMENINO,Administrador,AFN,ABUSO DE FUNCIONES,ABUSO DE FUNCIONES,2006-08-26T20:26:20.969Z,,,,6 años,2006-08-26T20:26:20.969Z,2012-07-26,,institutodeseguridadsocialparalasfuerzasarmadasmexicanas
aa4ec1a1-0f71-480c-ab78-30e078340fb2,2006-09-18,SANC/9da41869,Contraloría Interna,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",ENRIQUECIMIENTO OCULTO,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",ADMINISTRACION DEL PATRIMONIO DE LA BENEFICENCIA PUBLICA,LÓRE860323,D48,LÓRE860323MDFPDP05,Esperanza,López,Rodríguez,F,MASCULINO,Director General Paraestatal C,ABCI,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,2006-08-18T21:56:07.323Z,,,,,,,,institutonacionaldelasmujeres
9fdd3d35-cc27-4a51-9da9-909442712e97,2006-10-19,EXP/2d43b5d8,Contraloría Interna,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Sanción impuesta conforme a la ley,CFE GENERACIÓN V,IRLM770624,B50,IRLM770624MDFZVR08,Marta,Irizarry,Luevano,F,MASCULINO,Jefe de Departamento,UII,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,2006-06-19T19:17:11.145Z,MXN,Peso Mexicano,6582.0,,,,,companiamexicanadeexploracionessadecv
8c787690-146d-494c-bfe0-d8432664a113,2006-10-28,EXPEDIENTE/01a77a36,OIC,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]",UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,INSTITUTO PARA EL DESARROLLO TECNICO DE LAS HACIENDAS PUBLICAS,PIVM700604,D77,PIVM700604HDFZLN04,Manuela,Pizarro,Valle,M,FEMENINO,Secretario/a de Estado A,DCSP,DELITO COMETIDO POR SERVIDORES PUBLICOS,ROBO,2006-06-28T22:19:58.984Z,,,,,,,,companiamexicanadeexploracionessadecv
6f521ac6-45d6-4aca-88d9-1b404bd26de9,2006-10-09,CARPETA/503b489e,Tribunal,"[{'clave': 'O', 'valor': 'OTRO', 'descripcion': 'LEVANTAMIENTO DE ACTA ADMINISTRATIVA'}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Sanción impuesta conforme a la ley,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PUBLICA,SIAV840817,B13,SIAV840817MDFRCL07,Valentina,Sierra,Alcántar,F,MASCULINO,Titular de Unidad,ANG,ADMINISTRATIVA NO GRAVE,INCUMPLIMIENTO DE FUNCIONES,2006-08-09T19:35:59.885Z,,,,,,,,centronacionaldeprevenciondedesastres
8599075c-5fd4-4cc3-977c-1190878faf41,2006-11-31,EXP/0d58ec88,OIC,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]",CONFLICTO DE INTERÉS,Sanción impuesta conforme a la ley,TRANSPORTADORA DE SAL S.A. DE C.V.,KAJA800309,C23,KAJA800309HVZDMR02,Abraham,Kadar rodriguez,Jimínez,M,FEMENINO,Subdirector de Area,OTRO,OTRO,OTRO,2006-07-31T18:46:37.563Z,MXN,Peso Mexicano,25134.0,,,,,consejonacionalparaeldesarrolloylainclusiondelaspersonascondiscapacidad
6c4d4062-4f64-4d41-b7c0-9df23b1b264a,2006-09-17,EXPEDIENTE/4d7fa4de,Tribunal,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",CONTRATACIÓN INDEBIDA,Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,PAGV700308,B59,PAGV700308HDFCRR09,Verónica,Pacheco,Garibay,M,FEMENINO,Analista,EOCI,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,ENRIQUECIMIENTO OCULTO U OCULTAMIENTO DE CONFLICTO DE INTERÉS,2006-08-17T17:27:57.959Z,,,,10 años,2006-08-17T17:27:57.959Z,2016-07-17,,institutonacionaldeenfermedadesrespiratorias
336dd031-0839-48f5-a086-4e588e7394ee,2006-11-14,GCPD/432b0d24,Tribunal,"[{'clave': 'S', 'valor': 'SUSPENSION DE EMPLEO, CARGO O COMISION', 'descripcion': ''}]",ENRIQUECIMIENTO OCULTO,Sanción impuesta conforme a la ley,FONDO NACIONAL DE FOMENTO AL TURISMO,CAAR870425,B62,CAAR870425HSNLMD04,Rodrigo,Caldera,Almanza,M,FEMENINO,Subdirector de Area,CEX,COHECHO O EXTORSION,COHECHO O EXTORSION,2006-11-14T14:34:17.115Z,,,,7 años,2006-11-14T14:34:17.115Z,2013-10-14,,centrodeinvestigacionydeestudiosavanzadosdelinstitutopolitecniconacional
e1799b01-cbf9-4851-bf22-639796c4f3a2,2006-08-26,CARPETA/a74f5569,Organo de Control Interno,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]",ABUSO DE FUNCIONES,"Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",INSTITUTO DE INVESTIGACIONES ELECTRICAS,CAMT700922,C20,CAMT700922MPUMRD07,Teodoro,Camacho,Mora,F,MASCULINO,Analista,ANG,ADMINISTRATIVA NO GRAVE,INCUMPLIMIENTO DE FUNCIONES,2006-06-26T23:41:46.701Z,,,,1 años,2006-06-26T23:41:46.701Z,2007-05-26,,cfecorporativo
90a35165-0069-4b89-a97d-b7ab00736eeb,2006-10-23,EXP/9c5acdd9,Tribunal,"[{'clave': 'SE', 'valor': 'SANCIÓN ECONÓMICA', 'descripcion': ''}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA",Lorem Ipsum es simplemente el texto de relleno de las imprentas y archivos de texto,P.M.I. COMERCIO INTERNACIONAL S.A. DE C.V.,ACBM850110,A92,ACBM850110MDFSRR05,Marcela,Acosta,Berríos,F,MASCULINO,Director General Paraestatal B,ABCI,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,ACTUACIÓN BAJO CONFLICTO DE INTERÉS,2006-09-23T05:13:39.398Z,MXN,Peso Mexicano,17262.0,,,,,procuraduriafederaldeladefensadeltrabajo
8cc412eb-20a3-46a0-8544-bd288d12a458,2006-10-25,SANC/d1395154,Contraloría Interna,"[{'clave': 'IRSC', 'valor': 'INDEMNIZACIÓN RESARCITORIA', 'descripcion': ''}]",ABUSO DE FUNCIONES,Sanción impuesta conforme a la ley,INSTITUTO NACIONAL DE PERINATOLOGIA ISIDRO ESPINOSA DE LOS REYES,SAPF750209,B75,SAPF750209MAGMDL05,Florencia,Samaniego,Padilla,F,MASCULINO,Jefe de Departamento,NAD,NEGLIGENCIA ADMINISTRATIVA,NEGLIGENCIA ADMINISTRATIVA,2006-06-25T09:37:13.645Z,MXN,Peso Mexicano,21301.0,,,,,administracionportuariaintegraldetampicosadecv
d7194109-081c-4442-8eef-0da6066d4109,2006-10-08,EXPEDIENTE/46c26201,Organo de Control Interno,"[{'clave': 'I', 'valor': 'INHABILITADO', 'descripcion': ''}]","COHECHO, ACEPTO BENEFICIO NO COMPRENDIDO EN SU REMUNERACIÓN COMO PERSONA SERVIDORA PÚBLICA","Al contrario del pensamiento popular, el texto de Lorem Ipsum no es simplemente texto aleatorio. Tiene sus raices en una pieza cl´sica de la literatura del Latin, que data del año 45 antes de Cristo",FINANCIERA RURAL,PATJ860323,E95,PATJ860323HDFRLQ06,Joaquín,Paredes,Toledo,M,FEMENINO,Administrador,DCSP,DELITO COMETIDO POR SERVIDORES PUBLICOS,ROBO,2006-07-08T09:05:27.023Z,,,,4 años,2006-07-08T09:05:27.023Z,2010-06-08,,administracionportuariaintegraldetuxpansadecv
acff2acd-7518-4f71-8a68-4e8ca22e0db8,2007-01-04,CARPETA/c902a86a,Tribunal,"[{'clave': 'M', 'valor': 'MULTADO', 'descripcion': ''}]","PECULADO, AUTORIZO ACTOS PARA EL USO O APROPIACIÓN PARA SÍ DE RECURSOS PÚBLICOS SIN FUNDAMENTOS JURÍDICOS",Sanción impuesta conforme a la ley,AGENCIA NACIONAL DE SEGURIDAD INDUSTRIAL Y DE PROTECCIÓN AL MEDIO AMBIENTE DEL SECTOR HIDROCARBUROS,VESU860324,C24,VESU860324HDFGNL05,Uriel,Vega,Sáenz,M,FEMENINO,Titular de Unidad,NAD,NEGLIGENCIA ADMINISTRATIVA,NEGLIGENCIA ADMINISTRATIVA,2006-10-04T18:46:20.133Z,MXN,Peso Mexicano,5618.0,,,,,administracionportuariaintegraldelazarocardenassadecv
