tipoOperacion,nombreEmpresaSociedadAsociacion,rfc,area,puesto,fechaIngreso,fechaEgreso,ubicacion,ambitoSector.clave,ambitoSector.valor,sector.clave,sector.valor,curp,nivelOrdenGobierno,ambitoPublico,nombreEntePublico,areaAdscripcion,empleoCargoComision,funcionPrincipal,experiencia
SIN_CAMBIOS,Grupo Financiero HSBC,GRUP721017CX2,Logística,Agente de ventas,2007-09-02T05:16:46.683Z,2010-10-09T22:06:36.328Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KAFE790827HVZMLS02,,,,,,,1133
SIN_CAMBIOS,Grupo Sanborns,GRUP701113CX2,Recursos Humanos,Auxiliar,2011-01-02T10:42:59.408Z,2014-08-10T02:33:41.570Z,MX,PRV,PRIVADO,OTRO,Comercio departamental,KAFE790827HVZMLS02,,,,,,,1315
SIN_CAMBIOS,,,,,2001-12-10T22:18:13.867Z,2006-09-22T06:16:35.835Z,MX,PUB,Público,,,KAFH750617MDFRRR04,ESTATAL,ORGANO_AUTONOMO,PETROLEOS MEXICANOS,Unidad de Concesiones y Servicios,Director General Paraestatal A,Dirigir,1746
SIN_CAMBIOS,Iberdrola México,IBER811117AC1,Comercial,Administrador central,2007-08-15T17:04:22.781Z,2010-06-09T09:17:08.072Z,MX,PRV,PRIVADO,OTRO,Electricidad,KAFH750617MDFRRR04,,,,,,,1028
SIN_CAMBIOS,Grupo Elektra,GRUP731112AC1,Ventas,Asesor,2011-02-16T12:05:47.559Z,2014-08-31T15:52:54.352Z,MX,PRV,PRIVADO,OTRO,Holding,KAFH750617MDFRRR04,,,,,,,1292
SIN_CAMBIOS,P&G México,P&G 791012AC1,Operativa,Repartidor,2002-06-04T05:26:21.126Z,2006-10-07T14:18:47.344Z,MX,PRV,PRIVADO,OTRO,Productos de consumo,KAFM790102MVZRNR08,,,,,,,1586
SIN_CAMBIOS,Jabil Circuit de México,JABI811118AB2,Recursos Humanos,Auxiliar,2007-09-11T08:00:26.496Z,2010-07-07T14:21:02.437Z,MX,PRV,PRIVADO,OTRO,Electrónica,KAFM790102MVZRNR08,,,,,,,1030
SIN_CAMBIOS,Grupo Televisa,GRUP891114CC3,Logística,Auxiliar,2011-02-09T00:48:23.066Z,2014-08-18T11:35:48.820Z,MX,PRV,PRIVADO,OTRO,Telecomunicaciones,KAFM790102MVZRNR08,,,,,,,1286
SIN_CAMBIOS,Altos Hornos de México,ALTO741016CX2,Ventas,Administrador,2002-04-24T05:05:26.331Z,2006-08-31T10:21:37.132Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,KAGB700711HSNPRN08,,,,,,,1590
SIN_CAMBIOS,SuKarne,SUKA781114CC3,Dirección,Administrador central,2007-08-10T18:25:04.622Z,2010-03-09T16:50:05.379Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAGB700711HSNPRN08,,,,,,,941
SIN_CAMBIOS,P&G México,P&G 781023CC3,Comercial,Administrador de proyectos,2011-04-25T22:36:02.848Z,2014-11-30T14:57:37.154Z,MX,PRV,PRIVADO,OTRO,Productos de consumo,KAGB700711HSNPRN08,,,,,,,1314
SIN_CAMBIOS,Americas Mining Corporation,AMER761011AC1,Comercial,Atención a clientes,2001-04-10T07:41:30.524Z,2006-07-27T23:48:07.217Z,MX,PRV,PRIVADO,OTRO,Minería,KAGB721124MVZNJR01,,,,,,,1934
SIN_CAMBIOS,Grupo Financiero Scotiabank Inverlat,GRUP721119CX2,Operativa,Atención a clientes,2007-11-13T23:45:16.230Z,2010-10-22T15:07:36.331Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KAGB721124MVZNJR01,,,,,,,1073
SIN_CAMBIOS,Grupo Financiero Citibanamex,GRUP801024CC3,Financiera,Atención a clientes,2011-01-30T14:05:44.032Z,2014-09-14T20:48:40.261Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KAGB721124MVZNJR01,,,,,,,1323
SIN_CAMBIOS,AT&T México,AT&T781024CC3,Recursos Humanos,Agente de ventas,2001-05-26T08:45:31.854Z,2006-09-16T11:26:01.258Z,MX,PRV,PRIVADO,OTRO,Telecomunicaciones,KAGB740303MSNNZR04,,,,,,,1939
SIN_CAMBIOS,Grupo Salinas,GRUP701123AB2,Comercial,Agente de ventas,2007-06-16T01:54:30.620Z,2010-06-10T04:25:03.616Z,MX,PRV,PRIVADO,OTRO,Holding,KAGB740303MSNNZR04,,,,,,,1090
SIN_CAMBIOS,FEMSA,FEMS771012CX2,Comercial,Capturista de datos,2011-11-06T10:43:39.282Z,2014-11-01T03:21:27.774Z,MX,PRV,PRIVADO,OTRO,Holding,KAGB740303MSNNZR04,,,,,,,1090
SIN_CAMBIOS,Honda de México,HOND831117CC3,Comercial,Administrador,2001-07-21T19:07:00.924Z,2006-10-01T23:21:19.350Z,MX,PRV,PRIVADO,OTRO,Armadora,KAGF830323HVZNRT06,,,,,,,1898
SIN_CAMBIOS,The Home Depot México,THE 831026CC3,Gerencia,Gerente,2007-10-10T23:55:57.678Z,2010-08-15T03:36:49.291Z,MX,PRV,PRIVADO,OTRO,Comercio especializado,KAGF830323HVZNRT06,,,,,,,1039
SIN_CAMBIOS,Mabe,MABE701019CC3,Financiera,Gerente Regional,2011-05-18T03:50:26.333Z,2014-08-05T11:23:27.167Z,MX,PRV,PRIVADO,OTRO,Electrónica de consumo,KAGF830323HVZNRT06,,,,,,,1175
SIN_CAMBIOS,Mexichem,MEXI751115CC3,Comercial,Administrador,2001-09-19T12:30:55.286Z,2006-06-06T17:57:26.061Z,MX,PRV,PRIVADO,OTRO,Química y petroquímica,KAGL860424HPUNRN06,,,,,,,1721
SIN_CAMBIOS,Grupo Coppel,GRUP831025CX2,Financiera,Gerente,2007-09-17T20:58:32.202Z,2010-04-08T03:15:17.809Z,MX,PRV,PRIVADO,OTRO,Comercio departamental,KAGL860424HPUNRN06,,,,,,,933
SIN_CAMBIOS,Iberdrola México,IBER801116AB2,Ventas,Gerente,2011-11-12T08:57:45.791Z,2014-09-21T22:10:46.319Z,MX,PRV,PRIVADO,OTRO,Electricidad,KAGL860424HPUNRN06,,,,,,,1044
SIN_CAMBIOS,,,,,2002-08-25T23:16:56.314Z,2006-08-05T09:12:55.813Z,MX,PUB,Público,,,KAGN720014HVZRRM03,ESTATAL,EJECUTIVO,CFE GENERACIÓN V,Unidad de Concesiones y Servicios,Director General Adjunto,Administrar,1440
SIN_CAMBIOS,Honda de México,HOND881120AC1,Financiera,Gerente Regional,2007-07-19T07:53:28.923Z,2010-05-17T22:32:17.078Z,MX,PRV,PRIVADO,OTRO,Armadora,KAGN720014HVZRRM03,,,,,,,1033
SIN_CAMBIOS,Cuauhtémoc Moctezuma,CUAU831115AC1,Ventas,Asesor,2011-01-19T03:51:28.955Z,2014-11-11T03:24:21.596Z,MX,PRV,PRIVADO,OTRO,Bebidas y cervezas,KAGN720014HVZRRM03,,,,,,,1391
SIN_CAMBIOS,Jabil Circuit de México,JABI881118AC1,Ventas,Administrador,2001-11-20T07:42:14.873Z,2006-11-01T01:15:22.082Z,MX,PRV,PRIVADO,OTRO,Electrónica,KAGS800021HPURMN04,,,,,,,1806
SIN_CAMBIOS,FCA México,FCA 821012CC3,Ventas,Director de área,2007-07-07T09:31:39.943Z,2010-11-05T20:28:39.004Z,MX,PRV,PRIVADO,OTRO,Armadora,KAGS800021HPURMN04,,,,,,,1217
SIN_CAMBIOS,Grupo Carso,GRUP701016AC1,Dirección,Gerente Regional,2011-11-05T21:46:38.052Z,2014-08-28T20:18:31.294Z,MX,PRV,PRIVADO,OTRO,Holding,KAGS800021HPURMN04,,,,,,,1026
SIN_CAMBIOS,Industrias Peñoles,INDU811121CC3,Financiera,Gerente Regional,2000-07-18T07:42:16.538Z,2006-08-28T16:38:36.458Z,MX,PRV,PRIVADO,OTRO,Minería,KAHJ820501HAGNNS08,,,,,,,2232
SIN_CAMBIOS,GNP,GNP861111AB2,Ventas,Director de área,2007-10-05T14:27:23.798Z,2010-05-21T07:54:42.363Z,MX,PRV,PRIVADO,OTRO,Seguros y fianzas,KAHJ820501HAGNNS08,,,,,,,958
SIN_CAMBIOS,Mabe,MABE821014CX2,Ventas,Gerente,2011-03-28T00:45:29.777Z,2014-11-06T02:43:58.401Z,MX,PRV,PRIVADO,OTRO,Electrónica de consumo,KAHJ820501HAGNNS08,,,,,,,1319
SIN_CAMBIOS, Nissan Mexicana, NIS701118CC3,Recursos Humanos,Repartidor,2001-10-17T00:31:49.114Z,2006-07-20T07:23:51.719Z,MX,PRV,PRIVADO,OTRO,Armadora,KAIA810116MVZRLL06,,,,,,,1737
SIN_CAMBIOS,PepsiCo Alimentos México,PEPS801012CC3,Recursos Humanos,Repartidor,2007-08-20T22:01:13.938Z,2010-08-13T04:17:11.341Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAIA810116MVZRLL06,,,,,,,1088
SIN_CAMBIOS,FEMSA División Salud,FEMS751025CX2,Operativa,Agente de ventas,2011-09-15T05:39:07.016Z,2014-10-24T02:21:25.575Z,MX,PRV,PRIVADO,OTRO,Comercio de medicamentos,KAIA810116MVZRLL06,,,,,,,1134
SIN_CAMBIOS,,,,,2000-06-14T20:28:45.563Z,2006-07-31T18:46:37.563Z,MX,PUB,Público,,,KAJA800309HVZDMR02,MUNICIPAL_ALCALDIA,LEGISLATIVO,TRANSPORTADORA DE SAL S.A. DE C.V.,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,2237
SIN_CAMBIOS,Walmart de México,WALM891025CX2,Financiera,Atención a clientes,2007-10-27T03:18:07.285Z,2010-03-03T04:07:08.329Z,MX,PRV,PRIVADO,OTRO,Comercio autoservicio,KAJA800309HVZDMR02,,,,,,,858
SIN_CAMBIOS,FEMSA División Salud,FEMS781010AC1,Comercial,Repartidor,2011-08-26T15:07:59.859Z,2014-10-29T16:05:08.356Z,MX,PRV,PRIVADO,OTRO,Comercio de medicamentos,KAJA800309HVZDMR02,,,,,,,1160
SIN_CAMBIOS,FCA México,FCA 771015AB2,Financiera,Atención a clientes,2000-02-21T23:29:54.995Z,2006-06-19T12:25:16.872Z,MX,PRV,PRIVADO,OTRO,Armadora,KAKD830313MAGRDR09,,,,,,,2309
SIN_CAMBIOS,Iberdrola México,IBER771121CX2,Recursos Humanos,Agente de ventas,2007-07-09T04:22:47.653Z,2010-08-11T18:58:18.997Z,MX,PRV,PRIVADO,OTRO,Electricidad,KAKD830313MAGRDR09,,,,,,,1129
SIN_CAMBIOS,Flextronics Manufacturing México,FLEX711118CX2,Ventas,Agente de ventas,2011-04-28T16:18:50.353Z,2014-10-01T08:26:43.268Z,MX,PRV,PRIVADO,OTRO,Electrónica,KAKD830313MAGRDR09,,,,,,,1251
SIN_CAMBIOS,,,,,2001-09-29T06:29:21.722Z,2006-09-26T01:03:59.153Z,MX,PUB,Público,,,KAKE760803MPURNM04,ESTATAL,JUDICIAL,COMISION DE OPERACION Y FOMENTO DE ACTIVIDADES ACADEMICAS DEL INSTITUTO POLITECNICO NACIONAL,Unidad de Concesiones y Servicios,Director de Area,Dirigir,1822
SIN_CAMBIOS,Alsea,ALSE721121CX2,Financiera,Director de área,2007-06-21T10:05:13.679Z,2010-08-08T13:17:11.625Z,MX,PRV,PRIVADO,OTRO,Restaurantes,KAKE760803MPURNM04,,,,,,,1144
SIN_CAMBIOS,Iberdrola México,IBER751012CC3,Financiera,Director de área,2011-04-23T20:17:28.284Z,2014-09-17T20:39:37.405Z,MX,PRV,PRIVADO,OTRO,Electricidad,KAKE760803MPURNM04,,,,,,,1243
SIN_CAMBIOS,,,,,2000-03-16T02:30:32.654Z,2006-10-08T08:24:55.286Z,MX,PUB,Público,,,KALC770703MDFRNL02,ESTATAL,ORGANO_AUTONOMO,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DE LA PENINSULA DE YUCATAN,Unidad de Concesiones y Servicios,Director General Adjunto,Dirigir,2397
SIN_CAMBIOS,América Móvil,AMÉR781013CX2,Gerencia,Administrador central,2007-10-11T01:57:21.434Z,2010-03-24T08:58:13.823Z,MX,PRV,PRIVADO,OTRO,Telecomunicaciones,KALC770703MDFRNL02,,,,,,,895
SIN_CAMBIOS,Alpek,ALPE801024CC3,Comercial,Administrador,2011-08-24T12:56:11.253Z,2014-08-20T21:06:43.965Z,MX,PRV,PRIVADO,OTRO,Química y petroquímica,KALC770703MDFRNL02,,,,,,,1092
SIN_CAMBIOS,Lear Corporation México,LEAR841027AB2,Gerencia,Administrador,2002-11-02T06:41:29.457Z,2006-06-26T00:07:09.893Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,KALD700501HDFNYL05,,,,,,,1331
SIN_CAMBIOS,Aeropuertos y Servicios Auxiliares,AERO821010CC3,Dirección,Administrador,2007-06-10T13:01:34.151Z,2010-06-29T19:53:54.566Z,MX,PRV,PRIVADO,OTRO,Servicios aeroportuarios,KALD700501HDFNYL05,,,,,,,1115
SIN_CAMBIOS,Grupo Sanborns,GRUP751020CC3,Financiera,Gerente Regional,2011-02-06T17:16:40.956Z,2014-11-13T12:09:41.109Z,MX,PRV,PRIVADO,OTRO,Comercio departamental,KALD700501HDFNYL05,,,,,,,1375
SIN_CAMBIOS,Grupo Desc,GRUP731116AB2,Ventas,Gerente Regional,2000-04-29T05:36:11.378Z,2006-09-09T17:59:52.619Z,MX,PRV,PRIVADO,OTRO,Holding,KAMA840107MDFNNF05,,,,,,,2324
SIN_CAMBIOS,Grupo Comercial Chedraui,GRUP861110CC3,Asesor,Gerente,2007-08-31T21:47:41.227Z,2010-08-31T21:09:24.178Z,MX,PRV,PRIVADO,OTRO,Comercio autoservicio,KAMA840107MDFNNF05,,,,,,,1095
SIN_CAMBIOS,Gruma,GRUM851012AB2,Ventas,Administrador central,2011-03-27T02:42:22.279Z,2014-09-13T04:30:34.617Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAMA840107MDFNNF05,,,,,,,1266
SIN_CAMBIOS,,,,,2002-02-12T18:24:39.186Z,2006-06-17T09:47:01.369Z,MX,PUB,Público,,,KAMA891019HPUNRN03,MUNICIPAL_ALCALDIA,LEGISLATIVO,PEMEX-REFINACION,Unidad de Concesiones y Servicios,Subdirector de Area,Seguimiento,1585
SIN_CAMBIOS,Industrias Bachoco,INDU841119CX2,Ventas,Atención a clientes,2007-10-04T04:19:57.861Z,2010-11-20T07:57:35.057Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAMA891019HPUNRN03,,,,,,,1143
SIN_CAMBIOS,Grupo México División Transportes,GRUP761017CC3,Comercial,Capturista de datos,2011-01-22T18:38:55.961Z,2014-08-28T02:07:31.817Z,MX,PRV,PRIVADO,OTRO,Logística y transporte,KAMA891019HPUNRN03,,,,,,,1313
SIN_CAMBIOS,FEMSA División Salud,FEMS791116AC1,Ventas,Atención a clientes,2000-12-20T19:39:23.260Z,2006-09-22T23:59:50.715Z,MX,PRV,PRIVADO,OTRO,Comercio de medicamentos,KAMC750206MAGNRT05,,,,,,,2102
SIN_CAMBIOS,Valeo México,VALE871024CC3,Logística,Capturista de datos,2007-11-23T17:20:00.799Z,2010-02-03T15:38:02.646Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,KAMC750206MAGNRT05,,,,,,,802
SIN_CAMBIOS,Samsung México,SAMS781127AB2,Comercial,Repartidor,2011-11-20T08:17:52.144Z,2014-09-09T02:52:45.150Z,MX,PRV,PRIVADO,OTRO,Electrónica de consumo,KAMC750206MAGNRT05,,,,,,,1023
SIN_CAMBIOS,Americas Mining Corporation,AMER741014AB2,Financiera,Administrador central,2001-11-30T11:30:56.575Z,2006-11-15T20:26:26.065Z,MX,PRV,PRIVADO,OTRO,Minería,KAMF840317HPUDLR03,,,,,,,1811
SIN_CAMBIOS,Lear Corporation México,LEAR811122CX2,Dirección,Asesor,2007-07-07T04:13:24.365Z,2010-02-23T12:56:44.398Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,KAMF840317HPUDLR03,,,,,,,962
SIN_CAMBIOS,Grupo Empresarial Ángeles,GRUP711120AB2,Dirección,Administrador central,2011-07-15T22:20:52.995Z,2014-09-04T11:02:38.947Z,MX,PRV,PRIVADO,OTRO,Holding,KAMF840317HPUDLR03,,,,,,,1146
SIN_CAMBIOS,Grupo Financiero Santander México,GRUP781127AB2,Dirección,Analista,2002-06-11T10:22:59.816Z,2006-11-07T17:46:31.691Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KAMG790414HAGNDN04,,,,,,,1610
SIN_CAMBIOS,Grupo Xignux,GRUP871019CC3,Ventas,Director de área,2007-06-04T10:00:38.633Z,2010-11-21T09:30:56.329Z,MX,PRV,PRIVADO,OTRO,Holding,KAMG790414HAGNDN04,,,,,,,1265
SIN_CAMBIOS,Alfa,ALFA751027AC1,Financiera,Gerente Regional,2011-09-04T20:00:02.266Z,2014-09-17T23:51:39.622Z,MX,PRV,PRIVADO,OTRO,Holding,KAMG790414HAGNDN04,,,,,,,1109
SIN_CAMBIOS, Nissan Mexicana, NIS881125CX2,Comercial,Director de área,2002-06-16T02:44:08.943Z,2006-07-26T06:47:00.453Z,MX,PRV,PRIVADO,OTRO,Armadora,KAMG860727HSNNZB06,,,,,,,1501
SIN_CAMBIOS,General Motors de México,GENE821024CX2,Ventas,Administrador central,2007-08-13T06:51:03.289Z,2010-08-02T07:34:38.273Z,MX,PRV,PRIVADO,OTRO,Armadora,KAMG860727HSNNZB06,,,,,,,1085
SIN_CAMBIOS,FCA México,FCA 841026CC3,Comercial,Director de área,2011-04-16T16:11:20.474Z,2014-10-28T12:12:32.959Z,MX,PRV,PRIVADO,OTRO,Armadora,KAMG860727HSNNZB06,,,,,,,1290
SIN_CAMBIOS,DeAcero,DEAC831027AB2,Ventas,Gerente,2002-07-23T14:34:42.823Z,2006-10-05T17:23:37.744Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,KAMI810622MPURTN03,,,,,,,1535
SIN_CAMBIOS,Grupo Villacero,GRUP701014AB2,Comercial,Gerente,2007-08-27T17:09:34.531Z,2010-10-21T05:40:14.782Z,MX,PRV,PRIVADO,OTRO,Siderurgia y metalurgia,KAMI810622MPURTN03,,,,,,,1150
SIN_CAMBIOS,Nemak,NEMA831010CX2,Financiera,Administrador central,2011-04-28T21:23:48.149Z,2014-11-20T14:33:33.861Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,KAMI810622MPURTN03,,,,,,,1301
SIN_CAMBIOS,,,,,2001-07-30T04:59:16.206Z,2006-11-11T08:21:20.575Z,MX,PUB,Público,,,KAML870810HVZMNS07,ESTATAL,ORGANO_AUTONOMO,INSTITUTO MEXICANO DEL TRANSPORTE,Unidad de Concesiones y Servicios,Director de Area,Administracion de proyectos,1930
SIN_CAMBIOS,Grupo Bimbo,GRUP711110AC1,Financiera,Administrador,2007-09-05T01:02:35.622Z,2010-05-06T08:29:01.283Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAML870810HVZMNS07,,,,,,,974
SIN_CAMBIOS,Grupo Financiero Scotiabank Inverlat,GRUP731011AB2,Financiera,analista,2011-05-27T06:00:21.191Z,2014-08-30T05:13:23.790Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KAML870810HVZMNS07,,,,,,,1190
SIN_CAMBIOS,Grupo Financiero Scotiabank Inverlat,GRUP761117CX2,Comercial,Director de área,2001-07-25T03:02:41.088Z,2006-07-08T00:19:30.584Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KAMM860406MSNNNC06,,,,,,,1808
SIN_CAMBIOS,Organización Soriana,ORGA831010CC3,Asesor,Administrador central,2007-11-16T04:17:14.438Z,2010-09-14T04:34:32.043Z,MX,PRV,PRIVADO,OTRO,Comercio autoservicio,KAMM860406MSNNNC06,,,,,,,1033
SIN_CAMBIOS,FCA México,FCA 851111CC3,Financiera,Director de área,2011-09-01T10:35:28.023Z,2014-10-05T13:08:38.712Z,MX,PRV,PRIVADO,OTRO,Armadora,KAMM860406MSNNNC06,,,,,,,1130
SIN_CAMBIOS,,,,,2002-03-26T05:11:27.990Z,2006-06-19T22:26:17.272Z,MX,PUB,Público,,,KAMR730601MVZRNS04,MUNICIPAL_ALCALDIA,LEGISLATIVO,ADMINISTRACION PORTUARIA INTEGRAL DE LAZARO CARDENAS S.A. DE C.V.,Unidad de Concesiones y Servicios,Subadministrador,Administracion de proyectos,1546
SIN_CAMBIOS,Grupo Aeroméxico,GRUP801116AB2,Comercial,Administrador de proyectos,2007-07-25T12:05:21.086Z,2010-05-08T11:45:57.188Z,MX,PRV,PRIVADO,OTRO,Aerolíneas,KAMR730601MVZRNS04,,,,,,,1017
SIN_CAMBIOS,Grupo Salinas,GRUP771115AC1,Comercial,Gerente,2011-10-11T00:39:51.141Z,2014-08-02T02:09:16.930Z,MX,PRV,PRIVADO,OTRO,Holding,KAMR730601MVZRNS04,,,,,,,1026
SIN_CAMBIOS,,,,,2002-08-21T16:33:04.784Z,2006-10-07T14:52:55.908Z,MX,PUB,Público,,,KANG740317MDFRVN06,ESTATAL,LEGISLATIVO,PROCURADURIA DE LA DEFENSA DEL CONTRIBUYENTE,Unidad de Concesiones y Servicios,Director General Paraestatal B,Administrar,1507
SIN_CAMBIOS,Ford de México,FORD771123CX2,Comercial,Asesor,2007-11-13T23:05:06.709Z,2010-05-10T01:57:06.872Z,MX,PRV,PRIVADO,OTRO,Armadora,KANG740317MDFRVN06,,,,,,,908
SIN_CAMBIOS,Honda de México,HOND821115CC3,Dirección,Administrador,2011-05-20T01:38:21.243Z,2014-09-29T03:56:49.741Z,MX,PRV,PRIVADO,OTRO,Armadora,KANG740317MDFRVN06,,,,,,,1228
SIN_CAMBIOS,,,,,2002-11-23T07:01:43.115Z,2006-11-26T03:03:29.034Z,MX,PUB,Público,,,KANJ801109MAGPZN06,MUNICIPAL_ALCALDIA,JUDICIAL,FONDO NACIONAL PARA EL FOMENTO DE LAS ARTESANIAS,Unidad de Concesiones y Servicios,Subadministrador,Seguimiento,1463
SIN_CAMBIOS,Grupo Financiero Santander México,GRUP831116CC3,Ventas,Director de área,2007-07-25T04:27:24.641Z,2010-11-20T12:33:32.076Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KANJ801109MAGPZN06,,,,,,,1214
SIN_CAMBIOS,Grupo Financiero BBVA Bancomer,GRUP721022AB2,Gerencia,Gerente Regional,2011-05-30T07:33:18.681Z,2014-08-10T10:29:59.018Z,MX,PRV,PRIVADO,OTRO,Servicios financieros,KANJ801109MAGPZN06,,,,,,,1168
SIN_CAMBIOS,,,,,2001-01-12T07:22:22.787Z,2006-08-26T02:02:00.681Z,MX,PUB,Público,,,KANM841009HSNNJR05,MUNICIPAL_ALCALDIA,JUDICIAL,FONDO DE GARANTIA Y FOMENTO PARA LAS ACTIVIDADES PESQUERAS,Unidad de Concesiones y Servicios,Administrador,Coordinar,2051
SIN_CAMBIOS,Grupo Desc,GRUP821117CC3,Financiera,Administrador central,2007-07-12T00:21:42.194Z,2010-07-20T10:02:46.329Z,MX,PRV,PRIVADO,OTRO,Holding,KANM841009HSNNJR05,,,,,,,1104
SIN_CAMBIOS,Alfa,ALFA831114CC3,Gerencia,Administrador de proyectos,2011-06-20T04:10:44.403Z,2014-10-07T02:16:54.256Z,MX,PRV,PRIVADO,OTRO,Holding,KANM841009HSNNJR05,,,,,,,1204
SIN_CAMBIOS,,,,,2001-07-13T18:12:14.402Z,2006-10-31T20:28:40.215Z,MX,PUB,Público,,,KAOC830227HPUNVR04,MUNICIPAL_ALCALDIA,JUDICIAL,XE-IPN CANAL 11,Unidad de Concesiones y Servicios,Analista,Auxiliar,1936
SIN_CAMBIOS,Grupo Techint en México,GRUP811122CX2,Comercial,Atención a clientes,2007-07-28T10:00:45.195Z,2010-06-05T17:09:57.706Z,MX,PRV,PRIVADO,OTRO,Holding,KAOC830227HPUNVR04,,,,,,,1043
SIN_CAMBIOS,Grupo Techint en México,GRUP801013AC1,Ventas,Capturista de datos,2011-11-25T14:33:48.121Z,2014-11-25T16:33:20.218Z,MX,PRV,PRIVADO,OTRO,Holding,KAOC830227HPUNVR04,,,,,,,1096
SIN_CAMBIOS,Walmart de México,WALM881119CX2,Financiera,Repartidor,2001-07-05T04:29:59.031Z,2006-10-06T15:48:53.631Z,MX,PRV,PRIVADO,OTRO,Comercio autoservicio,KAOI800503HDFRMN06,,,,,,,1919
SIN_CAMBIOS,Coca-Cola FEMSA,COCA771010CX2,Recursos Humanos,Capturista de datos,2007-08-05T23:45:46.336Z,2010-10-03T15:48:12.666Z,MX,PRV,PRIVADO,OTRO,Bebidas y cervezas,KAOI800503HDFRMN06,,,,,,,1154
SIN_CAMBIOS,FEMSA,FEMS811112CX2,Financiera,Agente de ventas,2011-09-29T20:00:48.013Z,2014-08-06T08:20:45.746Z,MX,PRV,PRIVADO,OTRO,Holding,KAOI800503HDFRMN06,,,,,,,1041
SIN_CAMBIOS,,,,,2002-08-16T21:29:36.434Z,2006-09-27T05:50:23.109Z,MX,PUB,Público,,,KAOJ841020MVZRVS09,MUNICIPAL_ALCALDIA,JUDICIAL,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA B.C.,Unidad de Concesiones y Servicios,Jefe de Departamento,Seguimiento,1502
SIN_CAMBIOS,Ford de México,FORD831127CX2,Logística,Auxiliar,2007-06-12T01:17:13.072Z,2010-10-04T12:17:32.529Z,MX,PRV,PRIVADO,OTRO,Armadora,KAOJ841020MVZRVS09,,,,,,,1210
SIN_CAMBIOS,Cemex,CEME831122AC1,Comercial,Auxiliar,2011-11-07T08:41:25.307Z,2014-11-16T11:35:43.235Z,MX,PRV,PRIVADO,OTRO,Cemento y materiales,KAOJ841020MVZRVS09,,,,,,,1105
SIN_CAMBIOS,Grupo Lala,GRUP711016CC3,Gerencia,Administrador,2001-04-11T02:33:37.800Z,2006-11-03T14:49:09.681Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAPA790617MAGRGT09,,,,,,,2032
SIN_CAMBIOS,Grupo Modelo,GRUP841019CC3,Gerencia,Director de área,2007-07-23T18:30:23.824Z,2010-01-25T13:48:36.858Z,MX,PRV,PRIVADO,OTRO,Bebidas y cervezas,KAPA790617MAGRGT09,,,,,,,916
SIN_CAMBIOS,Jabil Circuit de México,JABI771018AB2,Ventas,Administrador,2011-03-30T16:40:35.928Z,2014-08-22T05:07:49.799Z,MX,PRV,PRIVADO,OTRO,Electrónica,KAPA790617MAGRGT09,,,,,,,1240
SIN_CAMBIOS,FEMSA,FEMS811119AC1,Gerencia,Administrador,2000-02-25T14:28:23.462Z,2006-07-04T00:23:50.466Z,MX,PRV,PRIVADO,OTRO,Holding,KAPA890708HSNNGD09,,,,,,,2320
SIN_CAMBIOS,Lear Corporation México,LEAR791023CX2,Financiera,Analista,2007-07-24T02:43:20.738Z,2010-09-07T19:42:49.635Z,MX,PRV,PRIVADO,OTRO,Automotriz y autopartes,KAPA890708HSNNGD09,,,,,,,1141
SIN_CAMBIOS,Fresnillo PLC,FRES701120CC3,Dirección,Administrador de proyectos,2011-04-27T18:23:10.617Z,2014-08-30T02:40:24.851Z,MX,PRV,PRIVADO,OTRO,Minería,KAPA890708HSNNGD09,,,,,,,1220
SIN_CAMBIOS,Grupo Bimbo,GRUP891022AB2,Recursos Humanos,Repartidor,2000-10-05T04:59:34.809Z,2006-11-08T04:10:05.338Z,MX,PRV,PRIVADO,OTRO,Alimentos,KAPB750314HSNRLT07,,,,,,,2224
SIN_CAMBIOS,P&G México,P&G 791018CX2,Financiera,Atención a clientes,2007-08-01T17:53:23.386Z,2010-07-06T07:05:24.337Z,MX,PRV,PRIVADO,OTRO,Productos de consumo,KAPB750314HSNRLT07,,,,,,,1069
