tipoOperacion,titular,numeroCuentaContrato,porcentajeIncrementoDecremento,tipoInversion.clave,tipoInversion.valor,subTipoInversion.clave,subTipoInversion.valor,localizacionInversion.pais,localizacionInversion.institucionRazonSocial,localizacionInversion.rfc,saldoFechaConclusion.valor,saldoFechaConclusion.moneda,curp_funcionario,subTipoInversion.tipoInversion
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",88993556,-15%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Fuentes e Hijos,2091be99-6b37-44b2-b314-cd273598a500,230239.0,MXN,GUCB810519MAGRBN09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",13066988,-16%,BANC,BANCARIA,SEGV,SEGURO DE VIDA,MX,"Enríquez, Benavides and Barreto",2fe38d0c-6389-4ae4-a9b2-733bf7bc06f8,247354.0,MXN,GUCB810519MAGRBN09,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",24040627,-19%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Tovar - Casillas,16aedbe0-a748-4b0d-a86b-d869eeefbe65,10135.0,MXN,GUCC720424HDFTPR07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",08083678,-9%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Loya Hermanos,fe09206d-1805-46e0-8e1b-37a6bacd5af2,59200230.0,MXN,GUCJ870217MPUTRS02,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",52982352,-10%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CENT,CENTENARIOS,MX,Santillán - Casanova,32712256-5b6b-48eb-a890-7709d90a1214,16929492.0,MXN,GUCJ870217MPUTRS02,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",16772962,4%,VBUR,VALORES BURSÁTILES,CAHO,CUENTA DE AHORRO,MX,"Duarte, Castro and García",c78bd29f-4844-4603-b180-11297c972f4a,39127562.0,MXN,GUCJ870217MPUTRS02,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",54493832,14%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Carrero, Macías and Sisneros",40142e53-0f0a-4081-8610-555c670900c6,20236941.0,MXN,GUCL850421MPULRZ07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",79560034,7%,AFOT,AFORES Y OTROS,CSAH,CAJAS DE AHORRO,MX,Quezada - Burgos,ff97bc9a-6fbd-4e87-b0ac-f7dad132833d,26595752.0,MXN,GUCL850421MPULRZ07,ORPM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",94054417,-8%,POMM,POSESIÓN DE MONEDAS Y/O METALES,ACCI,ACCIONES,MX,Oquendo - Alcala,4610ca24-b3f5-495d-8248-c61f65efcfbf,46816857.0,MXN,GUCL850421MPULRZ07,ORPM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",50703676,6%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Pichardo - Badillo,bba8f5a0-9bca-4404-8149-25d1b050be20,868579.0,MXN,GUDC770209HSNTLR01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",96438558,-18%,BANC,BANCARIA,FIDE,FIDEICOMISOS,MX,"Saavedra, Reséndez and Haro",d9022f17-9f2e-4b94-876b-6f37f20c3b1b,261770.0,MXN,GUDC770209HSNTLR01,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",50751275,18%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Padilla, Kardache soto and Xacon",eb42a127-5436-438a-a65d-d0781053a781,46155.0,MXN,GUEF790925MSNVQD07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",20668600,-24%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Palomo Hermanos,20f11761-defc-4b42-92d7-1efcea8c2586,180431.0,MXN,GUFG720719MDFZLB09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",29525043,-18%,BANC,BANCARIA,AFOR,AFORES,MX,Reynoso - Leyva,5e8f78d6-a04e-45b9-9812-e26c9a935387,151013.0,MXN,GUFG720719MDFZLB09,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",91540424,18%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Vergara - Elizondo,544c52b9-9f82-4879-9bc1-b282dce0c578,12584.0,MXN,GUGA710302HVZRNX03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",50410963,14%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Valadez S.L.,0d963e9e-6bdf-46ee-b54f-48ae069d1041,19409.0,MXN,GUGE720109MAGJLundefined02,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",03943032,-18%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Kara - Chávez,b69d1757-9952-41c0-a454-32141e13d918,9110.0,MXN,GUGE840017MPUTRN08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",39824926,23%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Linares - Bermúdez,c2c9568a-a97f-4ba6-9654-3031fdaf007c,13215.0,MXN,GUGF730918HDFRND05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",23034149,-23%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Yunta Hermanos,51a3d603-2226-485b-a43c-67a927fe6d5e,21884.0,MXN,GUGI800004HAGTRR08,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",40907017,1%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Solano - Valverde,68ffcc37-d686-424c-af8c-c587dec7a2cf,12774469.0,MXN,GUGJ840818HVZVRN05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",16049656,4%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,CCHE,CUENTA DE CHEQUES,MX,"Roldán, Alva and Solís",ed33bd3a-05d3-4651-9e01-eaf1f2ebf7a2,50847331.0,MXN,GUGJ840818HVZVRN05,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",32828231,6%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,SSIN,SEGURO DE SEPARACIÓN INDIVIDUALIZADO,MX,"Valladares, Guzmán and Kanea",81c61367-882d-46c9-9318-79b85e60543b,29624363.0,MXN,GUGJ840818HVZVRN05,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",26507613,-19%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Montenegro - Merino,b6df2c57-5f2e-4f58-bdb8-62b8c7e681f2,206355.0,MXN,GUGL700212MSNLLS03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",14325486,24%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Xana, Lira and Aranda",bdaaaf76-9980-48c7-ac59-6ad68cc0df4b,261959.0,MXN,GUGL700212MSNLLS03,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",84574569,-5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,de Jesús Hermanos,6a19ae87-f968-45f0-aa69-d12a41343f98,12928.0,MXN,GUGM740013HPUTLR05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",47162809,-9%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Feliciano - López,f81fd04c-2543-4616-a60b-c6dedf8d885f,8993.0,MXN,GUGT741120MVZVJM09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",96778614,-10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Acosta - Granados,361b77fa-b821-4d82-b8d2-9dede3679b0f,590802.0,MXN,GUHA741126HAGRRM09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",60414537,24%,POMM,POSESIÓN DE MONEDAS Y/O METALES,ADER,ACCIONES Y DERIVADOS,MX,Rivera - Vega,8f4aeb93-d961-4da7-91b4-2d9ecf413cd9,870205.0,MXN,GUHA741126HAGRRM09,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",19415961,13%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Mireles Hermanos,90c931ae-d58d-4e9e-9049-bc33696931c8,7892785.0,MXN,GUHE800526HPUVRL07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",28408273,-7%,POMM,POSESIÓN DE MONEDAS Y/O METALES,PFTE,PRÉSTAMOS A FAVOR DE UN TERCERO,MX,Sierra Hermanos,6abad866-8aed-455f-a12b-3a20063942cf,37193343.0,MXN,GUHE800526HPUVRL07,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",88109642,-9%,AFOT,AFORES Y OTROS,CMAS,CUENTA MAESTRA,MX,Pineda - Limón,5a1d7ae9-9f99-44b2-83f1-ffa27734718f,15674464.0,MXN,GUHE800526HPUVRL07,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",06968570,-7%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Montalvo e Hijos,1e07cf90-dd79-4358-af15-520b78d6f487,732142.0,MXN,GUHV850519MSNLRC01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",12475952,23%,VBUR,VALORES BURSÁTILES,BGUB,BONOS GUBERNAMENTALES,MX,Kanaria S.A.,420c716d-7f88-4407-bf6f-2b09db396313,708905.0,MXN,GUHV850519MSNLRC01,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",67493404,15%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Guajardo S.A.,8e85c0de-44b0-4da6-b2ff-e25b38898200,449924.0,MXN,GUJA850706HVZZML05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",05518812,18%,FINV,FONDOS DE INVERSIÓN,CNOM,CUENTA DE NÓMINA,MX,Ayala - Cervántez,f1099c2e-6437-4dc3-a8ec-f98f333e2320,493150.0,MXN,GUJA850706HVZZML05,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",44952109,2%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Lemus S.L.,e6d34f84-79bb-4ced-b916-77e271d1153a,16120349.0,MXN,GUKC750727MSNRZT05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",26569454,8%,SEGR,SEGUROS,PCOM,PAPEL COMERCIAL,MX,"Esquivel, Arteaga and Jimínez",74ec5f63-dd9d-41f0-8c85-e46485732428,44958108.0,MXN,GUKC750727MSNRZT05,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",40347583,-7%,BANC,BANCARIA,SEGI,SEGURO DE INVERSIÓN,MX,"Zarate, Terán and Ponce",4d0fc886-c272-4c0d-bac9-ef55713b99a7,36503276.0,MXN,GUKC750727MSNRZT05,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",09351738,12%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Delao Hermanos,143bc1ae-7f40-4ff6-88c0-5cb8439777ba,723011.0,MXN,GUKE710101HAGRNS03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",15518313,22%,FINV,FONDOS DE INVERSIÓN,SEGV,SEGURO DE VIDA,MX,Trejo - Linares,3a3a6832-2181-4d50-b4f4-1545b197e664,359653.0,MXN,GUKE710101HAGRNS03,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",62444169,19%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Delrío Hermanos,b75c7b9e-d2ff-4218-ad0e-5b9c0c24aedb,866465.0,MXN,GUKL720517MAGRHL07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",86908523,-18%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,DPLA,DEPÓSITO A PLAZOS,MX,Escalante S.L.,45e60873-26f5-41a6-a0d5-5fd77b400430,588161.0,MXN,GUKL720517MAGRHL07,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",34639097,15%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Vela S.A.,b37825bd-7892-4017-b4b2-6272eeae1fd5,29804.0,MXN,GUKP770001MPURRL06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",25996909,8%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Olivas S.L.,ccb92f0a-ad7d-44fa-afde-ed02f16b4b2d,29593900.0,MXN,GUKR860501HDFZRM09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",14789600,-3%,AFOT,AFORES Y OTROS,CENT,CENTENARIOS,MX,Toro - Delgadillo,ef8875e7-8929-4a89-b1f2-52242a032693,23242364.0,MXN,GUKR860501HDFZRM09,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",78880732,11%,SEGR,SEGUROS,CENT,CENTENARIOS,MX,Baca Hermanos,4186958f-786b-4579-847b-c0fd1f80a208,50165500.0,MXN,GUKR860501HDFZRM09,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",78616689,2%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Matos - Rodrígez,b15aed5b-e78d-4fe2-8881-6519f62491ab,11915304.0,MXN,GUKS780803MPURZL03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",28482987,-14%,POMM,POSESIÓN DE MONEDAS Y/O METALES,ADER,ACCIONES Y DERIVADOS,MX,Reyna Hermanos,f519bcd9-cd12-423e-98df-7dd06f9b7fc8,2302984.0,MXN,GUKS780803MPURZL03,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",02882970,-14%,FINV,FONDOS DE INVERSIÓN,ACCI,ACCIONES,MX,"Centeno, Almaraz and Nieves",584f5341-4ba5-4aee-8114-185d7d446694,27112492.0,MXN,GUKS780803MPURZL03,ORPM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",30889244,-12%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Magaña, Sandoval and Reséndez",5971427d-3997-4088-9097-4bf1853d10db,14595.0,MXN,GUKV850019MSNRNR01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",00057638,-17%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Cornejo S.A.,9d487be3-58b4-4aa4-ba99-b58c5abef136,371937.0,MXN,GULB800421HSNRNT04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",07564942,15%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,SOIN,SOCIEDADES DE INVERSIÓN,MX,Montez S.A.,a83f39fa-b124-4efb-80fc-1aafacd7f3e4,621718.0,MXN,GULB800421HSNRNT04,FINV
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",61435914,21%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Alicea - Carreón,2bb2040e-9196-40d7-b28a-144e743146af,20229.0,MXN,GUMC720503HAGLRL09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",82715485,10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Olivares - Llamas,1de2578c-4d46-41e0-960a-7b55fb0fdd52,732320.0,MXN,GUMR780516HSNRNB04,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",36107648,7%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,MONN,MONEDA NACIONAL,MX,Abreu e Hijos,fe0f19e6-ddee-4a03-a1d4-4f3a5bc44a65,1147243.0,MXN,GUMR780516HSNRNB04,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",79118124,13%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Chacón - Aranda,455369b8-c38f-49d4-b031-8780b6ef1e24,20149141.0,MXN,GUPJ770012MSNVRN05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",14514475,-4%,BANC,BANCARIA,ACCI,ACCIONES,MX,"Kano, Olivera and Korta",7ef29e9f-214f-4a12-8009-aa7cb66edea9,42273493.0,MXN,GUPJ770012MSNVRN05,ORPM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",94035425,7%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,BGUB,BONOS GUBERNAMENTALES,MX,"Dávila, Soto and Gaytán",cdc1e9c9-83ef-4377-9027-a3f579983817,33872092.0,MXN,GUPJ770012MSNVRN05,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",69305324,19%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Mojica Hermanos,61b4887e-8d45-4bf4-91fa-5ca6cbee33d2,355512.0,MXN,GUQE850312HVZRNS01,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",14130604,9%,AFOT,AFORES Y OTROS,PFTE,PRÉSTAMOS A FAVOR DE UN TERCERO,MX,Soto S.A.,23002131-a5c6-466e-a11d-f8979510b9b8,160660.0,MXN,GUQE850312HVZRNS01,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",99454335,1%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Quintana - Corona,3f822cce-c508-448e-aff9-16f81255a4ab,13429832.0,MXN,GURA820701MAGRBN06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",49964825,12%,POMM,POSESIÓN DE MONEDAS Y/O METALES,AFOR,AFORES,MX,"Rascón, Carrion and Galarza",510ed30e-99e9-4b69-af6e-fd5afd09959b,9943913.0,MXN,GURA820701MAGRBN06,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",12887980,13%,BANC,BANCARIA,DPLA,DEPÓSITO A PLAZOS,MX,Pérez - Guevara,9ac6e571-855c-4b50-91ec-a012aad390a2,23715115.0,MXN,GURA820701MAGRBN06,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",70495548,15%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Iglesias, Vigil and Márquez",59b3ae56-6ff1-4674-8e3f-05e01766e4f0,11793.0,MXN,GURD710402MDFZBN03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",43567031,21%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Haro - Ulibarri,5ad59583-3481-45d9-8ac6-dac8c84d859d,13844.0,MXN,GURE730609HPUZJP05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",72877789,-2%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Polanco e Hijos,134c57aa-14ea-4ee2-a7d1-cfee6715c420,59739426.0,MXN,GURE850315MAGZNL03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",61413061,-1%,ORPM,ORGANIZACIONES PRIVADAS Y/O MERCANTILES,IFEX,INVERSIONES FINANCIERAS EN EL EXTRANJERO,MX,Viera S.L.,d791dac7-a2fa-4495-a83d-d7ac95e21006,23953778.0,MXN,GURE850315MAGZNL03,FINV
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",37395445,-5%,AFOT,AFORES Y OTROS,CTES,CERTIFICADOS DE LA TESORERÍA,MX,"Koenig, Cardona and Quintero cruz",8d536102-af04-41db-b74c-1a1768ab160f,49555047.0,MXN,GURE850315MAGZNL03,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",32370758,13%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Xairo Belmonte, Godoy and Colunga",f74dfb71-9cba-48e3-bcff-83afd582c9e6,24520498.0,MXN,GUSA850316MSNVDD06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",21687334,2%,POMM,POSESIÓN DE MONEDAS Y/O METALES,BGUB,BONOS GUBERNAMENTALES,MX,Chacón - Maya,1b6b78da-0274-4ebc-9604-6a84dffaa8ad,50173221.0,MXN,GUSA850316MSNVDD06,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",50226556,-10%,FINV,FONDOS DE INVERSIÓN,ONZT,ONZAS TROY,MX,"Díaz, Anguiano and Valencia",e844663b-7ba3-449b-86c7-5af3b9ad665b,15364579.0,MXN,GUSA850316MSNVDD06,POMM
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",45154821,5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Aponte S.A.,e197c134-ed97-4a08-aa19-5c68e385336b,12769.0,MXN,GUSG871014HPUTRS07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",83347988,6%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Linares e Hijos,b7c448ee-7b10-4f9d-bc49-05e2591b4467,417890.0,MXN,GUSI830219MVZLLR09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",94473582,22%,VBUR,VALORES BURSÁTILES,SEGV,SEGURO DE VIDA,MX,Pacheco - Quiroz,c16bfe37-2c4a-4448-a635-f0ac5c9b749c,248243.0,MXN,GUSI830219MVZLLR09,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",66892220,23%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Rolón Hermanos,a6b780c8-8f97-4dd2-8032-3f93ae6c2f1c,15269.0,MXN,GUSJ890720HVZJGS07,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",63085584,5%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Téllez - Madrid,13bee8ef-5659-4b56-8e0d-e355e5d500e5,28434304.0,MXN,GUSM860713HSNJLR05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",79004144,11%,BANC,BANCARIA,ABAN,ACEPTACIONES BANCARIAS,MX,Hidalgo - Solís,cb4dc97c-30d9-4039-8630-3910edf367ab,12273080.0,MXN,GUSM860713HSNJLR05,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",27507510,8%,SEGR,SEGUROS,CTES,CERTIFICADOS DE LA TESORERÍA,MX,Alejandro - Aguayo,309a57ae-6195-4749-9dae-515122c9b122,42002003.0,MXN,GUSM860713HSNJLR05,AFOT
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",54886990,10%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Muñiz, Treviño and Ayala",2996101c-3102-4e46-b016-5d1aa75bf65c,16292782.0,MXN,GUSV800227MPURNC09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",46109712,-11%,FINV,FONDOS DE INVERSIÓN,CAHO,CUENTA DE AHORRO,MX,Iglesias - Piña,a0e350c6-2667-465f-b682-22efa7d08a14,32602654.0,MXN,GUSV800227MPURNC09,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",53628792,-7%,FINV,FONDOS DE INVERSIÓN,SOIN,SOCIEDADES DE INVERSIÓN,MX,Ferrer - Krasnova,fef64550-9a25-46f5-ba29-d3bcee8aa1f4,31766070.0,MXN,GUSV800227MPURNC09,FINV
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",17237331,-15%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Bravo S.L.,b1e9821a-8727-4bb2-8c9d-c5b396025f01,8151.0,MXN,GUTM710403HDFTLR06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",94790182,-17%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Nevárez, Galindo and Cruz",c93a3499-3465-44bb-a0ec-8fd4842243bb,33458.0,MXN,GUTM780301HAGVLN06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",97332086,19%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Delao - Vázquez,60a4c918-a150-486b-aaab-d8573d382703,329367.0,MXN,GUUM891108HSNRÑN03,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",29063534,15%,POMM,POSESIÓN DE MONEDAS Y/O METALES,CAHO,CUENTA DE AHORRO,MX,Orosco - Garay,ee509a1c-b0dd-4670-bb2d-98cad0138dec,255823.0,MXN,GUUM891108HSNRÑN03,BANC
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",53571766,-18%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Rodrígez S.A.,d42faf7a-de77-496b-9d0b-55a03843f84d,159143.0,MXN,GUUR870407MDFTÑS05,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",74736085,22%,POMM,POSESIÓN DE MONEDAS Y/O METALES,SEGI,SEGURO DE INVERSIÓN,MX,"Yunta, Malave and Rolón",42bed824-5926-4699-bcaa-df2f9c3165e8,281317.0,MXN,GUUR870407MDFTÑS05,SEGR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",78811591,-22%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Cabán, Patiño and Kamal",dc5764c6-59d6-4a49-b1c1-0ee64f0c99fe,363379.0,MXN,GUVE831015HDFTLL06,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",62039745,21%,VBUR,VALORES BURSÁTILES,BGUB,BONOS GUBERNAMENTALES,MX,Almaraz S.L.,6d00ba99-25f4-43d2-ab32-fbf7e31bdac0,107630.0,MXN,GUVE831015HDFTLL06,VBUR
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",49588262,20%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,Camarillo S.A.,cc1dca55-a7b2-45ea-aa16-4c85a2140c3b,47172.0,MXN,GUVJ840814MPULLL09,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",71787606,-14%,BANC,BANCARIA,CNOM,CUENTA DE NÓMINA,MX,"Terán, Escalante and Quiroz",e6ae53bb-f5df-4665-b9c9-635a412ce49c,640753.0,MXN,GUVS870215HAGRLL02,
MODIFICAR,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",21717935,-12%,BANC,BANCARIA,PFTE,PRÉSTAMOS A FAVOR DE UN TERCERO,MX,Navarro - Rosado,5edf876e-72e5-4b9f-a93c-5951b9809386,519200.0,MXN,GUVS870215HAGRLL02,AFOT
