curp_funcionario,tipoOperacion,titular,porcentajePropiedad,formaPago,valorAdquisicion,fechaAdquisicion,datoIdentificacion,valorConformeA,tipoInmueble.clave,tipoInmueble.valor,superficieTerreno.valor,superficieTerreno.unidad,superficieConstruccion.valor,superficieConstruccion.unidad,formaAdquisicion.clave,formaAdquisicion.valor,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,tipo.clave,tipo.valor,tercero,transmisor,valorAdquisicion.valor,valorAdquisicion.moneda,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,motivoBaja.clave,motivoBaja.valor
MOVC760706MVZNLR05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1302158.0,1988-01-12T15:15:37.735Z,14f70a5d-358e-478f-b03c-a2c64b590228,ESCRITURA PÚBLICA,CASA,CASA,103.0,m2,84.0,m2,CPV,COMPRAVENTA,Eva Partida,794,,Independencia,049,San Damián Texóloc,29,Tlaxcala,90874,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MOVE700327HAGNNN05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1556975.0,2006-11-15T03:41:17.929Z,ffd34ea8-d459-4313-853e-58748ae90fca,ESCRITURA PÚBLICA,CASA,CASA,142.0,m2,74.0,m2,HRN,HERENCIA,Hernán Pasaje,1705,,Morelos,026,Progreso,05,Coahuila de Zaragoza,25858,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MOVE860622HSNNLL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,131801847.0,1975-12-21T07:40:23.590Z,4a969c3d-33e7-4e78-9f00-86738a2d3f9e,ESCRITURA PÚBLICA,CASA,CASA,6434.0,m2,4119.0,m2,CPV,COMPRAVENTA,Adame Terrenos,1016,,Chapultepec,094,Tixmehuac,31,Yucatán,97247,EDIF,EDIFICIO,,,,,,,,,,,,,
MOVE860622HSNNLL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,94189218.0,1996-10-13T17:08:21.507Z,63828f06-5f30-4263-b5d4-6b7e760a625a,ESCRITURA PÚBLICA,CASA,CASA,341.0,m2,299.0,m2,CPV,COMPRAVENTA,Xana Quinta,205,,La loma,020,Mainero,28,Tamaulipas,87642,CASA,CASA,,,,,,,,,,,,,
MOVE860622HSNNLL09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,133803478.0,1982-08-28T13:56:22.737Z,3f9fc7fb-c958-48c9-91fc-6441bb03a736,ESCRITURA PÚBLICA,CASA,CASA,5576.0,m2,2417.0,m2,HRN,HERENCIA,Isabel Escalinata,1579,,Justo Sierra,013,San Pedro Lagunillas,18,Nayarit,63727,TERR,TERRENO,,,,,,,,,,,,,
MOXK880019MSNNNV05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,671488.0,1975-02-24T21:55:52.765Z,7602b72c-d976-4ec7-bba4-3d4cd71828af,ESCRITURA PÚBLICA,CASA,CASA,146.0,m2,74.0,m2,CPV,COMPRAVENTA,Xiana Partida,111,,Del Valle,001,Comondú,03,Baja California Sur,23229,CASA,CASA,,,,,,,,,,,,,
MOZA760409MVZNM 05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1711790.0,1976-09-12T21:56:16.257Z,1f0a8fd8-92df-43cb-b242-71691864dc28,ESCRITURA PÚBLICA,CASA,CASA,87.0,m2,75.0,m2,CPV,COMPRAVENTA,Trujillo Ferrocarril,932,,Anahuac,014,General Francisco R. Murguía,32,Zacatecas,98781,CASA,CASA,,,,,,,,,,,,,
MOZA830921MSNNMC06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,129863642.0,1989-01-21T21:30:12.149Z,e324fe47-c917-453d-b2b8-19ff630c3b30,ESCRITURA PÚBLICA,CASA,CASA,6082.0,m2,3969.0,m2,STC,SENTENCIA,Carranza Arrabal,240,,Justo Sierra,006,Iztacalco,09,Ciudad de México,08530,EDIF,EDIFICIO,,,,,,,,,,,,,
MOZA830921MSNNMC06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,78148331.0,1990-01-20T23:45:09.664Z,08e0915c-31f0-4505-8bc5-d1fce6942c7d,ESCRITURA PÚBLICA,CASA,CASA,405.0,m2,398.0,m2,CPV,COMPRAVENTA,Mónica Arrabal,1746,,Roma,007,Ezequiel Montes,22,Querétaro,76653,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MOZA830921MSNNMC06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,87984792.0,1995-06-28T10:13:53.480Z,84d2795c-042f-4664-a2fd-1e8a67a48a97,ESCRITURA PÚBLICA,CASA,CASA,302.0,m2,207.0,m2,CPV,COMPRAVENTA,Elías Urbanización,555,,Ejercito Nacional,012,Amatitlán,30,Veracruz de Ignacio de la Llave,91547,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MOZJ881006HVZNMM03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1777227.0,1999-12-19T10:07:58.344Z,1efc1a17-c0f3-4b5c-99fb-b6ae255019a2,ESCRITURA PÚBLICA,CASA,CASA,171.0,m2,111.0,m2,CSN,CESIÓN,Esteban Rampa,215,,Miguel Hidalgo,006,Ixtlahuacán,06,Colima,28236,CASA,CASA,,,,,,,,,,,,,
MOZL820925HSNNPR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,75333406.0,1974-08-16T15:28:44.655Z,b1b7ecb7-1893-42b7-8508-4d5576ea342c,ESCRITURA PÚBLICA,CASA,CASA,454.0,m2,338.0,m2,CPV,COMPRAVENTA,Rico Sector,1455,,Emiliano Zapata,039,Nuevo Ideal,10,Durango,34822,CASA,CASA,,,,,,,,,,,,,
MOZL820925HSNNPR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,140767424.0,1983-01-30T01:31:12.725Z,e4cdde1c-8bb8-4bf5-a790-16272b9cf35c,ESCRITURA PÚBLICA,CASA,CASA,4254.0,m2,3081.0,m2,CPV,COMPRAVENTA,Carlota Calleja,969,,Laredo,012,Mazatlán,25,Sinaloa,80706,EDIF,EDIFICIO,,,,,,,,,,,,,
MOZL820925HSNNPR08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,38073921.0,1982-09-14T20:35:18.329Z,7b0b12fa-cd06-4abc-9402-f03f1cd28ae1,ESCRITURA PÚBLICA,CASA,CASA,475.0,m2,380.0,m2,CPV,COMPRAVENTA,Javier Prolongación,364,,Chapultepec,055,San Lucas Tecopilco,29,Tlaxcala,90862,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MOZP701013MSNLPT09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,146209099.0,1987-12-29T11:01:46.704Z,8f47724e-6aa3-4be1-938c-60c77866919b,ESCRITURA PÚBLICA,CASA,CASA,6320.0,m2,3522.0,m2,CPV,COMPRAVENTA,Cotto Urbanización,1689,,Miguel Hidalgo,014,Rosario,25,Sinaloa,80944,RACH,RANCHO,,,,,,,,,,,,,
MOZP701013MSNLPT09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,78312971.0,1995-07-02T21:26:59.237Z,a6126e92-d1a9-4f6e-959f-a74dab5f8520,ESCRITURA PÚBLICA,CASA,CASA,198.0,m2,141.0,m2,CPV,COMPRAVENTA,Oquendo Escalinata,430,,Lomas de becerra,129,Platón Sánchez,30,Veracruz de Ignacio de la Llave,91127,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MOZP701013MSNLPT09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,81542885.0,1981-05-05T18:48:27.062Z,88059296-8460-4f21-955b-b42935caaa12,ESCRITURA PÚBLICA,CASA,CASA,5495.0,m2,5468.0,m2,CPV,COMPRAVENTA,Segura Cuesta,834,,Anahuac,024,Loreto,32,Zacatecas,98270,BODG,BODEGA,,,,,,,,,,,,,
MOÁA700717HVZRLN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1681175.0,1988-01-28T20:58:17.441Z,47c80d30-c68d-4aa5-ad1d-84b7770d97af,ESCRITURA PÚBLICA,CASA,CASA,123.0,m2,84.0,m2,CSN,CESIÓN,Jennifer Rua,1222,,Emiliano Zapata,001,Ahualulco del Sonido 13,24,San Luis Potosí,78924,CASA,CASA,,,,,,,,,,,,,
MOÑV790506HPUNÑC08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,4221908.0,1976-12-30T23:55:48.419Z,06723d94-3433-4249-8413-4d5edc70cbd8,ESCRITURA PÚBLICA,CASA,CASA,141.0,m2,137.0,m2,PRM,PERMUTA,Laboy Masía,1453,,Marina Nacional,002,Pinal de Amoles,22,Querétaro,76550,CASA,CASA,,,,,,,,,,,,,
MUAI820724MSNRRC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,39020452.0,1987-12-27T10:55:00.796Z,e2c60e4c-7497-4dc5-b811-65c1f94604f5,ESCRITURA PÚBLICA,CASA,CASA,493.0,m2,450.0,m2,CPV,COMPRAVENTA,Bañuelos Bajada,275,,Laredo,011,Candelaria,04,Campeche,24580,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MUAI820724MSNRRC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,97224964.0,1998-04-08T19:28:51.301Z,4b205ae9-3bf2-4c04-becc-d93252f82678,ESCRITURA PÚBLICA,CASA,CASA,6195.0,m2,5308.0,m2,CPV,COMPRAVENTA,Conchita Entrada,740,,Ignacio Zaragoza,012,Ciénega de Flores,19,Nuevo León,64563,RACH,RANCHO,,,,,,,,,,,,,
MUAI820724MSNRRC03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,50012414.0,2001-08-19T00:59:44.306Z,c2f2c708-4f2b-4ee6-a744-5a9df3437958,ESCRITURA PÚBLICA,CASA,CASA,498.0,m2,313.0,m2,CPV,COMPRAVENTA,Saiz Puente,709,,Miguel Hidalgo,006,Castaños,05,Coahuila de Zaragoza,25881,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MUAM720409MDFÑCR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,72647331.0,1978-10-08T14:02:24.215Z,15cd99e4-40bd-4345-bf44-42889ff66213,ESCRITURA PÚBLICA,CASA,CASA,3988.0,m2,3922.0,m2,RST,RIFA O SORTEO,Angulo Arroyo,1893,,Morelos,017,Tepic,18,Nayarit,63638,BODG,BODEGA,,,,,,,,,,,,,
MUAM720409MDFÑCR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,85213252.0,1972-04-25T05:13:00.520Z,1498386d-e7d5-4b3f-a688-512b345e0c4d,ESCRITURA PÚBLICA,CASA,CASA,6004.0,m2,5838.0,m2,CPV,COMPRAVENTA,Luis Ángel Aldea,1884,,Justo Sierra,010,Cruillas,28,Tamaulipas,87987,BODG,BODEGA,,,,,,,,,,,,,
MUAM720409MDFÑCR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,33899558.0,2003-12-10T20:45:17.280Z,ad057f39-3b70-4dd9-8653-f19a523ade3a,ESCRITURA PÚBLICA,CASA,CASA,492.0,m2,477.0,m2,CPV,COMPRAVENTA,García Extramuros,1183,,Marina Nacional,035,Imuris,26,Sonora,83501,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MUBG740006HVZRTB01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,7457447.0,1977-10-31T09:27:13.823Z,8464356f-db6a-4323-9110-5b5088918c5c,ESCRITURA PÚBLICA,CASA,CASA,107.0,m2,99.0,m2,CPV,COMPRAVENTA,Kanzaki Aldea,362,,Roma,001,Amealco de Bonfil,22,Querétaro,76685,CASA,CASA,,,,,,,,,,,,,
MUBR760305HVZNTS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,3406267.0,2008-07-09T16:11:20.626Z,551d99f3-ebe5-48df-ac90-7403211c12ec,ESCRITURA PÚBLICA,CASA,CASA,168.0,m2,116.0,m2,PRM,PERMUTA,Carolina Carretera,617,,Benito Juárez,107,Tuxcueca,14,Jalisco,44841,CASA,CASA,,,,,,,,,,,,,
MUCC820912HDFRRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,31908080.0,1980-07-29T10:29:05.235Z,9ddb8c06-919c-49e4-895d-556f03a1a5a0,ESCRITURA PÚBLICA,CASA,CASA,6484.0,m2,4602.0,m2,HRN,HERENCIA,Rocha Rampa,1090,,Centro,006,San Quintín,02,Baja California,21998,BODG,BODEGA,,,,,,,,,,,,,
MUCC820912HDFRRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,78184637.0,1994-06-24T05:10:03.499Z,c261b99f-2373-47f9-91dc-f238cb72e9d6,ESCRITURA PÚBLICA,CASA,CASA,211.0,m2,121.0,m2,CPV,COMPRAVENTA,Bañuelos Vía Pública,1284,,Moctezuma,009,Cuaxomulco,29,Tlaxcala,90582,CASA,CASA,,,,,,,,,,,,,
MUCC820912HDFRRR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,79059136.0,1982-06-29T15:36:41.381Z,f7be5c1e-46fd-43f1-aed9-b06e13086f43,ESCRITURA PÚBLICA,CASA,CASA,468.0,m2,206.0,m2,CPV,COMPRAVENTA,Salvador Subida,525,,Chapultepec,089,Tapachula,07,Chiapas,29762,CASA,CASA,,,,,,,,,,,,,
MUCE731116MDFÑHZ07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1994501.0,1989-04-16T08:24:24.944Z,71b61eb0-cc4c-4178-a8b2-d27ebdb5a8a8,ESCRITURA PÚBLICA,CASA,CASA,106.0,m2,68.0,m2,CPV,COMPRAVENTA,Zamora Bloque,1546,,La loma,004,Tijuana,02,Baja California,21528,CASA,CASA,,,,,,,,,,,,,
MUCO820916HAGRLT06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,4975692.0,1996-03-21T23:56:37.217Z,f6ada4d1-e60c-4f5e-a40e-242fbb42c94a,ESCRITURA PÚBLICA,CASA,CASA,116.0,m2,90.0,m2,CPV,COMPRAVENTA,Evelyn Quinta,1852,,San pedro,013,Doctor Mora,11,Guanajuato,36842,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MUFD731017MVZÑLG06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1277425.0,1971-11-25T20:00:58.126Z,ea3f8966-27c4-4f4c-8bba-5d5d8f827d95,ESCRITURA PÚBLICA,CASA,CASA,119.0,m2,74.0,m2,CPV,COMPRAVENTA,Regalado Extramuros,78,,Miguel Hidalgo,067,Otzolotepec,15,México,50214,CASA,CASA,,,,,,,,,,,,,
MUFM710015HSNÑLR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,5894024.0,1982-05-24T07:22:26.244Z,9cd27b84-899b-4006-ab7c-8a7724c6f4bf,ESCRITURA PÚBLICA,CASA,CASA,152.0,m2,80.0,m2,CPV,COMPRAVENTA,Hernández Arrabal,685,,Lomas de capula,092,Teocuitatlán de Corona,14,Jalisco,44399,BODG,BODEGA,,,,,,,,,,,,,
MUGB720627MSNRLL03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,3151561.0,2001-12-22T08:02:33.432Z,a65cbe83-06bd-49fb-9c36-4b36fdd56640,ESCRITURA PÚBLICA,CASA,CASA,86.0,m2,86.0,m2,CPV,COMPRAVENTA,Gracia Aldea,1018,,Doctores,013,San Pedro Lagunillas,18,Nayarit,63325,BODG,BODEGA,,,,,,,,,,,,,
MUGI860503HVZRLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1249445.0,1991-05-31T01:11:05.879Z,1c6842f1-c4cb-476d-a6bf-2c166f029c1a,ESCRITURA PÚBLICA,CASA,CASA,114.0,m2,62.0,m2,CPV,COMPRAVENTA,María Guadalupe Pasaje,1184,,Chapultepec,006,Corregidora,22,Querétaro,76875,CASA,CASA,,,,,,,,,,,,,
MUGN851101MAGRTC07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,8186247.0,1978-08-25T06:23:27.489Z,be22832e-0487-4e9f-bb06-4a9afbf5f5f8,ESCRITURA PÚBLICA,CASA,CASA,149.0,m2,125.0,m2,PRM,PERMUTA,Barrientos Gran Subida,302,,Doctores,054,Riva Palacio,08,Chihuahua,31788,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MUHT741105MDFNLD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,34559468.0,2006-12-09T15:26:48.508Z,aea3d98e-3a84-4dec-a919-c69b3be69037,ESCRITURA PÚBLICA,CASA,CASA,362.0,m2,306.0,m2,CPV,COMPRAVENTA,Puga Parque,1129,,San pedro,146,Santa Catarina Tlaltempan,21,Puebla,72332,CASA,CASA,,,,,,,,,,,,,
MUHT741105MDFNLD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,73268628.0,1994-12-20T11:22:15.541Z,9f263966-ec00-459f-bc5d-41d84d43694a,ESCRITURA PÚBLICA,CASA,CASA,397.0,m2,200.0,m2,CPV,COMPRAVENTA,María Fernanda Colonia,440,,Laredo,011,Tláhuac,09,Ciudad de México,04044,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MUHT741105MDFNLD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,39277033.0,2006-06-07T10:08:36.934Z,d9b0c511-f137-41db-82c3-a45255f553b4,ESCRITURA PÚBLICA,CASA,CASA,242.0,m2,204.0,m2,CPV,COMPRAVENTA,Leticia Caserio,1,,Lomas de capula,046,Morelos,08,Chihuahua,31455,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MUKA790407HAGNRB07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1473905.0,1994-08-22T08:16:33.454Z,38a77b2f-ff91-4916-bca4-f20657f3eaff,ESCRITURA PÚBLICA,CASA,CASA,133.0,m2,67.0,m2,CPV,COMPRAVENTA,Rocio Glorieta,701,,Del Valle,053,Muna,31,Yucatán,97282,CASA,CASA,,,,,,,,,,,,,
MUKJ880302MSNNMS07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1774921.0,1996-01-29T00:10:24.506Z,fef3e108-a706-40c9-9cd2-134b1475384b,ESCRITURA PÚBLICA,CASA,CASA,95.0,m2,80.0,m2,CPV,COMPRAVENTA,Dorotea Huerta,1020,,Chapultepec,016,Tecuala,18,Nayarit,63531,CASA,CASA,,,,,,,,,,,,,
MUKM730212HSNRMR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,67909902.0,2009-04-22T12:17:21.488Z,7c16ea11-23d4-41a0-846c-a1df7a734b06,ESCRITURA PÚBLICA,CASA,CASA,480.0,m2,274.0,m2,CPV,COMPRAVENTA,Marilu Torrente,1911,,San pedro,176,Tlacojalpan,30,Veracruz de Ignacio de la Llave,91405,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MUKM730212HSNRMR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,122921735.0,1985-08-25T21:01:10.895Z,d4dd9517-3587-4955-8d34-1af8c4ab839c,ESCRITURA PÚBLICA,CASA,CASA,5126.0,m2,4770.0,m2,CPV,COMPRAVENTA,Avilés Barranco,759,,Granjas,040,Valle Hermoso,28,Tamaulipas,87696,RACH,RANCHO,,,,,,,,,,,,,
MUKM730212HSNRMR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,94303759.0,2007-10-12T03:53:33.813Z,848082ca-20a7-4e0c-99bc-8429d7bba25b,ESCRITURA PÚBLICA,CASA,CASA,376.0,m2,338.0,m2,CPV,COMPRAVENTA,Muro Conjunto,538,,Venustiano Carranza,005,Cuauhtémoc,06,Colima,28954,CASA,CASA,,,,,,,,,,,,,
MULL790123HDFRVR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1701990.0,1993-01-03T13:31:42.435Z,b3677213-65ae-4881-87b6-4947e52a607b,ESCRITURA PÚBLICA,CASA,CASA,111.0,m2,71.0,m2,CPV,COMPRAVENTA,Monserrat Cuesta,1008,,Venustiano Carranza,099,Tolimán,14,Jalisco,44925,CASA,CASA,,,,,,,,,,,,,
MUMI870919HAGNRN05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,2601001.0,2000-10-11T08:20:06.249Z,e9ec0fed-84d9-40ca-936e-fca8a6067fa5,ESCRITURA PÚBLICA,CASA,CASA,167.0,m2,114.0,m2,HRN,HERENCIA,Enrique Lugar,1215,,Benito Juárez,009,Escárcega,04,Campeche,24823,CASA,CASA,,,,,,,,,,,,,
MUMJ730708MPUNNS09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,3525502.0,1980-01-12T08:06:16.758Z,c4412624-4b84-434c-a43a-d68f322deeb4,ESCRITURA PÚBLICA,CASA,CASA,145.0,m2,102.0,m2,CPV,COMPRAVENTA,Leiva Colonia,440,,Laredo,112,Valle de Juárez,14,Jalisco,44357,BODG,BODEGA,,,,,,,,,,,,,
MUNC760226MDFÑÑR07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1256521.0,2005-06-21T08:13:10.730Z,5ec43408-10ac-4d47-bac1-75091e5708d5,ESCRITURA PÚBLICA,CASA,CASA,93.0,m2,87.0,m2,CPV,COMPRAVENTA,Valentina Puente,918,,Ejercito Nacional,016,Lamadrid,05,Coahuila de Zaragoza,25486,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MUNC810326MDFRVR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,459128.0,1983-05-30T14:30:50.091Z,6e4cffbd-2e04-4344-9d59-33ca8be32c45,ESCRITURA PÚBLICA,CASA,CASA,109.0,m2,60.0,m2,HRN,HERENCIA,José Miguel Municipio,1103,,Granjas,005,Hecelchakán,04,Campeche,24997,CASA,CASA,,,,,,,,,,,,,
MUSM880027HVZRLR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,78229448.0,1992-08-24T13:32:20.403Z,ca181057-e434-4067-8214-6f9f3d0bdd98,ESCRITURA PÚBLICA,CASA,CASA,6332.0,m2,5723.0,m2,CPV,COMPRAVENTA,Vela Urbanización,1547,,Centro,011,General Cepeda,05,Coahuila de Zaragoza,25980,BODG,BODEGA,,,,,,,,,,,,,
MUSM880027HVZRLR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,85137133.0,1998-07-11T16:31:51.798Z,1a2dec08-4326-4ad2-a2b0-6d04f00a9e39,ESCRITURA PÚBLICA,CASA,CASA,490.0,m2,404.0,m2,CPV,COMPRAVENTA,Bernardo Rampa,979,,Centro,206,San Juan de los Cués,20,Oaxaca,68176,CASA,CASA,,,,,,,,,,,,,
MUSM880027HVZRLR03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,94683892.0,1975-11-24T13:41:41.010Z,b467dc9f-d59c-48e2-82c0-c86da7a623d6,ESCRITURA PÚBLICA,CASA,CASA,6490.0,m2,2029.0,m2,CPV,COMPRAVENTA,Ana Luisa Carretera,1356,,Ejercito Nacional,004,Aquiles Serdán,08,Chihuahua,31861,RACH,RANCHO,,,,,,,,,,,,,
MUVL860408HDFNLZ05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,14515999.0,2003-10-06T14:11:59.713Z,55c53264-36ef-4fd9-bb46-85de325289b8,ESCRITURA PÚBLICA,CASA,CASA,424.0,m2,295.0,m2,CPV,COMPRAVENTA,Lucero Grupo,813,,Morelos,005,Cosalá,25,Sinaloa,80115,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MUVL860408HDFNLZ05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,89536552.0,2006-01-17T02:50:47.120Z,95e1099e-5436-4196-aad7-58e2633a91a2,ESCRITURA PÚBLICA,CASA,CASA,425.0,m2,417.0,m2,CPV,COMPRAVENTA,Almonte Rua,1134,,Hidalgo,046,Cosautlán de Carvajal,30,Veracruz de Ignacio de la Llave,91762,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
MUVL860408HDFNLZ05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,40252747.0,2002-10-21T19:31:56.336Z,7b7de6c6-3167-4187-9bf4-79349817d2a7,ESCRITURA PÚBLICA,CASA,CASA,273.0,m2,153.0,m2,CPV,COMPRAVENTA,Gael Bloque,650,,Laredo,050,Maravatío,16,Michoacán de Ocampo,58760,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
MUVR750805MAGNLN04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1671112.0,1974-03-11T16:59:21.877Z,18bfc08f-9bcb-4756-8323-3a7d4c66a0ff,ESCRITURA PÚBLICA,CASA,CASA,127.0,m2,59.0,m2,HRN,HERENCIA,Catalina Barrio,1102,,Laredo,084,Tangamandapio,16,Michoacán de Ocampo,58965,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
