tipoOperacion,nombre,primerApellido,segundoApellido,fechaNacimiento,extranjero,curp,habitaDomicilioDeclarante,lugarDondeReside,rfc.rfc,rfc.homoClave,parentescoRelacion.clave,parentescoRelacion.valor,actividadLaboral.clave,actividadLaboral.valor,curp_funcionario,rfc,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,actividadLaboralSectorPublico.nivelOrdenGobierno,actividadLaboralSectorPublico.ambitoPublico,actividadLaboralSectorPublico.nombreEntePublico,actividadLaboralSectorPublico.areaAdscripcion,actividadLaboralSectorPublico.empleoCargoComision,actividadLaboralSectorPublico.funcionPrincipal,actividadLaboralSectorPublico.salarioMensualNeto.valor,actividadLaboralSectorPublico.salarioMensualNeto.moneda,actividadLaboralSectorPublico.fechaIngreso,actividadLaboralSectorPrivadoOtro.nombreEmpresaSociedadAsociacion,actividadLaboralSectorPrivadoOtro.rfc,actividadLaboralSectorPrivadoOtro.empleoCargo,actividadLaboralSectorPrivadoOtro.fechaIngreso,actividadLaboralSectorPrivadoOtro.salarioMensualNeto.valor,actividadLaboralSectorPrivadoOtro.salarioMensualNeto.moneda,actividadLaboralSectorPrivadoOtro.proveedorContratistaGobierno,actividadLaboralSectorPrivadoOtro.sector.clave,actividadLaboralSectorPrivadoOtro.sector.valor
SIN_CAMBIOS,Catalina,Menéndez,Porras,2009-09-23,False,MEPC20090923MDFNRT07,True,MEXICO,MEPC20090923,E82,PRI,PRIMO(A),NIN,NINGUNO,MÁJO720017MSNRRT06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Valeria,Valencia,Rico,2008-06-25,False,VARV20080625MSNLCL07,True,MEXICO,VARV20080625,D38,HIJ,HIJO(A),NIN,NINGUNO,MÁOM770303MSNRTY04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Tadeo,Aguirre,Orellana,2009-06-05,False,AGOT20090605HDFRLD07,True,MEXICO,AGOT20090605,E49,HIJ,HIJO(A),NIN,NINGUNO,MÁTL820803HPURML08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mauricio,Apodaca,Velázquez,2007-02-20,False,APVM20070220MSNDLR05,True,MEXICO,APVM20070220,E98,HER,HERMANO(A),NIN,NINGUNO,MÁTL880912HSNRJZ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Blanca,Olivo,Sosa,2010-09-09,False,OLSB20100909HSNVSL04,True,MEXICO,OLSB20100909,E25,PRI,PRIMO(A),NIN,NINGUNO,MÉGM810826HSNNDT04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Joaquín,Escobedo,Malave,2008-03-23,False,ESMJ20080323MDFCLQ05,True,MEXICO,ESMJ20080323,E80,HIJ,HIJO(A),NIN,NINGUNO,MÉGM810826HSNNDT04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,José María,Zamora,Nieto,2012-08-26,False,ZANJ20120826MPUMTS08,True,MEXICO,ZANJ20120826,B81,AHI,AHIJADO(A),NIN,NINGUNO,MÉHE740914HDFNRS08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Valeria,Vásquez,Barrera,2011-06-20,False,VÁBV20110620MDFSRL02,True,MEXICO,VÁBV20110620,E79,PRI,PRIMO(A),NIN,NINGUNO,MÉKI800918HSNNRS05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Luz,Bustamante,Kanaria,2010-06-10,False,BUKL20100610HDFSNZ07,True,MEXICO,BUKL20100610,B49,HER,HERMANO(A),NIN,NINGUNO,MÉKI800918HSNNRS05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Arturo,Padilla,Terán,2007-11-24,False,PATA20071124MDFDRT03,True,MEXICO,PATA20071124,B26,SOB,SOBRINO(A),NIN,NINGUNO,MÉML880408MDFNÑT08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Miguel Ángel,Bétancourt,Blanco,2007-06-02,False,BÉBM20070602HAGTLG02,True,MEXICO,BÉBM20070602,D38,PRI,PRIMO(A),NIN,NINGUNO,MÉMR801002MAGNNS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Bernardo,Delatorre,Corral,2012-00-17,False,DECB20120017MAGLRR07,True,MEXICO,DECB20120017,B50,SOB,SOBRINO(A),NIN,NINGUNO,MÉMR801002MAGNNS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Esmeralda,Jiménez,Enríquez,2008-09-06,False,JIEE20080906HAGMRM02,True,MEXICO,JIEE20080906,B33,NIN,NINGUNO,NIN,NINGUNO,MÉMR801002MAGNNS01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mario,Valle,Matos,2011-01-24,False,VAMM20110124HVZLTR01,True,MEXICO,VAMM20110124,C86,NIN,NINGUNO,NIN,NINGUNO,MÉPZ710413MAGNRundefined01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Claudio,Elizondo,Mata,2013-10-04,False,ELMC20131004HPUZTL08,True,MEXICO,ELMC20131004,B28,AHI,AHIJADO(A),NIN,NINGUNO,MÉTA810020MDFNJC04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Laura,Patiño,Gaitán,2006-02-19,False,PAGL20060219MDFTTR04,True,MEXICO,PAGL20060219,A79,NIN,NINGUNO,NIN,NINGUNO,NAAA781113HVZVVT02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Felipe,Cantú,Armendáriz,2012-08-15,False,CAAF20120815MVZNML08,True,MEXICO,CAAF20120815,C14,NIN,NINGUNO,NIN,NINGUNO,NAAA781113HVZVVT02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Carlota,Aguayo,Mercado,2008-07-12,False,AGMC20080712HAGYRR01,True,MEXICO,AGMC20080712,B89,SOB,SOBRINO(A),NIN,NINGUNO,NAAD700723MDFVGN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ximena,Arroyo,Cardona,2005-07-07,False,ARCX20050707MVZRRM02,True,MEXICO,ARCX20050707,D68,SOB,SOBRINO(A),NIN,NINGUNO,NAAD700723MDFVGN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Hernán,Limón,Mena,2012-04-15,False,LIMH20120415MAGMNR03,True,MEXICO,LIMH20120415,D61,AHI,AHIJADO(A),NIN,NINGUNO,NAAL880722HPUVVR09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Octavio,Alvarez,Moya,2006-05-04,False,ALMO20060504HSNVYT04,True,MEXICO,ALMO20060504,A61,HER,HERMANO(A),NIN,NINGUNO,NAAR870926HDFVRM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mauricio,Rangel,Coronado,2007-07-02,False,RACM20070702MSNNRR04,True,MEXICO,RACM20070702,D40,SOB,SOBRINO(A),NIN,NINGUNO,NAAR870926HDFVRM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Arturo,Quinta,Munguía,2009-04-05,False,QUMA20090405HPUNNT08,True,MEXICO,QUMA20090405,B29,SOB,SOBRINO(A),NIN,NINGUNO,NAAR870926HDFVRM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alexis,Verduzco,Abrego,2013-03-04,False,VEAA20130304HSNRRX02,True,MEXICO,VEAA20130304,B18,NIN,NINGUNO,NIN,NINGUNO,NABA830402MAGVLS04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Juan,Lozada,Mireles,2008-11-17,False,LOMJ20081117MAGZRN01,True,MEXICO,LOMJ20081117,D62,PRI,PRIMO(A),NIN,NINGUNO,NABA830402MAGVLS04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Carolina,Arroyo,Hernádez,2005-01-01,False,ARHC20050101MAGRRR03,True,MEXICO,ARHC20050101,A41,HIJ,HIJO(A),NIN,NINGUNO,NABS720211HVZRRL06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Emiliano,Gamboa,Galarza,2007-11-13,False,GAGE20071113MSNMLL08,True,MEXICO,GAGE20071113,E98,SOB,SOBRINO(A),NIN,NINGUNO,NABS720211HVZRRL06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Cristian,Palomo,Kara,2013-11-16,False,PAKC20131116HSNLRR01,True,MEXICO,PAKC20131116,C40,AHI,AHIJADO(A),NIN,NINGUNO,NACE850020HVZRSL02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Erick,Ferrer,Botello,2011-03-01,False,FEBE20110301HPURTC03,True,MEXICO,FEBE20110301,A68,SOB,SOBRINO(A),NIN,NINGUNO,NACE850020HVZRSL02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Roberto,Muñiz,Ceja,2013-08-13,False,MUCR20130813MDFÑJB01,True,MEXICO,MUCR20130813,C97,HIJ,HIJO(A),NIN,NINGUNO,NACI720523HDFZVR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Carlos,Feliciano,Tovar,2012-00-26,False,FETC20120026MAGLVR03,True,MEXICO,FETC20120026,C12,HER,HERMANO(A),NIN,NINGUNO,NACI720523HDFZVR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Valentina,Gaytán,Delagarza,2005-00-10,False,GADV20050010MAGYLL07,True,MEXICO,GADV20050010,C75,HIJ,HIJO(A),NIN,NINGUNO,NACI720523HDFZVR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Melany,Lara,Lara,2005-08-27,False,LALM20050827HAGRRL07,True,MEXICO,LALM20050827,D19,HER,HERMANO(A),NIN,NINGUNO,NACM740504HDFVBR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Adán,Vázquez,Gómez,2006-00-07,False,VÁGA20060007MAGZMN08,True,MEXICO,VÁGA20060007,E20,HIJ,HIJO(A),NIN,NINGUNO,NACM740504HDFVBR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Eloisa,Valdez,Méndez,2010-09-04,False,VAME20100904MAGLNS06,True,MEXICO,VAME20100904,A84,HIJ,HIJO(A),NIN,NINGUNO,NACR790004MVZVRS06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María Soledad,Jaime,Sauceda,2009-07-20,False,JASM20090720MDFMCR06,True,MEXICO,JASM20090720,A16,AHI,AHIJADO(A),NIN,NINGUNO,NACT890923MDFRRM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Santiago,Zepeda,Kortajarena,2009-02-24,False,ZEKS20090224HAGPRN09,True,MEXICO,ZEKS20090224,D89,SOB,SOBRINO(A),NIN,NINGUNO,NACT890923MDFRRM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Melany,Kamal,Castillo,2007-10-13,False,KACM20071013MPUMSL09,True,MEXICO,KACM20071013,D57,HER,HERMANO(A),NIN,NINGUNO,NACT890923MDFRRM01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,María Fernanda,Acuña,Reyna,2005-08-09,False,ACRM20050809MAGÑYR03,True,MEXICO,ACRM20050809,B87,AHI,AHIJADO(A),NIN,NINGUNO,NAGI820122HVZVVN02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Miguel Ángel,Estrada,Cadena,2010-10-01,False,ESCM20101001MVZTDG05,True,MEXICO,ESCM20101001,E93,NIN,NINGUNO,NIN,NINGUNO,NAGJ750027HSNVRS09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Susana,Tello,Pantoja,2009-07-02,False,TEPS20090702MAGLNS07,True,MEXICO,TEPS20090702,D22,HIJ,HIJO(A),NIN,NINGUNO,NAGJ750027HSNVRS09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Xochitl,Guerrero,Figueroa,2005-07-15,False,GUFX20050715HVZRGC04,True,MEXICO,GUFX20050715,E52,SOB,SOBRINO(A),NIN,NINGUNO,NAJI730625HPUVMR03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Roberto,Loya,Candelaria,2010-09-14,False,LOCR20100914MDFYNB06,True,MEXICO,LOCR20100914,E75,SOB,SOBRINO(A),NIN,NINGUNO,NAJI730625HPUVMR03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jacobo,Peres,Adorno,2011-01-23,False,PEAJ20110123HAGRRC09,True,MEXICO,PEAJ20110123,B73,HIJ,HIJO(A),NIN,NINGUNO,NAKD750220HDFRNR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alicia,Rosas,Tejeda,2012-03-10,False,ROTA20120310HPUSJC04,True,MEXICO,ROTA20120310,E81,SOB,SOBRINO(A),NIN,NINGUNO,NAKD750220HDFRNR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Lucas,Negrete,Rodríquez,2005-07-19,False,NERL20050719MVZGDC03,True,MEXICO,NERL20050719,C71,NIN,NINGUNO,NIN,NINGUNO,NAKG810014MSNVNR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Raúl,Xairo Belmonte,Gálvez,2009-06-19,False,XAGR20090619HSNRLL03,True,MEXICO,XAGR20090619,A90,SOB,SOBRINO(A),NIN,NINGUNO,NAKG810014MSNVNR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Teresa,Ontiveros,Zamarreno,2006-04-19,False,ONZT20060419HAGTMR08,True,MEXICO,ONZT20060419,B27,PRI,PRIMO(A),NIN,NINGUNO,NALM840122HDFRRR01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ximena,Pagan,Quintairos,2005-07-06,False,PAQX20050706HVZGNM05,True,MEXICO,PAQX20050706,C19,HIJ,HIJO(A),NIN,NINGUNO,NALM880908HDFZVR06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Valeria,Almonte,Garica,2011-10-12,False,ALGV20111012MSNMRL05,True,MEXICO,ALGV20111012,D41,PRI,PRIMO(A),NIN,NINGUNO,NAMD751108MDFRÑM07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Cristina,Peres,Robles,2010-10-07,False,PERC20101007MVZRBR03,True,MEXICO,PERC20101007,E17,SOB,SOBRINO(A),NIN,NINGUNO,NAMJ840820HDFRLN04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Cristian,Madrigal,Vera,2013-01-08,False,MAVC20130108HAGDRR04,True,MEXICO,MAVC20130108,C82,NIN,NINGUNO,NIN,NINGUNO,NAML880117MDFVNR08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,José María,Fuentes,Lovato,2010-00-06,False,FULJ20100006MPUNVS04,True,MEXICO,FULJ20100006,B55,PRI,PRIMO(A),NIN,NINGUNO,NANA890719MVZRRL08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Elena,Duarte,Almanza,2007-04-07,False,DUAE20070407HAGRMN01,True,MEXICO,DUAE20070407,B63,NIN,NINGUNO,NIN,NINGUNO,NAOD831011HDFRRN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Óscar,Korta hernandez,Zamora,2013-02-20,False,KOZÓ20130220HDFRMC09,True,MEXICO,KOZÓ20130220,C13,AHI,AHIJADO(A),NIN,NINGUNO,NASL770404HAGZRS08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mayte,Vera,Meraz,2007-07-24,False,VEMM20070724HVZRRY06,True,MEXICO,VEMM20070724,E95,AHI,AHIJADO(A),NIN,NINGUNO,NASR820809HSNVCB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Germán,Preciado,Quesada,2007-06-27,False,PRQG20070627HSNRSR08,True,MEXICO,PRQG20070627,D97,HIJ,HIJO(A),NIN,NINGUNO,NASR820809HSNVCB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Jacobo,Apodaca,Rentería,2007-00-06,False,APRJ20070006HVZDNC07,True,MEXICO,APRJ20070006,D17,NIN,NINGUNO,NIN,NINGUNO,NATV821121HVZRLL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Guillermina,Aponte,Calderón,2009-00-19,False,APCG20090019MDFNLL03,True,MEXICO,APCG20090019,B43,NIN,NINGUNO,NIN,NINGUNO,NAVM700226HVZRLY07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Beatriz,Kara,Mireles,2008-09-08,False,KAMB20080908MAGRRT09,True,MEXICO,KAMB20080908,D16,PRI,PRIMO(A),NIN,NINGUNO,NAVS810313HPURLN07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Gregorio,Mojica,Torres,2007-00-10,False,MOTG20070010HVZJRR01,True,MEXICO,MOTG20070010,C13,HIJ,HIJO(A),NIN,NINGUNO,NAZA720105HPURVN07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Damián,Rodríquez,Gallardo,2012-08-08,False,ROGD20120808HVZDLM02,True,MEXICO,ROGD20120808,A42,AHI,AHIJADO(A),NIN,NINGUNO,NAZA720105HPURVN07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Antonia,Kadar rodriguez,Cepeda,2006-03-06,False,KACA20060306MPUDPT05,True,MEXICO,KACA20060306,A41,PRI,PRIMO(A),NIN,NINGUNO,NECN810611HAGGBC08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Yamileth,Véliz,Sandoval,2010-10-06,False,VÉSY20101006HPULNM03,True,MEXICO,VÉSY20101006,C22,HER,HERMANO(A),NIN,NINGUNO,NECN810611HAGGBC08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Víctor,Serna,Caldera,2008-00-21,False,SECV20080021MPURLC02,True,MEXICO,SECV20080021,D25,AHI,AHIJADO(A),NIN,NINGUNO,NEDM781019MPUV R08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Marisol,Carbajal,Rivas,2013-02-05,False,CARM20130205HPURVR05,True,MEXICO,CARM20130205,E79,NIN,NINGUNO,NIN,NINGUNO,NEDM781019MPUV R08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ernesto,Baca,Casillas,2008-11-27,False,BACE20081127MSNCSN08,True,MEXICO,BACE20081127,B29,HER,HERMANO(A),NIN,NINGUNO,NEEG790417MAGVCL08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Aarón,Archuleta,Zepeda,2010-06-03,False,ARZA20100603MVZCPN03,True,MEXICO,ARZA20100603,B57,HIJ,HIJO(A),NIN,NINGUNO,NEEM750324MDFVCR06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Catalina,Alvarado,Ocampo,2006-04-11,False,ALOC20060411MAGVMT07,True,MEXICO,ALOC20060411,E72,PRI,PRIMO(A),NIN,NINGUNO,NEEM750324MDFVCR06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Magdalena,Abrego,Reyna,2013-05-01,False,ABRM20130501MSNRYG06,True,MEXICO,ABRM20130501,E70,HER,HERMANO(A),NIN,NINGUNO,NEFB870703MVZGLN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Ángela,Mejía,Altamirano,2005-10-15,False,MEAÁ20051015HAGJTG06,True,MEXICO,MEAÁ20051015,B64,SOB,SOBRINO(A),NIN,NINGUNO,NEFB870703MVZGLN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Martín,Carrasquillo,Coronado,2007-10-06,False,CACM20071006HPURRR09,True,MEXICO,CACM20071006,A70,AHI,AHIJADO(A),NIN,NINGUNO,NEFB870703MVZGLN05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Enrique,Zamora,Vanegas,2006-04-17,False,ZAVE20060417HVZMNR08,True,MEXICO,ZAVE20060417,B60,AHI,AHIJADO(A),NIN,NINGUNO,NEGM770419HPUVDG06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Aarón,Tórrez,Olivares,2006-03-10,False,TÓOA20060310HDFRVN02,True,MEXICO,TÓOA20060310,D80,NIN,NINGUNO,NIN,NINGUNO,NEGP740723MDFGLD07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Roberto,Quezada,Alfaro,2011-11-22,False,QUAR20111122HSNZFB01,True,MEXICO,QUAR20111122,D54,AHI,AHIJADO(A),NIN,NINGUNO,NEGP740723MDFGLD07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Lizbeth,Lucio,Montañez,2006-04-27,False,LUML20060427HAGCNZ02,True,MEXICO,LUML20060427,A81,HIJ,HIJO(A),NIN,NINGUNO,NEGX890007HDFVLM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Natalia,Balderas,Pérez,2011-11-14,False,BAPN20111114HAGLRT03,True,MEXICO,BAPN20111114,C71,HER,HERMANO(A),NIN,NINGUNO,NEGX890007HDFVLM02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Juan Pablo,Zambrano,Curiel,2008-07-12,False,ZACJ20080712HAGMRN07,True,MEXICO,ZACJ20080712,C74,PRI,PRIMO(A),NIN,NINGUNO,NEHE891123HSNGNL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Pilar,Baeza,Cortés,2005-01-19,False,BACP20050119MSNZRL04,True,MEXICO,BACP20050119,E97,HIJ,HIJO(A),NIN,NINGUNO,NEHE891123HSNGNL05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Hugo,Saucedo,Cardona,2006-07-11,False,SACH20060711MDFCRG06,True,MEXICO,SACH20060711,A55,NIN,NINGUNO,NIN,NINGUNO,NEHG700725MPUGRB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Emilio,Pérez,Alva,2007-09-19,False,PÉAE20070919HPURVL04,True,MEXICO,PÉAE20070919,D77,HIJ,HIJO(A),NIN,NINGUNO,NEHG700725MPUGRB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,José Emilio,Negrón,Fernández,2010-07-23,False,NEFJ20100723MPUGRS03,True,MEXICO,NEFJ20100723,E70,HIJ,HIJO(A),NIN,NINGUNO,NELA860212HPUGMS02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Concepción,Kaplan,Henríquez,2007-06-07,False,KAHC20070607HDFPNN03,True,MEXICO,KAHC20070607,C33,HIJ,HIJO(A),NIN,NINGUNO,NELA860212HPUGMS02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Mónica,Karem,Armas,2012-01-11,False,KAAM20120111MPURMN04,True,MEXICO,KAAM20120111,B58,AHI,AHIJADO(A),NIN,NINGUNO,NELA860212HPUGMS02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Alexis,Barela,Crespo,2007-10-04,False,BACA20071004HSNRRX02,True,MEXICO,BACA20071004,A54,HER,HERMANO(A),NIN,NINGUNO,NELA860710HSNGBM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Vanessa,Contreras,Segovia,2007-04-01,False,COSV20070401HAGNGN04,True,MEXICO,COSV20070401,D31,NIN,NINGUNO,NIN,NINGUNO,NELA860710HSNGBM04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Carmen,Muro,Arteaga,2008-08-25,False,MUAC20080825HDFRTR02,True,MEXICO,MUAC20080825,B33,HER,HERMANO(A),NIN,NINGUNO,NELM890501HAGGMR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Emmanuel,Menchaca,Posada,2005-07-23,False,MEPE20050723HPUNSM09,True,MEXICO,MEPE20050723,C34,SOB,SOBRINO(A),NIN,NINGUNO,NELM890501HAGGMR04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Amalia,Baca,Valverde,2009-09-01,False,BAVA20090901HVZCLL03,True,MEXICO,BAVA20090901,D79,SOB,SOBRINO(A),NIN,NINGUNO,NEMC860603HSNGÑT04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Rosa María,Yáñez,Ávalos,2009-06-06,False,YÁÁR20090606HVZÑLS04,True,MEXICO,YÁÁR20090606,B90,PRI,PRIMO(A),NIN,NINGUNO,NEMC860603HSNGÑT04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIN_CAMBIOS,Lizbeth,Bustos,Kara,2005-02-25,False,BUKL20050225HAGSRZ03,True,MEXICO,BUKL20050225,C53,NIN,NINGUNO,NIN,NINGUNO,NEMM810116MAGGNR09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
