tipoOperacion,marca,modelo,anio,numeroSerieRegistro,tipoVehiculo.clave,tipoVehiculo.valor,titularBien.clave,titularBien.valor,valorAdquisicion.valor,valorAdquisicion.moneda,curp_funcionario,titular,transmisor,tercero,formaPago,fechaAdquisicion,lugarRegistro.pais,lugarRegistro.entidadFederativa.clave,lugarRegistro.entidadFederativa.valor,formaAdquisicion.clave,formaAdquisicion.valor,motivoBaja.clave,motivoBaja.valor
BAJA,pontiac,safari (sw),1971,5cd9e730-a9a6-4579-92d3-40cf22b70104,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,99073.0,MXN,LEKR890002HAGDPN08,,,,,,,,,,,,
AGREGAR,bmw,2002,1970,81f6b840-9ba6-452c-8e13-3db1224c5ad2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,78377.0,MXN,LEKR890002HAGDPN08,,,,,,,,,,,,
BAJA,ford,country,2011,952b627a-846a-4a80-948c-67fdc2560ab8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,317817.0,MXN,LELY710406MAGNVL09,,,,,,,,,,,,
BAJA,plymouth,duster,2003,87bcf4d2-addd-4366-bd1b-01c5bff3add0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,547437.0,MXN,LELY710406MAGNVL09,,,,,,,,,,,,
BAJA,plymouth,volare custom,2003,c65782d6-a836-4bb7-96ae-204ff5d6b446,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,440854.0,MXN,LELY710406MAGNVL09,,,,,,,,,,,,
BAJA,ford,torino (sw),2010,942e73f1-9dfc-49f4-914f-0e1dd72ab5c7,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,575304.0,MXN,LELY710406MAGNVL09,,,,,,,,,,,,
AGREGAR,saab,99le,2005,d1485315-50f1-4436-ac57-af9fb4603327,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,507138.0,MXN,LELY710406MAGNVL09,,,,,,,,,,,,
BAJA,plymouth,volare premier v8,2014,5639d91c-60b5-4fff-92c3-a04617c7c6e9,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,381367.0,MXN,LELÁ800304HAGMCG07,,,,,,,,,,,,
BAJA,Mercedes Benz,AMG G,2013,1a33e37a-316f-474a-95a2-3b26ec70f3d3,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,0.0,MXN,LELÁ800304HAGMCG07,,,,,,,,,,,,
SIN_CAMBIOS,dodge,coronet brougham,2016,c541892e-7c35-44ef-bf9f-3c405551c28f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,445408.0,MXN,LELÁ800304HAGMCG07,,,,,,,,,,,,
SIN_CAMBIOS,dodge,monaco (sw),2015,a1dee07b-365b-4715-9f96-2a54e9bf66f4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,535893.0,MXN,LELÁ800304HAGMCG07,,,,,,,,,,,,
AGREGAR,Lamborgini,Urus,2012,b909f93b-5185-47ae-9221-a4f34e46cce5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,750607.0,MXN,LELÁ800304HAGMCG07,,,,,,,,,,,,
BAJA,mazda,rx-4,2013,8f9151ef-cc07-4a34-be59-d951774451c9,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,547431.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
BAJA,Jaguar,F-Type,2012,05badce3-e5a6-43c8-9b9f-5cd4c7351e6e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,2000000.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
BAJA,mercury,capri v6,2013,41ee0ad7-4377-42c8-93fc-35bc3349d3df,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,481388.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
BAJA,Mercedes Benz,AMG G,2012,e2471559-de27-44a1-812c-e6a2f7cefd72,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,520092.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
SIN_CAMBIOS,BMW,Z4,2013,36d9f122-4473-4568-97b7-27c0153e64e8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,431035.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
SIN_CAMBIOS,BMW,Z4,2010,0040d076-5b94-4f9c-a74b-16a7dd82abdf,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,749270.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
AGREGAR,dodge,coronet custom (sw),2011,5a583f1f-f409-4c9d-bcc9-68f17c431288,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,430197.0,MXN,LEMA870024MSNBNS08,,,,,,,,,,,,
BAJA,ford,fairmont futura,1982,1b3120a3-57e6-42ac-ab44-1fd6e398f83b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,188759.0,MXN,LEMB850326MDFYNR08,,,,,,,,,,,,
BAJA,peugeot,504 (sw),1972,3362d41e-3c08-46cd-b160-b6ae0ef6e0bc,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,336224.0,MXN,LEMB850326MDFYNR08,,,,,,,,,,,,
BAJA,dodge,aspen se,1976,59f5b45d-8c3a-40e0-92f7-ab287df0e333,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,180742.0,MXN,LEMB850326MDFYNR08,,,,,,,,,,,,
BAJA,honda,Accelerationord lx,1978,cd109766-3ade-41ff-970d-932a9191e6f0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,217897.0,MXN,LEMB850326MDFYNR08,,,,,,,,,,,,
BAJA,ford,fairmont futura,1982,d152bee1-661c-407c-97e1-f8a82ca13f90,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,349484.0,MXN,LEMB850326MDFYNR08,,,,,,,,,,,,
SIN_CAMBIOS,chrysler,new yorker brougham,1973,976b6c4d-7c29-406f-bfc0-fbdcabf78ff4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,95024.0,MXN,LEMB850326MDFYNR08,,,,,,,,,,,,
SIN_CAMBIOS,datsun,810 maxima,2011,3537d764-7329-4cca-a2e1-90cc2a207634,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,419389.0,MXN,LEME800115MPUBDN04,,,,,,,,,,,,
SIN_CAMBIOS,Lamborgini,Urus,2012,a94a23ca-5018-437d-b481-e71649f88174,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,4200000.0,MXN,LEME800115MPUBDN04,,,,,,,,,,,,
SIN_CAMBIOS,opel,manta,2012,d69d4dc4-24c6-498a-95c8-87c57289fa2e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,518195.0,MXN,LEME800115MPUBDN04,,,,,,,,,,,,
BAJA,volvo,145e (sw),2005,4bbf56e4-d545-4b59-bb42-ad6f6b81ee32,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,426676.0,MXN,LEMM831019MPULDR08,,,,,,,,,,,,
BAJA,toyota,corolla,2005,bd14eb59-2b24-4d82-a181-e55a1ffe93b5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,524277.0,MXN,LEMM831019MPULDR08,,,,,,,,,,,,
BAJA,pontiac,grand prix,2006,4a32da71-9f6e-44d2-9fea-d2375f1d51c3,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,358597.0,MXN,LEMM831019MPULDR08,,,,,,,,,,,,
BAJA,chevrolet,bel air,2013,181d8dfa-7104-4d14-8ef3-3577083db6e4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,330807.0,MXN,LEMM831019MPULDR08,,,,,,,,,,,,
BAJA,dodge,aries wagon (sw),2011,76f8fa5e-fd30-48de-b4f8-e06c8beff55d,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,396658.0,MXN,LEMM831019MPULDR08,,,,,,,,,,,,
SIN_CAMBIOS,chevrolet,chevette,2003,a982c606-5b84-4825-95c7-224a437a32da,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,568676.0,MXN,LEMM831019MPULDR08,,,,,,,,,,,,
BAJA,datsun,b-210,1976,3737bbe9-675e-46de-8dc8-7b6a7918188e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,340330.0,MXN,LEMT750713HAGRSM09,,,,,,,,,,,,
BAJA,chevrolet,caprice classic,1977,a8489334-c440-45ed-ad49-542aad4ba5ce,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,61942.0,MXN,LEMT750713HAGRSM09,,,,,,,,,,,,
BAJA,volkswagen,super beetle 117,1971,0c5b738e-53ff-4ef7-92a0-47b2a213717a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,342516.0,MXN,LEMT750713HAGRSM09,,,,,,,,,,,,
SIN_CAMBIOS,datsun,f-10 hatchback,1977,a24a098d-dae2-44c9-a4b6-de361689f89b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,235464.0,MXN,LEMT750713HAGRSM09,,,,,,,,,,,,
BAJA,chevrolet,caprice classic,1979,8782a784-13b3-4cec-9f87-41fff65d4f38,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,348830.0,MXN,LENA800216MAGNJT04,,,,,,,,,,,,
BAJA,dodge,colt (sw),1972,c39e3b53-16af-4314-bf40-7747972bccfd,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,182274.0,MXN,LENA800216MAGNJT04,,,,,,,,,,,,
BAJA,ford,granada l,1982,b3bcefe1-dc71-41d4-a984-90c437348fc8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,202779.0,MXN,LENA800216MAGNJT04,,,,,,,,,,,,
AGREGAR,amc,matador (sw),1972,2bb59690-c218-4bef-9945-355582a721da,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,322756.0,MXN,LENA800216MAGNJT04,,,,,,,,,,,,
BAJA,mercury,capri v6,2012,77dc3f50-631d-43ec-ac1f-b760c2588170,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,662164.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
BAJA,BMW,Z4,2009,aba2657c-ea86-4829-a113-9892a0df8067,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,1100000.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
BAJA,dodge,aries wagon (sw),2011,214c78ec-d690-4c64-887c-1389061e10ac,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,773711.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
BAJA,Tesla,S,2013,927bfa35-30b2-45a9-b8da-f087fbed1154,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,540734.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
SIN_CAMBIOS,Mercedes Benz,AMG G,2015,f4af95b3-d247-480b-ac9b-271e21dc037f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,749973.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
SIN_CAMBIOS,hi,1200d,2010,289cdd7b-eb2a-4471-bce0-61c6d6df3be5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,476672.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
SIN_CAMBIOS,plymouth,arrow gs,2014,f8d67d3d-3057-46e9-bcad-948aadd4e0e2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,567505.0,MXN,LENI840205HAGYZC08,,,,,,,,,,,,
BAJA,plymouth,grand fury,2015,2316191c-799e-4e5e-98e5-1765cb7a059e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,592016.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
BAJA,Mercedes Benz,AMG G,2013,8d559f6f-e42e-4266-bab5-45407998128b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,0.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
BAJA,ford,torino,2015,7eddff6c-7c31-4ee2-882a-7f36fbb0ddb4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,615825.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
BAJA,Mercedes Benz,AMG G,2016,6f4ad44c-038c-4f84-a90c-2db16268b00c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,681736.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
BAJA,Jaguar,F-Type,2014,c48ce8b4-3013-4205-838d-c0c0f398d77f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,589091.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
SIN_CAMBIOS,Audi,Q8,2010,06e21d52-82e6-45b1-96fe-dce8cd2a0f29,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,392000.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
SIN_CAMBIOS,datsun,610,2011,e946f2a4-504b-4f18-9963-23403cb6404d,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,703708.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
AGREGAR,Tesla,S,2013,a6ce37cf-fc2f-4d1b-91b2-806c4354f2ce,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,532737.0,MXN,LENJ730914MAGBJN08,,,,,,,,,,,,
BAJA,chevrolet,chevette,1977,09e6ec2b-5079-48df-8031-52f13653a83a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,250419.0,MXN,LEOM710322HSNYRN06,,,,,,,,,,,,
BAJA,pontiac,catalina brougham,1971,6ea9f729-eb12-466b-b445-fff6ea32c65f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,53321.0,MXN,LEOM710322HSNYRN06,,,,,,,,,,,,
BAJA,mercury,grand marquis,1979,69a83dc6-3da9-4f05-bf87-4e75158f139c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,264653.0,MXN,LEOM710322HSNYRN06,,,,,,,,,,,,
BAJA,ford,pinto,1974,5db9ed89-e8a5-467d-8185-a2908a7e93de,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,66870.0,MXN,LEOM710322HSNYRN06,,,,,,,,,,,,
AGREGAR,ford,pinto runabout,1972,5e41fccc-4b30-4847-961f-52daa622a504,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,147866.0,MXN,LEOM710322HSNYRN06,,,,,,,,,,,,
SIN_CAMBIOS,dodge,colt hatchback custom,1979,137cbf5a-c459-48aa-a06a-fc890f019278,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,225475.0,MXN,LEPD850016HDFVLG01,,,,,,,,,,,,
BAJA,mercury,marquis brougham,2015,01d20521-01c0-4fe8-acff-7114ebd35f4b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,530814.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
BAJA,Mercedes Benz,AMG G,2013,2de60700-d403-496b-8512-9638885a7851,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,0.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
BAJA,toyota,corolla 1200,2016,4bdf786e-fd9c-4e96-950f-0c616ed2bc81,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,715545.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
BAJA,dodge,aspen,2014,8185c69e-6395-4a00-91c6-3beb8e849a59,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,621267.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
SIN_CAMBIOS,chevrolet,monte carlo,2013,15be6f66-5a1c-4525-91b0-ab4082c61dbb,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,469949.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
SIN_CAMBIOS,Tesla,S,2011,9f035d02-f315-431b-bc2d-4d2a461745fa,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,753234.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
SIN_CAMBIOS,dodge,omni,2013,94f200f8-2762-4725-b943-18b9a73aa508,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,685251.0,MXN,LEPD850326HSNYRV06,,,,,,,,,,,,
BAJA,cadillac,eldorado,2016,59b48bd3-e8e4-4e4b-9b07-54c04414dd13,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,728225.0,MXN,LEPD880203MSNYRV05,,,,,,,,,,,,
BAJA,Jaguar,F-Type,2012,79ca0d5b-8f99-4e60-ab47-4e5f3e5b53bb,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,2000000.0,MXN,LEPD880203MSNYRV05,,,,,,,,,,,,
BAJA,volkswagen,jetta,2012,0713d8af-3bc0-4ae4-9ec5-cedca1255260,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,716021.0,MXN,LEPD880203MSNYRV05,,,,,,,,,,,,
SIN_CAMBIOS,Tesla,S,2013,8a9ad191-a221-448f-bf65-8cd6df891ae2,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,500077.0,MXN,LEPD880203MSNYRV05,,,,,,,,,,,,
SIN_CAMBIOS,Audi,Q8,2010,542283fd-1463-47c9-9fde-2d479941c823,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,791603.0,MXN,LEPD880203MSNYRV05,,,,,,,,,,,,
AGREGAR,chevrolet,malibu classic (sw),2012,44abeb9e-626a-4bdc-904d-23b5f3994b0b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,487654.0,MXN,LEPD880203MSNYRV05,,,,,,,,,,,,
BAJA,volvo,144ea,2015,00a325ce-7496-492e-8bf8-9c0ee592bcf9,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,318176.0,MXN,LEPF860527HVZVLT07,,,,,,,,,,,,
BAJA,ford,fairmont (auto),2003,a6684486-c2d0-49c9-88dc-0d34149410a4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,457329.0,MXN,LEPF860527HVZVLT07,,,,,,,,,,,,
BAJA,ford,pinto,2003,32d8d6ec-58a2-4e25-8109-8501b68ba32b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,423232.0,MXN,LEPF860527HVZVLT07,,,,,,,,,,,,
BAJA,renault,18i,2014,caefe1c3-8046-467e-abd2-707d724a56c8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,563207.0,MXN,LEPF860527HVZVLT07,,,,,,,,,,,,
SIN_CAMBIOS,ford,mustang,2003,9523a85c-8354-41a2-a5f4-fdc282dfb979,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,448815.0,MXN,LEPF860527HVZVLT07,,,,,,,,,,,,
BAJA,toyota,corona,2011,b9f42028-cae5-4ff0-9b28-6d33c459cbe8,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,459893.0,MXN,LEPM830503HVZLGG04,,,,,,,,,,,,
BAJA,chevrolet,caprice classic,2006,30c3eb6f-f228-4a2c-8990-3e5c90d46f3f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,568989.0,MXN,LEPM830503HVZLGG04,,,,,,,,,,,,
BAJA,datsun,310 gx,2005,a02a4865-88a5-43f8-a6b9-5ef9ef65a274,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,413342.0,MXN,LEPM830503HVZLGG04,,,,,,,,,,,,
BAJA,ford,f250,2005,752ac318-f466-4fb8-bc6c-d07549929306,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,373947.0,MXN,LEPM830503HVZLGG04,,,,,,,,,,,,
SIN_CAMBIOS,dodge,colt hardtop,2005,3053d0ec-610a-455b-ac7c-073dac9b1c13,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,510536.0,MXN,LEPM830503HVZLGG04,,,,,,,,,,,,
BAJA,amc,concord,1980,756520c7-f450-4c14-ab4f-ec0f5e8bce5a,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,159555.0,MXN,LEPM890803HPUYRX02,,,,,,,,,,,,
BAJA,dodge,charger 2.2,1982,c36c5f7d-a23d-4dbf-af71-112348201233,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,98450.0,MXN,LEPM890803HPUYRX02,,,,,,,,,,,,
BAJA,chevy,c10,1976,ae459e8f-bd4f-47c9-9eda-82286bbcb0b0,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,150681.0,MXN,LEPM890803HPUYRX02,,,,,,,,,,,,
BAJA,ford,mustang ii 2+2,1977,444a49e2-0a2c-4013-979b-6fdbef6bdbe3,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,124831.0,MXN,LEPM890803HPUYRX02,,,,,,,,,,,,
SIN_CAMBIOS,ford,f250,1970,4d8baaaa-b199-4304-9ea8-d9f2d9946e8f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,290349.0,MXN,LEPM890803HPUYRX02,,,,,,,,,,,,
BAJA,fiat,124 sport coupe,2007,38a60cb0-d7a6-4167-8fd6-c15112f8c625,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,409052.0,MXN,LERA850218MDFYJN09,,,,,,,,,,,,
BAJA,honda,prelude,2015,68505ce7-bfe9-406a-b567-77b7181e51f1,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,411199.0,MXN,LERA850218MDFYJN09,,,,,,,,,,,,
BAJA,ford,maverick,2014,5308adff-4c5a-43f1-80a2-4b69cb712750,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,477953.0,MXN,LERA850218MDFYJN09,,,,,,,,,,,,
SIN_CAMBIOS,volkswagen,rabbit l,2000,31d51bc3-5f3f-44fa-b757-d6c2b031268b,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,575837.0,MXN,LERA850218MDFYJN09,,,,,,,,,,,,
BAJA,toyota,corona liftback,2015,25555c8c-35c9-485f-9042-c13821155427,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,556320.0,MXN,LERC790317HAGYSM04,,,,,,,,,,,,
BAJA,Lamborgini,Urus,2012,516d5a38-285d-46b8-8e96-f2facc16360e,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,4200000.0,MXN,LERC790317HAGYSM04,,,,,,,,,,,,
BAJA,chrysler,new yorker brougham,2012,5a29186b-95b2-4b9f-bb5e-c202b4286f56,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,705161.0,MXN,LERC790317HAGYSM04,,,,,,,,,,,,
SIN_CAMBIOS,Tesla,S,2011,e2c4e771-2dfc-4b3b-8b4a-e9c7abf89718,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,761522.0,MXN,LERC790317HAGYSM04,,,,,,,,,,,,
SIN_CAMBIOS,honda,civic,2016,994b652e-cf2b-4fb1-8aee-77e8ab06cae5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,781319.0,MXN,LERC790317HAGYSM04,,,,,,,,,,,,
AGREGAR,honda,prelude,2010,2bbf3595-c936-4795-b043-8938b4ba8d66,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,489341.0,MXN,LERC790317HAGYSM04,,,,,,,,,,,,
BAJA,chevrolet,vega (sw),2012,3b0f05db-63bf-4442-a469-1ea60c9d28bb,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,451889.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
BAJA,Mercedes Benz,AMG G,2013,a4352373-78ed-4d00-b44a-72682a623623,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,0.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
BAJA,honda,civic 1500 gl,2016,eddf0201-8442-4d66-9995-97f5e1f7af2c,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,691860.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
BAJA,ford,ltd landau,2013,04c70401-9775-4d65-97e6-115b38802e30,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,784952.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
BAJA,Jaguar,F-Type,2012,2900eba2-7b65-464f-933b-eb37e08daf64,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,690804.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
BAJA,chevrolet,nova,2014,26f3edb8-7193-490c-8376-04e61ab15d15,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,417588.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
SIN_CAMBIOS,BMW,Z4,2014,6250ecac-ad8e-4105-b827-956a4245b7d4,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,668158.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
SIN_CAMBIOS,BMW,Z4,2011,94d08f70-8309-4d27-b0f7-b1b90c36dcd5,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,629368.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
AGREGAR,buick,opel isuzu deluxe,2010,663cc1e8-eecf-41cd-88a7-3c5fecfa4718,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,580908.0,MXN,LERD850126MSNYZR09,,,,,,,,,,,,
BAJA,chevrolet,citation,2014,1490f1cc-d43c-4946-add4-803f759a47d9,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,727135.0,MXN,LERL720304MPUMLN06,,,,,,,,,,,,
BAJA,Jaguar,F-Type,2012,0c892ad9-d550-4e2f-91ea-7bd522d6f806,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,2000000.0,MXN,LERL720304MPUMLN06,,,,,,,,,,,,
BAJA,buick,skylark,2014,d36020ef-eabf-45f1-b073-306c5aca1123,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,572733.0,MXN,LERL720304MPUMLN06,,,,,,,,,,,,
BAJA,vokswagen,rabbit,2011,d1ca1317-adbb-417c-aaae-ded0523aad3f,AUMOT,AUTOMÓVIL/MOTOCICLETA,DEC,DECLARANTE,713401.0,MXN,LERL720304MPUMLN06,,,,,,,,,,,,
