"curp_funcionario","r_70-2010_COMPRAVENTA_TOTAL","r_70-2010_DONACIÓN_TOTAL","r_2010-2015_COMPRAVENTA_TOTAL","r_2015-2020_COMPRAVENTA_TOTAL","r_70-2010_COMPRAVENTA_VALOR","r_70-2010_DONACIÓN_VALOR","r_2010-2015_COMPRAVENTA_VALOR","r_2015-2020_COMPRAVENTA_VALOR"
"CHOL850320HPUHHN07",2,NA,NA,NA,142865618,NA,NA,NA
"CHOS720722MDFHDL07",1,NA,NA,NA,8217908,NA,NA,NA
"CHSE740618HVZHVL06",1,NA,NA,NA,2585105,NA,NA,NA
"CHSM771024MAGHGG04",1,NA,NA,NA,5381059,NA,NA,NA
"CIAM790827HSNNCR08",1,NA,NA,NA,999755,NA,NA,NA
"CIAM830112HSNSCR08",1,NA,NA,NA,8329378,NA,NA,NA
"CIGI850318MDFNZN03",3,NA,NA,NA,286915701,NA,NA,NA
"CIKG750922MDFNMR03",3,NA,NA,NA,96134117,NA,NA,NA
"CIRJ780802HAGSQL06",1,NA,NA,NA,1381165,NA,NA,NA
"CISL770426MAGNLZ01",1,NA,NA,NA,7937942,NA,NA,NA
"CIZM790918MPUSÑR09",2,NA,NA,NA,80977447,NA,NA,NA
"COAA830422MSNRCX01",2,1,NA,NA,146617858,57569813,NA,NA
"COAC700602HAGRNR08",3,NA,NA,NA,250496095,NA,NA,NA
"COAG720209MVZRDL09",3,NA,NA,NA,150118029,NA,NA,NA
"COAG820714MVZVDR04",3,NA,NA,NA,183149002,NA,NA,NA
"COAH791104MDFTRR03",2,NA,NA,NA,145541959,NA,NA,NA
"COAJ800309MPURLQ04",1,NA,NA,NA,56559005,NA,NA,NA
"COAL700709MVZNNZ08",1,NA,NA,NA,4212144,NA,NA,NA
"COAL750110HDFNÑN05",3,NA,NA,NA,244126556,NA,NA,NA
"COAL890220MPURBS06",1,NA,NA,NA,9814765,NA,NA,NA
"COÁM880125HPULLR01",3,NA,NA,NA,297984346,NA,NA,NA
"COAV790015HSNRRR03",2,NA,NA,NA,162977972,NA,NA,NA
"COBA821019MPUVDJ05",1,NA,NA,NA,165997,NA,NA,NA
"COBA860424HAGRLN05",1,NA,NA,NA,1882440,NA,NA,NA
"COBA860723HVZRLN02",3,NA,NA,NA,128415159,NA,NA,NA
"COBC731014HSNNSR06",2,NA,NA,NA,144999751,NA,NA,NA
"COBE750603MVZRRS03",1,NA,NA,NA,9053194,NA,NA,NA
"COBG790118HAGLLL07",1,NA,NA,NA,9369360,NA,NA,NA
"COBJ780311HPURZV09",2,NA,NA,NA,189210357,NA,NA,NA
"COCA711108MVZRNF07",1,NA,NA,NA,7942369,NA,NA,NA
"COCA810421HVZLR 01",3,NA,NA,NA,204888121,NA,NA,NA
"COCA840001MSNLRD04",3,NA,NA,NA,189687429,NA,NA,NA
"COCE710421MAGRRV02",3,NA,NA,NA,210107129,NA,NA,NA
"COCG770707HPULSL07",3,NA,NA,NA,107649231,NA,NA,NA
"COCI820416MDFVRB08",3,NA,NA,NA,213954098,NA,NA,NA
"COCJ700008MAGRSS09",3,NA,NA,NA,171411219,NA,NA,NA
"COCK870620HAGRRV02",2,NA,NA,NA,152695750,NA,NA,NA
"COCM880120MSNRRR09",1,NA,NA,NA,7533989,NA,NA,NA
"CODD790906HAGRLL01",1,NA,NA,NA,9733414,NA,NA,NA
"CODI880202HAGRLB06",1,NA,NA,NA,65135582,NA,NA,NA
"CÓDP890714MVZR L02",1,NA,NA,NA,2711703,NA,NA,NA
"CODR780301MSNLLM01",1,NA,NA,NA,558163,NA,NA,NA
"COEL720025HVZRTC03",1,NA,NA,NA,2793167,NA,NA,NA
"COER730819MAGNPM01",1,NA,NA,NA,5381151,NA,NA,NA
"COEV770707MDFRCC03",1,NA,NA,NA,1410202,NA,NA,NA
"COFZ720524MDFRRundefined07",1,NA,NA,NA,7942469,NA,NA,NA
"COGÁ780020HSNRSG06",1,NA,NA,NA,1032413,NA,NA,NA
"COGG771025HPURLL09",1,NA,NA,NA,503786,NA,NA,NA
"COHS861018MPURRN08",1,NA,NA,NA,4434210,NA,NA,NA
"COKI830623MDFLNN01",3,NA,NA,NA,168434561,NA,NA,NA
"COKS760520MVZRRF03",1,NA,NA,NA,8514694,NA,NA,NA
"COLB720610HSNLRR01",3,NA,NA,NA,117682240,NA,NA,NA
"COLC760518MPURVR01",2,NA,NA,NA,221387155,NA,NA,NA
"COMA780802HDFRY 02",1,NA,NA,NA,4524192,NA,NA,NA
"COME711019MPULNT08",2,NA,NA,NA,82832724,NA,NA,NA
"COME801103HVZLNL05",3,NA,NA,NA,222706007,NA,NA,NA
"COMM890907MPULNR07",2,NA,NA,NA,79058702,NA,NA,NA
"COMP800910MDFNRL05",3,NA,NA,NA,130422421,NA,NA,NA
"CONA800601MVZLG 06",1,NA,NA,NA,1648257,NA,NA,NA
"CONÁ830304HVZRVG01",1,NA,NA,NA,5647385,NA,NA,NA
"CONA850726MSNLVT06",1,NA,NA,NA,7662149,NA,NA,NA
"COOX811120HAGNTM06",3,NA,NA,NA,335760241,NA,NA,NA
"COOX820001HDFLRC08",1,NA,NA,NA,1045753,NA,NA,NA
"COPE761117HAGRLT07",3,NA,NA,NA,154674377,NA,NA,NA
"COPH700714HSNRZR01",2,NA,NA,NA,203391413,NA,NA,NA
"COPJ780701HPURÑL06",1,NA,NA,NA,8646506,NA,NA,NA
"COPM830603MDFLRG02",3,NA,NA,NA,148774949,NA,NA,NA
"COPS730715HAGLCN08",1,NA,NA,NA,977629,NA,NA,NA
"COPX710306MSNLDM05",1,NA,NA,NA,704491,NA,NA,NA
"COQE880108MAGLRundefined01",1,NA,NA,NA,4296761,NA,NA,NA
"CORE701027HSNRNM03",1,1,NA,NA,41281038,23006443,NA,NA
"CORF820126MAGNSR09",1,NA,NA,NA,228192,NA,NA,NA
"CORM750026HPURYR05",2,NA,NA,NA,110344317,NA,NA,NA
"CORR720124HAGTVB08",3,NA,NA,NA,196919782,NA,NA,NA
"CORV750703HVZLJR02",1,NA,NA,NA,3609451,NA,NA,NA
"CORV840104MVZRCC03",3,NA,NA,NA,247190858,NA,NA,NA
"COSL760719HPUNLS04",1,NA,NA,NA,2242341,NA,NA,NA
"COSO860521HAGVLT02",2,NA,NA,NA,129083028,NA,NA,NA
"COTA820302MAGLFT08",1,NA,NA,NA,15009570,NA,NA,NA
"COTA840123MSNLR 01",1,NA,NA,NA,1046631,NA,NA,NA
"COTA840916MVZRRS02",1,NA,NA,NA,249024,NA,NA,NA
"COTB780616MDFNFR05",1,NA,NA,NA,2104836,NA,NA,NA
"CÓTD820821HPURJL04",3,NA,NA,NA,202213704,NA,NA,NA
"COTN740419HAGRRC08",3,NA,NA,NA,101957247,NA,NA,NA
"COUG880021HAGRBB07",3,NA,NA,NA,248416624,NA,NA,NA
"COVA850712MVZLLD09",1,NA,NA,NA,1479850,NA,NA,NA
"COVD830019HDFLLL01",1,NA,NA,NA,5735348,NA,NA,NA
"COXI840212MSNLNN03",1,NA,NA,NA,4673999,NA,NA,NA
"CÓZA850615HAGRMundefined05",1,NA,NA,NA,2260050,NA,NA,NA
"COZC771024HAGRML06",1,NA,NA,NA,1480713,NA,NA,NA
"COZE870519MPURML03",1,NA,NA,NA,1845009,NA,NA,NA
"CRAF891016MPURSL06",1,NA,NA,NA,4688326,NA,NA,NA
"CRAG770308MVZRTB09",3,NA,NA,NA,268337458,NA,NA,NA
"CRAN800604MAGRRC08",3,NA,NA,NA,103768757,NA,NA,NA
"CRBR830825HDFRRN04",1,NA,NA,NA,1466083,NA,NA,NA
"CRGM850322HPURTR01",1,NA,NA,NA,7239023,NA,NA,NA
"CRMA740411MAGRJ 03",1,NA,NA,NA,2413886,NA,NA,NA
"CROA860511MVZRST03",1,NA,NA,NA,5339079,NA,NA,NA
"CRPS801113MAGRRM02",2,NA,NA,NA,118225978,NA,NA,NA
"CRQB700424HPURNN08",1,NA,NA,NA,7362627,NA,NA,NA
"CRRA740207HSNRJS03",1,NA,NA,NA,1343955,NA,NA,NA
"CRSF890324MPURSR03",3,NA,NA,NA,231017447,NA,NA,NA
"CRSS831020MPURZR08",1,NA,NA,NA,4215754,NA,NA,NA
"CRVM840707MPURSR07",3,NA,NA,NA,155602781,NA,NA,NA
"CRVV730922HVZRLC04",1,NA,NA,NA,8707336,NA,NA,NA
"CUAA860711MVZRVL09",1,1,NA,NA,116599664,36553384,NA,NA
"CUAI720407MSNLÑR09",1,NA,NA,NA,74650089,NA,NA,NA
"CUFJ720226MSNRLC02",1,NA,NA,NA,1823622,NA,NA,NA
"CUHM870316MDFLRR03",3,NA,NA,NA,127874511,NA,NA,NA
"CUNC860713MVZRGN04",1,NA,NA,NA,9051865,NA,NA,NA
"CUQD700902MSNRNN03",1,NA,NA,NA,5141845,NA,NA,NA
"CURL851118MAGRJT05",2,NA,NA,NA,223633092,NA,NA,NA
"CUVM760724HAGRLN07",2,NA,NA,NA,170729596,NA,NA,NA
"DÁBD780423HSNVNG06",1,NA,NA,NA,5057171,NA,NA,NA
"DÁLJ820224HDFVMS04",3,NA,NA,NA,161129181,NA,NA,NA
"DÁMC760710HAGVSL02",1,NA,NA,NA,648899,NA,NA,NA
"DÁVA750202MSNVLJ05",2,1,NA,NA,105183924,70206396,NA,NA
"DEAA830603HVZLSundefined06",1,NA,NA,NA,2111811,NA,NA,NA
"DEAE820420HDFLML04",1,NA,NA,NA,1115711,NA,NA,NA
"DEAI870604MVZLRR01",1,NA,NA,NA,1698065,NA,NA,NA
"DEAL760920MDFLYC04",3,NA,NA,NA,162250140,NA,NA,NA
"DEAL860913HVZLMT06",1,NA,NA,NA,3058660,NA,NA,NA
"DEAM770122HSNLYR02",3,NA,NA,NA,402070937,NA,NA,NA
"DEÁM870610MAGLLG05",1,NA,NA,NA,5227101,NA,NA,NA
"DEAN820002HAGLCM05",2,NA,NA,NA,279850407,NA,NA,NA
"DEBL861122HSNLLS06",3,NA,NA,NA,141045444,NA,NA,NA
"DEBM730706MDFLCC05",2,NA,NA,NA,131230557,NA,NA,NA
"DEBM760807MSNLRR06",1,NA,NA,NA,6640551,NA,NA,NA
"DECA820215MAGLBN01",1,NA,NA,NA,1057519,NA,NA,NA
"DECH700218HVZ RG01",1,NA,NA,NA,5562053,NA,NA,NA
"DECI750316MVZLDB04",1,NA,NA,NA,8405457,NA,NA,NA
"DECI850617HSNLRN02",3,NA,NA,NA,276212618,NA,NA,NA
"DECI860626MPULHN09",3,NA,NA,NA,110097419,NA,NA,NA
"DECL780107HDFLLL03",3,NA,NA,NA,266748379,NA,NA,NA
"DECL780511HSNLSN09",1,NA,NA,NA,5905475,NA,NA,NA
"DECM891023MSN RR09",1,NA,NA,NA,8087844,NA,NA,NA
"DECP771105HAGLJL09",3,NA,NA,NA,169097415,NA,NA,NA
"DEFB810821MVZLRR09",3,NA,NA,NA,175332353,NA,NA,NA
"DEFM820621HSNLJR08",3,NA,NA,NA,161804049,NA,NA,NA
"DEFR860713MVZLGC05",3,NA,NA,NA,288515925,NA,NA,NA
"DEGC710617MAGLDM07",3,NA,NA,NA,183626081,NA,NA,NA
"DEGC830301HSN TR09",2,NA,NA,NA,62305630,NA,NA,NA
"DEGJ861006MPULDL09",3,NA,NA,NA,183985231,NA,NA,NA
"DEGM880825MSNLNX02",3,NA,NA,NA,152557360,NA,NA,NA
"DEHT740704HVZLLR08",2,NA,NA,NA,149091024,NA,NA,NA
"DEKD870907HPULNN01",2,NA,NA,NA,119800087,NA,NA,NA
"DEKF840708MVZLRR02",1,NA,NA,NA,1894047,NA,NA,NA
"DEKG710310HSNLML07",1,NA,NA,NA,874446,NA,NA,NA
"DEKJ861125MSNLRS08",1,NA,NA,NA,4679357,NA,NA,NA
"DEKM820509HDFLRT07",1,NA,NA,NA,679372,NA,NA,NA
"DEKO740803MVZLRV01",3,NA,NA,NA,145503519,NA,NA,NA
"DELA750923HAGLNS03",1,NA,NA,NA,1790754,NA,NA,NA
"DELE780615HDFLBR07",2,1,NA,NA,123582495,86954760,NA,NA
"DELX811124MVZLMM01",1,NA,NA,NA,9715385,NA,NA,NA
"DEMA740713MVZ YT04",1,NA,NA,NA,1230242,NA,NA,NA
"DEMG841008MVZLNL04",2,NA,NA,NA,58551915,NA,NA,NA
"DEMH841116MDFLTG06",2,NA,NA,NA,161940473,NA,NA,NA
"DEMI820003HPULDS07",1,NA,NA,NA,9332997,NA,NA,NA
"DENJ710203HDFLGS02",1,NA,NA,NA,1824289,NA,NA,NA
"DENL801008MAGLRS08",1,NA,NA,NA,2031576,NA,NA,NA
"DENÓ751011MDF JC01",2,NA,NA,NA,158880494,NA,NA,NA
"DENV770218HAGLZR08",3,NA,NA,NA,272022168,NA,NA,NA
"DEOA790825MAGLRD01",3,NA,NA,NA,240193000,NA,NA,NA
"DEOE860502HAG TM05",3,NA,NA,NA,150514774,NA,NA,NA
"DEOJ850201MSNLZS03",1,NA,NA,NA,8875597,NA,NA,NA
"DEOS740015HVZLSR07",1,NA,NA,NA,8221913,NA,NA,NA
"DEPJ881003HDFLNL01",1,NA,NA,NA,6991316,NA,NA,NA
"DEPM891122HAGLRR02",1,NA,NA,NA,1009663,NA,NA,NA
"DERM720804MPU DN01",3,NA,NA,NA,146858002,NA,NA,NA
"DERM750209MVZLMR05",3,NA,NA,NA,183241810,NA,NA,NA
"DESÁ781107MVZ RG09",1,NA,NA,NA,765741,NA,NA,NA
"DESI730021MAGLNS08",3,NA,NA,NA,216826333,NA,NA,NA
"DESL760422MPULZL03",1,NA,NA,NA,8475717,NA,NA,NA
"DETM780725HSNLLN03",1,NA,NA,NA,1608094,NA,NA,NA
"DEVA730321MVZLRB07",1,NA,NA,NA,4966264,NA,NA,NA
"DEVL870413HDFLLC08",1,NA,NA,NA,922576,NA,NA,NA
"DEVR890207HVZLRF04",1,1,NA,NA,92740508,98757725,NA,NA
"DEYC890715HVZLNS08",1,NA,NA,NA,9998221,NA,NA,NA
"DEZN701006HPULMT04",3,NA,NA,NA,108801735,NA,NA,NA
"DEZS870326MVZLMM09",2,1,NA,NA,122959027,133002080,NA,NA
"DÍAD770303HVZZNV07",2,1,NA,NA,181274240,73826242,NA,NA
"DÍBI790323MDFZZN05",1,NA,NA,NA,3965445,NA,NA,NA
"DÍBL740519HPUZSZ08",3,NA,NA,NA,184424070,NA,NA,NA
"DÍCL710621MSNZBL08",1,NA,NA,NA,9273481,NA,NA,NA
"DÍMM780801HVZZDT05",3,NA,NA,NA,56020133,NA,NA,NA
"DÍPV760312MPUZRN03",2,NA,NA,NA,150094027,NA,NA,NA
"DÍQA881025HPUZÑX02",3,NA,NA,NA,289448599,NA,NA,NA
"DÍRS890626HAGZYL01",1,NA,NA,NA,6908047,NA,NA,NA
"DÍVO850401HVZZLT06",3,NA,NA,NA,236134280,NA,NA,NA
"DOAJ860918MAGMRS05",2,NA,NA,NA,77259869,NA,NA,NA
"DOAV850426MDFMRL06",1,NA,NA,NA,6207690,NA,NA,NA
"DOBL760009MDFMNS07",3,NA,NA,NA,239045130,NA,NA,NA
"DOCP780916MAGMRT08",2,NA,NA,NA,107059418,NA,NA,NA
"DOGS750724MSNMRL05",3,NA,NA,NA,278765668,NA,NA,NA
"DOKV810314HAGMNL07",1,NA,NA,NA,6731871,NA,NA,NA
"DOMA860123MDFMRG02",1,NA,NA,NA,3966987,NA,NA,NA
"DOML700802HDFMNS07",1,NA,NA,NA,7509096,NA,NA,NA
"DOPN860727MSNMLC01",1,NA,NA,NA,491701,NA,NA,NA
"DUBK830721MSNÑRM09",1,NA,NA,NA,1483188,NA,NA,NA
"DUCE890402HPUÑHL08",1,NA,NA,NA,9809024,NA,NA,NA
"DUFE800023HSNRLC05",3,NA,NA,NA,142162372,NA,NA,NA
"DUGG710225HDFÑRR05",2,NA,NA,NA,99451190,NA,NA,NA
"DUME830619HAGRRN01",1,NA,NA,NA,6793459,NA,NA,NA
"DUMJ830307MVZÑLC08",2,NA,NA,NA,86842877,NA,NA,NA
"DUMM700907MVZÑRR07",1,NA,NA,NA,7066896,NA,NA,NA
"DUMM811027HAGÑDL01",2,NA,NA,NA,68655160,NA,NA,NA
"DUQS881026HVZRVR03",1,NA,NA,NA,8893039,NA,NA,NA
"DURM850624HVZÑZR01",1,NA,NA,NA,120391614,NA,NA,NA
"DUVS820413MAGÑRR05",1,NA,NA,NA,8423107,NA,NA,NA
"DUYA810624HSNRBX09",2,NA,NA,NA,138211823,NA,NA,NA
"DUYJ830319HDFRNS05",1,NA,NA,NA,5601993,NA,NA,NA
"DUZB710604MDFRPT09",3,NA,NA,NA,283928150,NA,NA,NA
"ECDR890802MVZHMB09",1,NA,NA,NA,7083260,NA,NA,NA
"ECJN870226HAGHMC04",3,NA,NA,NA,161708441,NA,NA,NA
"ECMM840726HVZHNR05",3,NA,NA,NA,267561783,NA,NA,NA
"ECSM820314HPUHNR06",1,NA,NA,NA,1685507,NA,NA,NA
"ECVN840904HSNHLT09",2,1,NA,NA,129930072,75330512,NA,NA
"ELBL850802MAGZCL04",3,NA,NA,NA,164137732,NA,NA,NA
"ELGG810908MDFZNR02",1,NA,NA,NA,8119936,NA,NA,NA
"ELNA750022MVZZZD03",1,NA,NA,NA,734060,NA,NA,NA
"ENDG850305MVZRRR09",3,NA,NA,NA,217154634,NA,NA,NA
"ENIT780711MPURRM07",1,NA,NA,NA,3958159,NA,NA,NA
"ENVN700803MDFRLC03",3,NA,NA,NA,154449860,NA,NA,NA
"ESAC740814MDFQSL06",1,NA,NA,NA,915593,NA,NA,NA
"ESAJ840522MDFCTZ02",1,NA,NA,NA,1910243,NA,NA,NA
"ESAK880919HVZPVM04",1,NA,NA,NA,572823,NA,NA,NA
"ESAM860815HPUCMT04",3,NA,NA,NA,163445741,NA,NA,NA
"ESAR720414MAGPMM01",2,NA,NA,NA,139964796,NA,NA,NA
"ESAU880309HVZPSL06",2,NA,NA,NA,169983610,NA,NA,NA
"ESBÁ731109MDFTRG07",1,NA,NA,NA,520840,NA,NA,NA
"ESBF830211MSNPRD01",1,NA,NA,NA,3620596,NA,NA,NA
"ESCA840103MPUCNC06",3,NA,NA,NA,117596454,NA,NA,NA
"ESCH781101HDFTTM09",3,NA,NA,NA,110594118,NA,NA,NA
"ESCH880319MPUTMG04",3,NA,NA,NA,260555770,NA,NA,NA
"ESCJ740501MVZCBM02",2,NA,NA,NA,86325097,NA,NA,NA
"ESCM720710HDFCSR04",1,NA,NA,NA,5599657,NA,NA,NA
"ESCR730419MDFTRN05",1,NA,NA,NA,7998500,NA,NA,NA
"ESCR820909MSNTRM03",1,2,NA,NA,52572094,81220032,NA,NA
"ESCV880726MAGQNR06",3,NA,NA,NA,296687618,NA,NA,NA
"ESED730919MSNPCL06",3,NA,NA,NA,95882806,NA,NA,NA
"ESES710505HDFQQB04",1,NA,NA,NA,7711887,NA,NA,NA
"ESFR741018MVZCRS03",1,NA,NA,NA,4587612,NA,NA,NA
"ESGI840616HAGCJB03",1,NA,NA,NA,4674018,NA,NA,NA
"ESGJ790617HVZTDN07",1,NA,NA,NA,2635423,NA,NA,NA
"ESGL730217MPUTLS03",3,NA,NA,NA,123028987,NA,NA,NA
"ESGR880704MAGTLB03",1,NA,NA,NA,2968108,NA,NA,NA
"ESGT830319MDFCRD09",3,NA,NA,NA,322989510,NA,NA,NA
"ESHH790309HDFCRM06",1,NA,NA,NA,9174568,NA,NA,NA
"ESJA810004MVZCMJ03",1,NA,NA,NA,3530037,NA,NA,NA
"ESJR811005MPUPQG01",2,NA,NA,NA,104444196,NA,NA,NA
"ESKF810619HPUCNL05",3,NA,NA,NA,152696355,NA,NA,NA
"ESKJ830605MAGCPR05",1,NA,NA,NA,826147,NA,NA,NA
"ESKM870919HSNCMN07",1,NA,NA,NA,3213410,NA,NA,NA
"ESLL840420HDFPYS08",1,NA,NA,NA,7312441,NA,NA,NA
"ESLM841015MPUPMR05",2,NA,NA,NA,166615470,NA,NA,NA
"ESMA700802MDFPZD07",2,NA,NA,NA,133264657,NA,NA,NA
"ESMG870425MSNQRL04",1,NA,NA,NA,8455348,NA,NA,NA
"ESML811005MPUTNL07",3,NA,NA,NA,269065677,NA,NA,NA
"ESMN741102MDFCJC08",1,NA,NA,NA,7909284,NA,NA,NA
"ESMR800108MSNTSM07",3,NA,NA,NA,264712263,NA,NA,NA
"ESMS731023HVZPRN08",2,1,NA,NA,135125080,115416598,NA,NA
"ESMS840117MVZCRS07",3,NA,NA,NA,197590235,NA,NA,NA
"ESMS851025HDFCLN05",3,NA,NA,NA,208284600,NA,NA,NA
"ESNB770904MSNPGR08",1,NA,NA,NA,9002472,NA,NA,NA
"ESOE870424MSNPVC07",3,NA,NA,NA,200365866,NA,NA,NA
"ESOM770302MVZCMR01",1,NA,NA,NA,1703861,NA,NA,NA
"ESOÓ820405MPUPVC08",1,NA,NA,NA,6205903,NA,NA,NA
"ESPD781026MSNCZG04",1,NA,NA,NA,205705,NA,NA,NA
"ESPN720519MSNPGC04",3,NA,NA,NA,217510793,NA,NA,NA
"ESQD790616HDFQNN03",3,NA,NA,NA,353031273,NA,NA,NA
"ESQL800109HSNPÑR01",2,1,NA,NA,138929404,57122593,NA,NA
"ESQT790522MVZQÑD06",3,NA,NA,NA,229388751,NA,NA,NA
"ESRJ891014MVZPMV01",2,NA,NA,NA,198609510,NA,NA,NA
"ESRM780002MDFCLT08",1,NA,NA,NA,5459553,NA,NA,NA
"ESRR870314MDFPYM08",3,NA,NA,NA,130937492,NA,NA,NA
"ESTD720009HPUCRL07",3,NA,NA,NA,340420299,NA,NA,NA
"ESTR791127HAGCMN02",1,NA,NA,NA,6719304,NA,NA,NA
"ESUD740912HSNQLR04",2,NA,NA,NA,93947762,NA,NA,NA
"ESUJ770925MDFQLN09",3,NA,NA,NA,152924760,NA,NA,NA
"ESVL720826HAGTLS04",1,NA,NA,NA,6678690,NA,NA,NA
"ESVN870820MSNPLR06",1,NA,NA,NA,6912304,NA,NA,NA
"ESVR731025HAGQLS05",3,NA,NA,NA,170062379,NA,NA,NA
"ESVR840224MAGCLG09",1,NA,NA,NA,670335,NA,NA,NA
"FAAR731003HVZJRQ07",1,NA,NA,NA,94093896,NA,NA,NA
"FABJ830403MSNJLS02",1,NA,NA,NA,8993587,NA,NA,NA
"FACJ870502HDFJSN06",3,NA,NA,NA,178209559,NA,NA,NA
"FACP720813MDFJRL03",3,NA,NA,NA,365673954,NA,NA,NA
"FAGL830415HDFRRR06",1,NA,NA,NA,3561051,NA,NA,NA
"FAJD880327MAGJRR07",1,NA,NA,NA,45587556,NA,NA,NA
"FALA710118MVZJCM06",1,1,NA,NA,34358623,145814012,NA,NA
"FAMÁ700811HSNJNG08",3,NA,NA,NA,282575628,NA,NA,NA
"FAME820103MVZRRN07",3,NA,NA,NA,121418505,NA,NA,NA
"FAMG770616HSNRTL03",2,NA,NA,NA,189108821,NA,NA,NA
"FAPL770910HDFJSN01",3,NA,NA,NA,243957570,NA,NA,NA
"FAQM890015HAGJVR01",2,NA,NA,NA,63885335,NA,NA,NA
"FARD811127MSNJCG02",3,NA,NA,NA,161765765,NA,NA,NA
"FEAE800619MDFRLS06",1,NA,NA,NA,6974986,NA,NA,NA
"FEAF700027MDFLTL09",2,NA,NA,NA,164824093,NA,NA,NA
"FEAM841010MSNRRR03",3,NA,NA,NA,160217925,NA,NA,NA
"FEAT740806MSNLYD07",3,NA,NA,NA,266449888,NA,NA,NA
"FEEA880212HAGRCD01",3,NA,NA,NA,232216872,NA,NA,NA
"FEHK700527MVZRRV01",1,NA,NA,NA,3975104,NA,NA,NA
"FEMC750503MDFLNC03",1,NA,NA,NA,9182846,NA,NA,NA
"FEMJ710619MSNLYL03",3,NA,NA,NA,219675362,NA,NA,NA
"FEVJ710910HVZRLM05",3,NA,NA,NA,309082270,NA,NA,NA
"FEYN730425HSNRNM01",1,NA,NA,NA,2287714,NA,NA,NA
"FIBC880212HVZGÑL03",2,NA,NA,NA,99969113,NA,NA,NA
"FICM790609MDFLRR03",NA,NA,1,NA,NA,NA,NA,NA
"FIGA841114MPUGR 03",3,NA,NA,NA,130886315,NA,NA,NA
"FIHV750911MPURRC02",1,NA,NA,NA,2654975,NA,NA,NA
"FIMA730907HSNRDC04",1,NA,NA,NA,275633,NA,NA,NA
"FIMR800925MPUGNS05",2,1,NA,NA,53587086,135774382,NA,NA
"FINV700221HAGRTL09",1,NA,NA,NA,3563846,NA,NA,NA
"FIRG840119MDFRSN01",2,1,NA,NA,151910989,62125961,NA,NA
"FIVH870826HVZRLG02",1,NA,NA,NA,1450042,NA,NA,NA
"FIVM830111HDFRGR04",3,NA,NA,NA,268314389,NA,NA,NA
"FIVN840222MSNGRC05",1,NA,NA,NA,6756586,NA,NA,NA
"FLAR890905MAGLBG07",2,1,NA,NA,193662461,74222025,NA,NA
"FLDE710014MAGLLP08",1,NA,NA,NA,1387955,NA,NA,NA
"FLDG780720MVZLRL05",1,NA,NA,NA,6036559,NA,NA,NA
"FLKD840208MSNLRL09",2,NA,NA,NA,170721626,NA,NA,NA
"FLMC791001HDFLNR04",2,NA,NA,NA,241568392,NA,NA,NA
"FLVB760518HSNLRR09",1,NA,NA,NA,1886263,NA,NA,NA
"FLYE821117MPULBL09",1,NA,NA,NA,1625841,NA,NA,NA
"FOFP860703HAGNRD08",1,NA,NA,NA,8225639,NA,NA,NA
"FOOF890119MAGNZL09",3,NA,NA,NA,169144767,NA,NA,NA
"FORD750501MSNNJN03",1,NA,NA,NA,10799784,NA,NA,NA
"FOSA870411MDFNTT06",2,1,NA,NA,59184260,147342781,NA,NA
"FRCA790225HPURPT07",1,NA,NA,NA,2465141,NA,NA,NA
"FRGC790513MAGRRC07",1,NA,NA,NA,7533614,NA,NA,NA
"FRGM740520HSNRRG03",1,NA,NA,NA,1977506,NA,NA,NA
"FRNI710101HVZRVB06",1,NA,NA,NA,8210468,NA,NA,NA
"FRVM810001MPURLN06",3,NA,NA,NA,175237291,NA,NA,NA
"FRVM861102HPURLC05",1,NA,NA,NA,1482252,NA,NA,NA
"FRVM880402MSNRLN08",3,NA,NA,NA,212849320,NA,NA,NA
"FUGE710217MSNNRR03",1,NA,NA,NA,6254836,NA,NA,NA
"FUOG720119MSNNVL07",1,NA,NA,NA,6077467,NA,NA,NA
"FURV780914MVZNSR01",1,NA,NA,NA,284921,NA,NA,NA
"FUVP730426HSNNRB03",3,NA,NA,NA,197341610,NA,NA,NA
"FUVT750619MAGNLD06",1,NA,NA,NA,6761076,NA,NA,NA
"GAÁA850025HVZLLT01",1,NA,NA,NA,4277357,NA,NA,NA
"GAAE801113MSNSML07",1,NA,NA,NA,8287243,NA,NA,NA
"GAAG740513HPUTNB08",3,NA,NA,NA,131148209,NA,NA,NA
"GAAM770725HPULRR08",1,NA,NA,NA,674782,NA,NA,NA
"GAAP830802HSNRYL07",2,NA,NA,NA,179679001,NA,NA,NA
"GAAP850412MPULNT05",1,NA,NA,NA,6203410,NA,NA,NA
"GÁAR710006HVZLCS05",3,NA,NA,NA,92211395,NA,NA,NA
"GABA800508MAGRRT06",3,NA,NA,NA,315221966,NA,NA,NA
"GABA890220HVZYRF03",1,NA,NA,NA,7854699,NA,NA,NA
"GABJ801016HPULRM05",1,NA,NA,NA,3083148,NA,NA,NA
"GABN790322MAGYNM08",2,NA,NA,NA,150562114,NA,NA,NA
"GABS780807HAGTTL08",2,NA,NA,NA,125483946,NA,NA,NA
"GACA800408HPURR 06",3,NA,NA,NA,255400164,NA,NA,NA
"GACB820727HPUNRR02",3,NA,NA,NA,174620498,NA,NA,NA
"GACC720613MAGLRR08",2,NA,NA,NA,119552524,NA,NA,NA
"GACC750323HAGLMR03",2,NA,NA,NA,159663841,NA,NA,NA
